Type,carbon_isotopes,silicon_29_28,silicon_30_28
M,69.07,22,60
M,69.09,69,54
M,69.10,-31,-33
M,69.10,39,41
M,69.11,-10,36
M,69.11,32,67
M,69.13,27,32
Z,69.13,-25,65
M,69.14,20,70
M,69.14,-1,-7
M,69.15,8,-3
M,69.15,-10,21
M,69.15,62,45
M,69.15,22,42
M,69.16,43,43
M,69.16,36,80
Z,69.18,-53,40
M,69.2,5.8,42.9
M,69.19,26,36
M,69.20,33,52
M,69.2,-16,35
M,69.21,7,17
M,69.22,7,34
M,69.22,50,40
M,69.23,30,69
M,69.23,53,49
M,69.23,-19,24
M,69.24,-26,14
M,69.24,31,47
M,69.24,13,11
M,69.25,33,16
M,69.25,67,55
M,69.25,34,28
M,69.25,14,9
M,69.26,26,18
M,69.27,-7,-4
M,69.28,23,55
M,69.28,25,38
M,69.28,37,42
M,69.29,5,19
M,69.3,-28,-22
M,69.3,62,62
M,69.3,98,73
M,69.30,43,22
M,69.3,-9.5,36.5
M,69.32,10,18
M,69.3,33.0,41.7
M,69.34,-6,36
M,69.35,25,36
M,69.37,49,48
M,69.37,63,66
M,69.4,20,28
M,69.4,-44,31
Z,69.4,-47,46
M,69.4,74,62
M,69.4,38,72
M,69.4,104,135
M,69.40,13,51
M,69.41,-2,19
M,69.41,-42,36
M,69.41,21,127
M,69.42,41,36
M,69.42,4,34
M,69.44,73,54
M,69.45,34,28
M,69.45,-42,-9
M,69.5,-50.6,-45.6
M,69.48,26,33
M,69.49,67,-13
M,69.49,28,45
M,69.50,-29,-12
M,69.50,51,47
M,69.5,-16.9,-11.0
M,69.5,-24,-7
M,69.5,0,17
M,69.5,29,34
M,69.50,49.5,64.4
M,69.5,51,71
M,69.51,12,24
M,69.52,30,25
M,69.5,65.4,44.8
M,69.55,45,43
M,69.57,6,48
M,69.58,23,43
M,69.6,-8.9,89.9
M,69.6,32,7
M,69.60,18,23
M,69.60,25,37
M,69.61,38,49
M,69.61,-9,-3
M,69.63,38,42
M,69.63,15,32
M,69.63,22,22
M,69.63,62,58
M,69.63,56,66
Z,69.64,7,223
M,69.65,46,37
M,69.65,32,1
M,69.65,76,47
M,69.65,48,47
M,69.66,-43,-12
M,69.67,6,19
M,69.69,36,37
M,69.7,-7.0,-8.4
M,69.7,7,32
M,69.7,7,36
M,69.7,100,114
M,69.74,75,64
M,69.75,-2,120
M,69.75,30,12
M,69.75,49,36
M,69.75,63,82
M,69.76,27,16
M,69.78,36,38
X,69.78,-108,-139
M,69.79,78,76
M,69.79,12,16
M,69.80,7,29
M,69.80,49,27
M,69.80,47,74
M,69.81,28,50
M,69.8,-2.2,10.4
M,69.82,54,59
M,69.83,45,28
M,69.84,48,44
M,69.85,46,50
M,69.85,12,26
M,69.85,2,9
M,69.85,11,36
M,69.86,65,45
M,69.86,65,70
M,69.86,10,30
M,69.88,52,57
Z,69.88,-145,185
M,69.89,18,31
M,69.89,54,44
M,69.89,-5,52
M,69.89,29,64
M,69.90,51,42
M,69.9,49,76
M,69.9,48,80
M,69.91,-17,9
M,69.91,16,33
M,69.91,-45,-26
M,69.92,4,26
M,69.93,35,28
M,69.93,42,29
M,69.93,61,53
M,69.95,33,39
M,69.96,16,10
M,69.96,41,17
M,69.97,26.94,19.93
M,69.97,60,47
M,69.97,13,-24
M,69.99,-22,-5
M,69.99,19,50
M,70,24,52
M,70.02,29,21
M,70.02,84,72
M,70.03,18,12
M,70.05,-10,16
Z,70.05,14,77
M,70.05,33,35
M,70.06,30,44
X,70.06,-116,-195
M,70.06,20,23
M,70.06,69,48
M,70.06,49,68
M,70.06,26,21
M,70.06,74,57
M,70.1,-7.4,13.4
M,70.07,-57,18
M,70.07,41,39
M,70.07,29,25
M,70.07,23,42
M,70.09,-12,21
M,70.11,71,74
M,70.12,6,27
M,70.13,80,88
M,70.13,59,64
X,70.14,-386,-370
M,70.14,78,58
M,70.15,25,11
M,70.16,24,48
M,70.17,8,40
M,70.2,50,57
M,70.2,92,72
M,70.21,31,-85
M,70.21,45,51
M,70.23,24,-4
M,70.2,105.8,53.0
M,70.24,55,49
M,70.26,9,-29
M,70.26,18,-5
M,70.26,-4,7
M,70.26,-32,27
M,70.26,47,46
M,70.26,35,49
M,70.26,6,52
M,70.27,-45,-3
M,70.27,-6,9
M,70.28,50,56
M,70.3,22.3,39.2
M,70.28,39,47
M,70.28,15,49
M,70.31,23,35
M,70.32,28,48
M,70.33,46,44
M,70.34,47,41
M,70.34,0,13
M,70.35,43,52
M,70.37,50,49
M,70.37,-46,-12
M,70.37,-23,2
M,70.4,84,60
M,70.39,53,62
M,70.39,46,60
M,70.40,25,41
M,70.4,1,-7
M,70.43,-3,33
M,70.46,23,-7
M,70.47,47,55
M,70.47,23,22
M,70.47,54,30
M,70.5,55.2,64.2
M,70.48,62,56
M,70.48,38,39
M,70.49,6,1
M,70.49,36,38
M,70.52,4,17
Z,70.53,24,60
M,70.54,15,8
M,70.54,82,69
M,70.55,42,39
M,70.56,-36,-19
Z,70.57,-31,130
M,70.57,24,30
M,70.58,36,19
M,70.58,33,47
M,70.58,39,55
M,70.58,54,38
M,70.58,22,51
M,70.59,6,-3
M,70.59,25,29
M,70.60,71,51
M,70.6,29,23
M,70.6,30.3,115.5
M,70.62,16,-9
M,70.63,54,63
M,70.65,-4,35
M,70.67,10,19
M,70.67,20,27
M,70.67,41,37
M,70.68,97,85
M,70.68,35,12
U,70.69,12,66
M,70.70,0,9
M,70.7,11,42
M,70.7,33,49
M,70.71,28,29
M,70.71,42,59
M,70.71,23,33
M,70.7,30.2,77.9
M,70.71,42,38
M,70.73,-10,55
M,70.73,73,19
M,70.73,80,39
M,70.73,28,76
M,70.74,-14,-31
M,70.74,0,25
M,70.74,43,49
M,70.74,25,55
M,70.75,38,54
M,70.78,-25,-4
M,70.79,0,34
M,70.79,54,26
M,70.81,10,14
M,70.81,42,40
M,70.81,-7,19
M,70.8,48.9,64.3
M,70.84,-36,15
M,70.84,22,30
M,70.84,59,57
M,70.86,65,59
M,70.87,-15,6
M,70.88,2,41
M,70.88,37,25
X,70.9,-134,-239
M,70.9,-58,-1
Z,70.9,-39,39
M,70.91,5,42
M,70.93,14,65
M,70.94,55,54
Z,70.94,-8,59
M,70.94,26,32
M,70.94,61,86
M,70.95,38,37
M,70.97,13,21
M,70.97,-6,31
M,70.97,38,47
M,70.99,-4,36
M,70.99,-31,28
M,71,-26,-20
M,71,14.4,7.7
M,71,45,60
M,71.0,54.5,52.7
M,71.01,26,49
M,71.02,17,0
M,71.03,52,82
M,71.0,35.0,41.8
M,71.05,57,-23
M,71.05,13,16
M,71.06,29,53
M,71.07,26,42
M,71.1,28.6,65.1
M,71.10,8,7
M,71.10,18,18
M,71.10,20,30
M,71.10,47,27
M,71.10,39,39
M,71.1,1,41
M,71.11,91,76
M,71.12,13,12
M,71.12,41,44
M,71.14,40,54
M,71.14,-6,31
M,71.15,-15,-99
M,71.15,-17,-46
M,71.15,22,6
M,71.15,57,31
M,71.2,-4.8,-2.4
M,71.16,98,81
M,71.17,45.42,52.89
M,71.17,34,27
M,71.18,47,47
M,71.18,11,30
M,71.19,81,71
M,71.20,4,20
M,71.21,-6,-2
M,71.21,31,28
M,71.21,-31,37
M,71.22,32,45
M,71.22,29,28
M,71.22,39,47
M,71.22,-42,-3
M,71.23,-8,32
M,71.3,83,53
M,71.26,34,87
M,71.26,55,45
M,71.27,21,26
M,71.3,22.8,37.7
M,71.28,48,56
M,71.29,-17,-4
M,71.3,-29,-53
M,71.30,17,29
M,71.31,50,34
M,71.33,-21,-5
M,71.33,1,59
M,71.34,35,15
M,71.34,29,29
M,71.35,0,3
M,71.36,-36,11
M,71.36,71,71
M,71.38,14,26
M,71.38,57,53
M,71.38,38,25
M,71.4,57,89
M,71.4,15.7,24.0
M,71.42,25,1
M,71.42,-4,13
M,71.42,19,19
M,71.42,4,30
M,71.42,1,9
M,71.44,-8,29
M,71.49,32,33
M,71.50,52,47
M,71.5,30,19
Z,71.51,-155,107
M,71.5,54.0,67.6
M,71.51,37,37
M,71.52,55,41
M,71.52,-1,33
M,71.5,78.1,25.4
M,71.55,74,62
M,71.55,54,23
M,71.55,41,45
M,71.55,6,14
M,71.58,60,61
M,71.58,-2,-12
M,71.59,-24,-3
M,71.59,14,23
M,71.6,27,50
Z,71.6,-117,132
M,71.61,-8,24
M,71.62,-15,-32
M,71.63,37,65
M,71.63,-2,76
M,71.67,30,38
M,71.68,53,71
M,71.68,23,44
M,71.69,21,40
M,71.70,29,22
M,71.7,22,24
M,71.71,6,33
M,71.72,35,21
M,71.73,-73,-22
M,71.74,35,47
M,71.75,31,82
M,71.76,17,13
M,71.76,22,27
M,71.79,127,84
M,71.8,3,40
M,71.8,55,81
M,71.80,59,44
M,71.82,72,-21
M,71.8,55.8,68.5
M,71.85,46,50
M,71.87,34,17
M,71.88,19.51,16.40
M,71.88,35,37
M,71.89,31,34
M,71.89,38,41
Z,71.9,-17,47
M,71.90,1,-11
M,71.90,10,24
M,71.91,51,-20
M,71.92,37,36
M,71.93,-6,13
M,71.95,58,62
M,72.0,36.9,46.3
M,71.95,51,38
M,71.95,10,40
M,71.96,-32,-10
M,72.0,67.6,46.1
M,72.0,27.4,41.7
M,72,-14,42
M,72,33.1,43.5
M,72,68,57
M,72.0,38.3,39.9
M,72.02,56,53
M,72.03,67,92
M,72.03,49,35
M,72.03,-108,-128
M,72.03,-10,29
M,72.03,26,45
M,72.03,63,53
U,72.05,14,71
M,72.05,25,39
M,72.06,-11,-24
M,72.06,57,55
M,72.07,8,43
M,72.08,39,49
M,72.09,63,24
M,72.09,13,26
M,72.10,4,29
M,72.1,-76,-78
M,72.1,44,74
M,72.11,21,39
M,72.12,11,10
M,72.12,27,24
M,72.12,26,33
M,72.12,21,55
M,72.2,32.4,56.8
M,72.17,32,40
M,72.17,11,-54
M,72.17,30,49
M,72.17,79,71
M,72.18,17,26
M,72.19,-18,24
M,72.19,52,49
M,72.19,21,25
M,72.2,57,44
M,72.21,30,31
M,72.22,88,76
M,72.23,-35,-27
M,72.23,3,17
M,72.23,11,18
M,72.23,-1,24
M,72.24,2,38
M,72.24,48,55
M,72.25,19,21
M,72.25,47,40
M,72.26,-21,-23
M,72.26,43,38
M,72.27,33,50
Z,72.27,-32,65
M,72.3,44.4,55.2
M,72.28,-45,1
M,72.28,-23,16
M,72.28,23,36
M,72.3,8,23
M,72.3,45.4,39.6
M,72.3,20,60
M,72.30,17,21
M,72.31,17,24
M,72.31,42,21
M,72.31,7,41
M,72.34,-15,3
M,72.34,-11,7
M,72.34,52,46
M,72.34,-4,-2
M,72.35,6,40
M,72.36,4,14
M,72.38,-23,10
M,72.39,-13,-15
M,72.39,-17,15
M,72.39,22,48
M,72.41,36,51
M,72.4,40.8,115.4
M,72.42,0,27
M,72.43,73,58
M,72.43,30,57
M,72.43,44,14
M,72.4,60.9,46.3
M,72.45,31,36
M,72.45,23,40
M,72.45,50,53
M,72.46,34,43
M,72.47,0,12
M,72.47,29,41
M,72.48,28,38
M,72.48,18,27
M,72.49,43,236
X,72.49,-448,-360
M,72.50,25,-7
M,72.5,29,13
M,72.50,31,106
M,72.51,5,25
M,72.51,44,21
M,72.52,37.99,38.17
M,72.52,20,71
M,72.52,34,36
M,72.53,54,40
M,72.53,64,43
M,72.54,10,-2
M,72.55,91,57
M,72.6,55.3,50.5
M,72.60,15,10
M,72.61,-11,-23
M,72.61,41,38
M,72.67,24,49
M,72.69,53,58
M,72.69,18,23
M,72.69,17,48
U,72.70,38,-14
M,72.7,-24,30
M,72.7,48,52
M,72.71,-1,8
M,72.72,2,2
M,72.72,14,28
M,72.72,27,46
M,72.72,46,30
M,72.73,-80,-7
M,72.73,2,37
Y,72.73,49,99
M,72.73,49,37
M,72.7,58.9,19.5
M,72.74,55,53
M,72.74,7,-6
M,72.74,28,10
M,72.74,3,35
M,72.75,75,20
M,72.76,65,20
M,72.76,22,34
U,72.77,93,399
M,72.77,1,29
M,72.77,19,12
M,72.78,-30,-21
M,72.78,3,-10
M,72.78,-5,29
M,72.8,26,22
M,72.8,13,58
M,72.81,41,40
M,72.81,34,45
M,72.82,38,38
M,72.83,1,-8
M,72.83,18,26
M,72.83,28,31
M,72.83,50,46
M,72.85,83,1
M,72.85,28,36
M,72.87,25,44
M,72.88,-3,38
M,72.88,24,46
M,72.89,53,59
M,72.90,11,8
M,72.9,83,17
M,72.9,42,56
M,72.91,-35,29
M,72.91,-19,-2
M,72.92,-45,11
M,72.92,17,30
M,72.94,10,11
X,72.95,-212,-148
M,72.97,16,34
M,73.00,64,58
M,73.00,-12,84
M,73,-18,-23
M,73,-20,-7
M,73,38,9
M,73,50,56
M,73.01,-21,-41
M,73.02,79,77
M,73.03,22,44
M,73.03,43,50
M,73.04,62,67
M,73.05,8,22
M,73.05,-10,7
M,73.06,4,64
M,73.08,56,49
M,73.09,3,39
M,73.09,55.90,59.07
X,73.09,-190,-162
M,73.1,55,9
M,73.1,59,54
M,73.10,59,64
M,73.10,14,9
M,73.11,-6,25
M,73.11,37,29
M,73.11,29,62
M,73.11,36,71
M,73.12,17,32
M,73.14,64,53
M,73.14,49,8
M,73.16,47,55
M,73.17,11,25
M,73.17,40,65
M,73.17,-21,7
M,73.18,-20,9
M,73.19,-19,50
M,73.19,46,81
M,73.20,-2,33
M,73.2,-1,22
M,73.20,11,27
M,73.20,17,-7
M,73.22,-13,32
M,73.23,52,58
M,73.24,52,44
M,73.2,-42.7,7.6
M,73.24,20,37
M,73.26,40,29
M,73.27,32,43
M,73.28,37,46
M,73.28,22,9
M,73.28,-19,9
M,73.28,36,39
M,73.28,60,11
M,73.29,60,64
M,73.3,17,-2
M,73.3,18,25
M,73.30,80,62
M,73.31,29,11
M,73.31,-26,29
M,73.31,25,38
M,73.32,-16,26
Z,73.33,8,53
Z,73.33,-85,-28
M,73.33,-22,-12
M,73.34,16,32
M,73.34,12,29
Z,73.37,-104,21
M,73.37,-25,-2
M,73.37,52,64
M,73.38,38,40
M,73.38,40,28
M,73.38,40,35
M,73.4,11,-22
M,73.4,25.8,-9.1
M,73.40,46.0,51.3
M,73.41,20,27
M,73.42,-25,-14
M,73.45,60,68
M,73.45,54,63
M,73.46,7,39
Z,73.46,1,39
M,73.49,19,44
M,73.5,12,56
M,73.50,-10,-3
M,73.50,-5,49
M,73.5,34.6,39.4
M,73.51,50,70
M,73.55,72,42
M,73.56,156,147
M,73.58,39,46
M,73.60,62,48
M,73.6,36,47
M,73.60,52.85,53.18
M,73.60,3,44
M,73.61,33,18
X,73.62,-183,-239
Z,73.63,-96,121
M,73.6,59.6,44.7
M,73.66,68,25
M,73.66,44,50
M,73.67,14,30
M,73.68,36,36
M,73.68,30,13
M,73.70,25,5
M,73.7,11,22
M,73.72,-6,30
M,73.73,-6,6
M,73.73,-2,14
M,73.73,17,18
M,73.73,20,18
M,73.73,28,21
M,73.7,-1.0,35.4
M,73.75,65,75
M,73.75,29,24
M,73.77,29,40
M,73.79,-17,12
M,73.79,25,21
M,73.79,1,26
M,73.79,-6,30
M,73.8,18,21
M,73.8,33,53
Z,73.8,14,81
M,73.81,15,36
M,73.81,31,52
M,73.81,40,17
M,73.81,46,48
M,73.82,-20,30
M,73.83,17,19
M,73.84,-24,-33
M,73.84,38,51
M,73.85,23.89,41.70
M,73.86,15,24
M,73.87,35,35
M,73.87,40,46
X,73.9,-81,-119
M,73.89,41,42
M,73.90,47,41
M,73.92,53,49
M,73.9,19.8,48.6
M,73.95,21,25
M,73.95,-21,0
M,73.96,12,-23
M,74.0,-24.2,3.8
M,73.98,-25,-64
M,74,10,24
M,74,30.7,42.6
M,74.0,44.6,54.0
M,74.01,-10,24
M,74.02,9,26
X,74.03,-79,-104
M,74.0,31.8,40.0
M,74.0,28,57
M,74.04,-26,22
M,74.06,46,68
M,74.07,16,32
M,74.08,45.80,36.70
M,74.10,12.0,9.1
M,74.1,33,37
M,74.13,-47,-54
M,74.13,8,28
M,74.13,31,32
M,74.13,35,32
M,74.13,26,33
Z,74.13,-68,62
M,74.13,32,26
M,74.16,6,44
M,74.16,47,-26
M,74.17,577,-187
M,74.17,52,52
M,74.17,-7,41
M,74.18,-28,4
M,74.19,55,97
M,74.20,-49,-13
M,74.21,59,43
M,74.21,20,36
M,74.23,47,49
M,74.23,-20,-8
M,74.24,-30,10
M,74.24,-21,11
M,74.24,60,37
M,74.27,44.09,41.41
M,74.28,51,52
M,74.28,14,15
M,74.3,23.2,35.5
M,74.29,55,67
X,74.3,-685,-520
M,74.3,-3,14
M,74.30,-48,-6
M,74.30,6,-6
M,74.31,41,58
M,74.31,22,43
M,74.3,23.3,27.9
M,74.33,42,38
M,74.33,42,33
M,74.34,34,35
M,74.36,21,48
M,74.36,44,57
M,74.38,61,61
M,74.38,38,52
M,74.4,17,13
M,74.4,27,30
M,74.40,51,55
M,74.41,32,56
M,74.41,19,31
M,74.4,44.5,53.0
M,74.42,-20,-1
M,74.42,5,39
M,74.43,-5,19
M,74.43,7,20
M,74.44,88,66
M,74.45,54,52
M,74.5,38.5,49.1
M,74.48,-81,49
M,74.49,32,41
Z,74.49,-141,94
M,74.5,23,31
M,74.5,42,90
M,74.52,16,17
Z,74.52,-17,20
M,74.5,53.4,37.0
M,74.53,63,63
M,74.54,14.74,28.46
M,74.55,54,37
Z,74.55,-59,55
M,74.57,80,69
M,74.57,7,45
M,74.59,19,26
Z,74.59,-96,417
M,74.60,22,21
M,74.61,22,30
M,74.6,49.1,5.4
M,74.63,48,59
M,74.6,48.7,46.8
M,74.65,-21,49
M,74.65,-4,3
M,74.65,31,37
M,74.65,21,15
M,74.65,32,39
M,74.67,45,40
M,74.7,-26,8
M,74.71,64,29
M,74.72,59,45
X,74.7,-130,-205
X,74.74,-110,-208
M,74.74,-70,14
M,74.74,-7,43
M,74.76,37,26
M,74.77,33,30
M,74.78,-26,-7
M,74.78,49,57
M,74.79,29,24
M,74.79,21,32
M,74.80,20,24
M,74.80,15,-7
M,74.8,3,-15
M,74.8,-23,1
M,74.8,-6,6
M,74.8,40,43
M,74.8,65,72
M,74.80,19,17
M,74.81,-13,44
M,74.82,-43,-8
M,74.82,-3,-1
M,74.82,28,58
Z,74.83,45,131
M,74.8,66.8,47.4
U,74.84,49,2
M,74.9,14,-48
M,74.9,18.6,26.2
M,74.9,-33.3,22.2
M,74.88,-15,76
M,74.9,-37,-29
M,74.9,29,17
Z,74.9,-32,19
M,74.9,31,60
M,74.91,35,48
M,74.91,38,31
U,74.92,171,25
M,74.94,63,113
M,74.96,-2,29
M,74.96,49,59
M,74.97,18,50
M,75,-36,7
M,75.00,10,11
M,75.00,54,19
M,75.00,19,20
M,75,16,21
M,75.00,37,41
Z,75.00,21.5,62.3
M,75,46,71
M,75.01,1,4
M,75.03,-36,-66
M,75.05,16,27
M,75.06,53,66
M,75.06,23,63
M,75.08,45,54
M,75.1,51.3,48.6
M,75.1,30,49
M,75.11,75,70
M,75.12,-2,11
M,75.12,14,36
M,75.12,36,37
M,75.12,48,58
M,75.13,18,25
M,75.13,48,44
M,75.14,28,54
M,75.14,-13,12
M,75.16,24,47
M,75.17,11,21
M,75.18,-5,36
M,75.2,48.3,44.1
M,75.18,32,26
M,75.20,48,57
M,75.2,56,92
M,75.22,21,21
M,75.23,-38,41
M,75.24,-28,1
M,75.24,11,15
M,75.24,40,29
X,75.24,-261,-395
M,75.28,51,56
M,75.29,43,37
M,75.30,43,3
M,75.30,31,61
M,75.3,29,57
Z,75.3,17,78
Z,75.3,20,85
M,75.30,50,62
M,75.32,23,34
M,75.35,27,-38
X,75.35,-155,-273
M,75.35,42,43
M,75.4,43.1,7.9
M,75.35,9,31
M,75.35,40,49
M,75.36,52,47
M,75.36,20,61
M,75.36,35,36
M,75.37,49,8
M,75.37,-36,-5
M,75.38,31,16
M,75.38,-32,-3
M,75.41,45,33
M,75.42,47,36
M,75.43,-4,43
M,75.44,-45,-54
M,75.46,-269,455
X,75.47,-323,-536
M,75.47,41,4
Z,75.47,-115,29
M,75.47,46,79
M,75.5,18,74
M,75.52,12,0
M,75.53,-4,-5
Z,75.53,-32,36
M,75.54,33,31
Z,75.54,-47,40
M,75.56,56,71
M,75.59,-10,-3
M,75.59,72,34
M,75.60,38,45
M,75.60,42,35
M,75.6,-15,24
M,75.61,38,55
M,75.62,48,67
X,75.64,-111,-99
M,75.65,30,12
M,75.68,47,68
M,75.68,-4,14
M,75.68,-4,-49
M,75.69,46,62
M,75.69,36,56
Z,75.7,-23,33
Z,75.7,-23,33
M,75.7,42,40
M,75.7,66,93
M,75.71,43,62
M,75.71,10,10
M,75.75,70,82
M,75.76,-1,58
M,75.76,15,24
M,75.76,-128,101
M,75.76,14,9
M,75.77,-33,3
M,75.77,13,18
M,75.79,20,23
M,75.79,3,38
Z,75.80,-5,72
M,75.8,-7,26
M,75.8,49,54
M,75.80,67,78
M,75.82,-3,45
M,75.83,62,62
M,75.83,-17,18
M,75.83,46,54
M,75.83,82,69
M,75.83,54,40
M,75.83,44,46
M,75.84,49,46
M,75.8,37.9,33.5
M,75.85,-30,-18
M,75.85,33,4
M,75.85,32,49
M,75.88,-3,15
M,75.89,-13,-18
M,75.89,88,49
M,75.91,9,10
M,75.91,44,49
M,75.95,41,70
M,75.96,39,54
M,75.97,22,43
M,75.98,19,61
M,76,-112,-51
M,76.00,8,5
M,76.01,62,49
M,76.01,59,38
M,76.0,20.0,47.1
M,76.02,47,49
Z,76.03,-94,68
M,76.04,-20,14
M,76.05,3,2
M,76.05,21,31
M,76.06,34,28
M,76.1,35.1,38.4
Z,76.07,-43,22
M,76.09,48,45
M,76.09,20,45
M,76.1,-57,-13
M,76.1,-25,2
M,76.1,47,54
M,76.11,63,61
M,76.11,119,108
M,76.12,7,30
M,76.13,-6,18
M,76.14,25,30
M,76.15,45,48
M,76.15,36,42
M,76.16,13,37
M,76.16,37,32
M,76.16,58,53
M,76.16,11,40
M,76.17,-108,0
M,76.19,29,23
M,76.2,-14,-5
M,76.2,24,18
M,76.2,22,27
Z,76.2,-125,363
M,76.22,53,13
M,76.22,35,25
M,76.24,36,41
M,76.25,-1,-1
M,76.25,5,50
M,76.3,46.1,49.4
M,76.30,40,34
Z,76.3,-65,12
M,76.3,19,30
M,76.31,39,56
M,76.32,24,18
X,76.35,-223,-266
M,76.36,25,26
M,76.38,27,41
M,76.38,88,63
M,76.40,7,20
M,76.40,-2,20
M,76.42,39,27
M,76.42,77,71
M,76.4,-9.2,14.2
M,76.43,44,43
M,76.44,42,39
M,76.44,34,0
M,76.44,7,11
M,76.44,39,56
M,76.45,65,61
M,76.47,-11,-30
X,76.48,-286,-326
M,76.50,-5,21
M,76.5,3.3,-7.5
M,76.54,6,24
M,76.6,-33,-26
Z,76.6,-17,58
M,76.60,15,12
M,76.61,18,37
M,76.62,29,27
Z,76.65,-91,48
M,76.66,29,34
M,76.67,52,14
M,76.68,15,-7
M,76.7,-19,-39
M,76.7,-31,-15
M,76.70,34.5,25.9
M,76.70,52.85,14.63
M,76.71,35,29
M,76.71,7,72
M,76.73,49,62
M,76.74,4,19
M,76.74,11,29
M,76.74,34,38
M,76.74,-10,40
M,76.76,-2,-29
M,76.76,2,6
M,76.76,32,39
M,76.78,34,72
M,76.78,68.66,77.31
M,76.8,-81,-10
M,76.81,27,2
M,76.81,12,35
M,76.81,26,36
M,76.81,74,68
M,76.82,5,6
M,76.83,39,62
M,76.87,-4,39
X,76.9,-281,-240
M,76.88,3,21
M,76.88,21,27
M,76.88,9,6
Z,76.89,-58,185
M,76.9,38,55
Z,76.9,-157,282
M,76.9,55.0,55.3
M,76.93,-11,-26
M,76.93,40,20
M,76.93,25,44
M,76.93,16,46
M,76.9,42.0,54.3
M,76.94,42,57
M,76.98,12,-15
M,76.99,-17,-14
M,76.99,-9,20
M,76.99,9,39
M,76.99,14,14
M,76.99,41,43
M,77.00,12,26
X,77,-391,-510
M,77,19,44
M,77.03,-10,19
M,77.04,50,59
M,77.04,47,49
M,77.05,23,32
M,77.05,49,44
M,77.05,44,58
M,77.06,30,0
M,77.08,2,22
M,77.08,16,19
M,77.09,13,49
M,77.10,-26,-20
M,77.10,3,-4
M,77.12,-38,-47
M,77.13,45.42,59.36
M,77.13,27,49
M,77.17,1,53
M,77.17,-104,-152
M,77.19,37,24
M,77.19,48,16
M,77.21,32,13
M,77.24,-14,-10
M,77.24,-32,-34
M,77.24,46,77
M,77.24,28,37
Z,77.25,-21,48
M,77.26,28,32
M,77.3,21.9,31.0
M,77.3,44,60
M,77.31,59,45
M,77.34,72,56
M,77.35,-1,5
M,77.36,48,42
M,77.36,22,28
Z,77.37,-177,-39
M,77.37,73,55
M,77.4,21.0,66.8
M,77.38,-70,13
M,77.39,16,9
M,77.40,44,13
M,77.4,1.7,7.7
M,77.41,42,52
M,77.43,5,-4
M,77.43,-5,19
M,77.44,10,24
M,77.44,-42,24
M,77.44,12,36
M,77.45,53,39
M,77.46,26,89
Z,77.47,-13,96
M,77.48,46,38
M,77.52,29,16
M,77.53,20,21
M,77.54,33,17
M,77.57,32,23
M,77.58,-16,2
M,77.59,34,36
M,77.59,33,38
M,77.6,-20,21
M,77.6,17,24
M,77.61,20,55
M,77.62,-17,-3
M,77.62,27,45
M,77.62,36,43
M,77.63,-6,28
M,77.64,65,33
X,77.66,-146,-180
M,77.67,97,-16
M,77.68,32,14
M,77.69,-6,44
M,77.69,56,33
M,77.7,13,-3
M,77.7,-18.0,16.9
M,77.73,40,45
M,77.74,7,-9
M,77.8,13.6,19.0
M,77.8,64.4,73.9
M,77.80,35,9
M,77.80,-9,6
M,77.8,18.9,26.9
M,77.82,55,45
M,77.82,28,65
M,77.82,-4,29
M,77.8,82.6,86.0
M,77.84,39,53
M,77.85,42,53
M,77.86,14,33
M,77.86,3,32
M,77.89,-47,5
M,77.9,-33,20
M,77.9,17.8,25.9
M,77.9,32,35
M,77.9,135,179
M,77.92,37,44
M,77.92,-3,41
M,77.93,-20,30
M,77.95,23,51
M,77.96,-13,-22
Z,77.96,-125.48,65.54
M,78.00,7,39
M,78.00,58,76
M,78,18,19
M,78.00,37,47
M,78.01,27,45
M,78.01,-17,21
M,78.02,80,74
U,78.04,8,-19
M,78.05,25,26
M,78.06,-34,-16
Z,78.07,-74,214
M,78.08,2,8
M,78.1,3.7,4.6
M,78.1,24,13
M,78.1,-30,16
Z,78.1,-37,25
Z,78.1,-37,25
M,78.1,66,78
M,78.12,18,28
M,78.12,25,31
M,78.12,8,47
M,78.14,-98,-79
M,78.16,15,26
M,78.2,-25,4
M,78.2,-3,19
M,78.2,13,35
M,78.22,38,83
M,78.22,-40,16
M,78.22,28,63
X,78.23,-281,-208
M,78.23,31,43
M,78.26,2,-2
M,78.26,67,90
M,78.3,-32,-41
M,78.3,-19,0
M,78.30,21,-8
X,78.3,-198,-353
M,78.31,19,44
M,78.32,17,22
M,78.33,44,41
M,78.35,1,3
M,78.35,53,52
U,78.38,24,-17
M,78.40,-6,7
M,78.4,-42,-24
M,78.4,-10,8
M,78.4,56,61
M,78.42,4,14
M,78.44,-45,7
M,78.44,31,43
M,78.46,34,23
M,78.46,11,18
M,78.5,16,35
M,78.51,11,47
M,78.51,9,61
M,78.5,33.0,32.3
M,78.52,51,109
M,78.53,-13,20
M,78.55,-2.02,-29.21
M,78.56,22.18,34.64
M,78.57,14,10
M,78.57,-6,10
M,78.6,-29,-29
M,78.63,-11,22
M,78.6,1.3,-2.5
M,78.64,27,12
M,78.64,2,22
M,78.69,-8,-7
M,78.7,-30,-20
M,78.70,-26,-69
M,78.71,37,36
M,78.72,31,14
M,78.73,68,58
M,78.7,53,48
M,78.77,17,49
M,78.79,14,28
M,78.82,26,24
M,78.83,2,15
M,78.86,-5,9
