Type,12C/13C,err+[12C/13C],err-[12C/13C]
M,44.43,1.94,1.78
M,44.4,1.7,1.7
M,44.4,5.5,5.5
M,44.42,1.25,1.19
M,44.42,0.76,0.74
M,44.41,0.30,0.30
M,44.41,0.45,0.45
M,44.41,1.01,1.01
M,44.41,0.37,0.37
M,44.4,3.7,3.2
M,44.4,7.5,7.5
M,44.40,0.78,0.76
M,44.40,0.83,0.80
Z,44.4,0.9,0.9
M,44.4,0.3,0.3
M,44.4,0.2,0.2
M,44.4,1.2,1.2
M,44.40,1.19,1.13
M,44.40,3.05,2.68
M,44.39,3.58,3.08
M,44.39,4.39,3.67
M,44.39,2.33,2.11
M,44.38,1.08,1.03
M,44.37,0.56,0.56
M,44.37,0.42,0.42
M,44.37,1.32,1.24
M,44.35,0.77,0.77
M,44.4,1.4,1.4
M,44.35,1.28,1.21
M,44.34,5.96,4.70
M,44.34,2.92,2.92
M,44.33,0.22,0.22
M,44.33,0.28,0.28
M,44.33,0.86,0.86
M,44.32,4.80,3.95
M,44.31,4.11,3.47
M,44.31,0.54,0.54
M,44.30,0.82,0.79
Z,44.3,0.3,0.3
M,44.3,2.89,2.89
M,44.29,2.09,1.91
M,44.28,1.05,1.00
M,44.28,1.12,1.06
M,44.27,0.23,0.23
M,44.27,4.15,3.49
M,44.26,0.39,0.39
M,44.26,0.74,0.71
M,44.26,2.42,2.18
M,44.25,2.11,1.93
M,44.24,0.93,0.89
M,44.24,0.24,0.24
M,44.2,1.0,1.0
M,44.23,1.14,1.08
M,44.23,2.55,2.28
M,44.22,2.08,1.90
M,44.22,1.09,1.04
M,44.22,5.17,4.19
M,44.22,0.91,0.87
M,44.21,0.68,0.66
M,44.20,0.82,0.82
M,44.20,1.10,1.10
M,44.20,0.85,0.85
M,44.2,0.3,0.3
Z,44.19,0.84,0.81
M,44.2,0.3,0.3
M,44.18,0.80,0.80
M,44.18,1.52,1.43
M,44.17,1.20,1.14
M,44.17,1.09,1.04
M,44.2,5.1,4.2
M,44.16,0.87,0.84
M,44.2,4.8,4.8
M,44.16,0.41,0.41
M,44.15,0.21,0.21
M,44.15,0.25,0.25
M,44.14,0.52,0.52
M,44.14,1.22,1.16
M,44.14,0.21,0.21
M,44.14,2.46,2.21
M,44.13,1.63,1.52
M,44.12,0.76,0.74
M,44.12,0.54,0.54
M,44.12,0.57,0.55
M,44.12,3.16,2.77
M,44.10,1.35,1.28
M,44.1,5.9,5.9
M,44.1,1.0,1.0
M,44.1,4.2,3.5
M,44.10,0.62,0.62
M,44.10,1.17,1.11
M,44.09,0.98,0.94
M,44.09,0.55,0.55
M,44.09,0.4,0.4
M,44.09,0.74,0.72
M,44.08,0.23,0.23
M,44.08,3.29,2.86
M,44.07,1.41,1.33
M,44.07,0.20,0.20
M,44.06,0.84,0.81
M,44.06,1.19,1.13
M,44.05,1.16,1.10
M,44.05,0.61,0.61
M,44.04,2.30,2.09
M,44.04,0.91,0.91
M,44.0,4.2,3.5
M,44.03,6.38,4.95
M,44.02,0.22,0.22
M,44.02,1,1
M,44.02,7.13,5.39
M,44.01,1.20,1.14
M,44.01,0.86,0.86
M,44.00,5.32,4.28
M,44.00,0.25,0.25
M,44.00,0.38,0.38
M,44.00,0.74,0.74
M,44.00,0.41,0.41
M,44,0.5,0.5
M,43.99,0.24,0.24
M,43.99,1.34,1.26
M,43.99,1.86,1.72
M,43.98,2.97,2.62
M,43.97,0.90,0.87
M,43.97,0.91,0.87
M,43.97,3.94,3.34
M,43.96,0.26,0.26
M,43.96,0.69,0.69
Z,43.96,0.36,0.36
M,43.96,0.48,0.48
M,43.96,0.84,0.84
M,43.95,3.09,2.71
M,43.94,0.41,0.41
M,43.94,0.70,0.70
M,43.94,1.35,1.27
M,43.93,0.20,0.20
M,43.93,1.10,1.04
M,43.93,0.25,0.25
M,43.9,5.8,5.8
Z,43.92,1.63,1.52
Z,43.9,1.4,1.4
M,43.92,6.56,5.05
M,43.92,1.48,1.39
M,43.91,0.65,0.63
M,43.91,0.68,0.68
M,43.91,1.66,1.54
X,43.9,0.3,0.3
M,43.9,0.3,0.3
M,43.9,0.4,0.4
M,43.89,2.59,2.32
M,43.89,1.32,1.32
M,43.89,2.51,2.25
M,43.88,0.64,0.63
M,43.88,0.11,0.11
M,43.88,0.43,0.43
M,43.87,3.31,2.88
M,43.87,1.63,1.52
M,43.86,0.88,0.85
X,43.9,1.0,0.9
M,43.86,0.76,0.76
M,43.86,4.57,4.57
M,43.86,1.30,1.23
M,43.85,0.44,0.44
M,43.85,0.51,0.50
M,43.84,2.18,1.98
M,43.8,0.7,0.7
M,43.84,0.96,0.92
M,43.83,1.54,1.44
M,43.83,0.24,0.24
M,43.82,0.70,0.68
M,43.82,0.37,0.37
M,43.82,1.19,1.19
M,43.81,1.32,1.25
M,43.81,4.74,3.90
M,43.8,3.0,2.7
M,43.80,8.45,6.10
M,43.8,5.3,5.3
M,43.8,0.3,0.3
M,43.8,0.2,0.2
M,43.8,4.7,4.7
M,43.80,0.32,0.32
M,43.79,0.39,0.39
M,43.78,3.47,2.99
X,43.78,1.48,1.39
M,43.77,0.21,0.21
M,43.76,0.46,0.46
M,43.76,2.16,1.97
M,43.74,0.37,0.37
M,43.73,1.53,1.43
M,43.7,1.5,1.5
M,43.73,0.95,0.91
M,43.73,0.66,0.64
M,43.72,6.73,5.15
M,43.72,0.95,0.95
M,43.72,0.61,0.59
M,43.71,0.60,0.58
M,43.70,0.55,0.53
M,43.70,1.67,1.55
M,43.7,0.4,0.4
M,43.70,1.71,1.71
M,43.70,0.85,0.82
M,43.69,2.28,2.06
M,43.69,0.34,0.34
M,43.69,0.89,0.89
Z,43.68,0.17,0.17
M,43.7,4.1,4.1
M,43.67,0.90,0.86
M,43.66,0.80,0.77
M,43.66,0.34,0.34
M,43.66,0.87,0.84
M,43.65,0.73,0.71
M,43.65,0.75,0.73
M,43.65,2.85,2.52
M,43.65,2.97,2.62
M,43.63,2.06,1.88
M,43.63,0.78,0.76
M,43.63,0.60,0.59
M,43.63,2.03,1.86
M,43.62,0.90,0.86
M,43.62,0.14,0.14
M,43.62,2.44,2.19
M,43.6,6.8,6.8
M,43.60,2.86,2.53
M,43.60,1.69,1.57
M,43.6,0.5,0.5
M,43.6,0.6,0.6
M,43.60,0.52,0.52
M,43.60,0.23,0.23
M,43.58,0.23,0.23
M,43.57,0.41,0.41
M,43.57,0.22,0.22
M,43.56,1.95,1.79
M,43.54,0.69,0.69
M,43.54,0.62,0.62
M,43.54,1.24,1.24
M,43.53,1.27,1.20
M,43.53,4.19,3.51
M,43.53,0.22,0.22
M,43.52,1.01,0.97
M,43.52,1.07,1.07
M,43.52,0.62,0.60
M,43.51,1.38,1.29
M,43.51,0.27,0.27
M,43.5,0.44,0.44
M,43.50,0.94,0.94
M,43.50,0.75,0.73
M,43.50,1.01,0.96
M,43.50,0.58,0.56
M,43.50,0.63,0.63
M,43.49,1.31,1.24
M,43.5,2.9,2.6
M,43.49,1.53,1.43
M,43.48,0.27,0.27
M,43.48,2.85,2.52
M,43.48,2.45,2.20
M,43.47,3.89,3.30
M,43.47,2.44,2.19
M,43.5,0.7,0.7
M,43.5,0.7,0.7
M,43.47,1.19,1.13
M,43.46,0.47,0.47
M,43.46,2.50,2.24
M,43.5,0.8,0.8
M,43.46,1.37,1.29
M,43.45,1.2,1.2
M,43.44,0.38,0.38
M,43.4,1.7,1.7
M,43.44,1.23,1.17
M,43.4,6.5,5.0
M,43.43,1.20,1.13
M,43.42,0.57,0.57
M,43.41,0.90,0.87
X,43,2,2
M,43.39,3.33,2.89
M,43.38,0.56,0.56
M,43.38,7.88,5.78
M,43.37,0.61,0.61
Z,43.36,0.23,0.23
M,43.35,3.46,2.98
M,43.34,1.94,1.78
M,43.34,0.21,0.21
M,43.34,3.26,2.83
M,43.34,0.51,0.50
M,43.33,1.64,1.53
M,43.32,0.49,0.49
M,43.32,2.68,2.39
M,43.31,0.22,0.22
M,43.31,0.69,0.69
M,43.30,1.07,1.07
M,43.3,0.4,0.4
M,43.3,0.24,0.24
M,43.30,0.95,0.95
M,43.29,0.75,0.72
M,43.29,0.47,0.47
M,43.29,1.45,1.36
M,43.28,0.24,0.24
M,43.27,1.55,1.45
M,43.26,0.23,0.23
M,43.26,0.56,0.55
M,43.24,0.75,0.73
M,43.24,1.73,1.60
M,43.23,0.67,0.67
M,43.23,1.26,1.26
M,43.23,0.34,0.34
M,43.21,4.61,4.61
Z,43.2,0.9,0.9
M,43.20,0.45,0.45
M,43.2,0.8,0.8
M,43.2,0.8,0.8
M,43.19,1.05,1.00
M,43.19,0.64,0.64
M,43.19,0.20,0.20
M,43.19,1.42,1.33
M,43.19,0.83,0.83
M,43.19,0.60,0.58
M,43.19,2.33,2.10
M,43.19,0.32,0.32
M,43.18,1.73,1.60
M,43.18,0.64,0.63
M,43.17,0.72,0.70
M,43.15,0.47,0.47
Z,43.15,0.54,0.54
M,43.1,3.0,2.6
M,43.15,0.58,0.58
M,43.14,0.63,0.61
M,43.1,9.2,6.5
M,43.12,1.13,1.13
M,43.11,0.26,0.26
M,43.11,0.60,0.60
M,43.11,0.30,0.30
M,43.11,1.69,1.57
M,43.10,6.70,5.11
M,43.10,1.34,1.26
M,43.1,0.3,0.3
M,43.09,2.81,2.48
M,43.09,1.26,1.26
M,43.09,1.11,1.06
M,43.08,0.98,0.94
M,43.06,0.85,0.81
M,43.06,1.18,1.12
M,43.1,0.3,0.3
M,43.1,4.6,3.8
M,43.06,3.32,2.88
M,43.06,0.64,0.64
M,43.05,0.32,0.32
M,43.03,0.51,0.51
M,43.0,1.5,1.5
M,43.02,0.84,0.84
Z,43.00,0.31,0.31
M,43.00,1.54,1.43
M,43.0,4.0,4.0
M,42.99,0.40,0.40
M,42.98,0.66,0.66
M,42.97,0.49,0.49
M,43.0,2.0,2.0
M,42.97,1.01,1.01
M,42.97,0.27,0.27
M,42.96,1.09,1.04
M,42.96,0.75,0.72
M,42.96,0.26,0.26
M,42.95,1.17,1.17
M,42.94,7.79,5.71
M,42.94,1.07,1.02
M,42.93,2.84,2.50
M,42.92,1.31,1.24
M,42.92,2.54,2.27
M,42.91,0.23,0.23
M,42.91,1.07,1.02
M,42.91,3.69,3.15
M,42.91,1.47,1.37
M,42.90,0.81,0.79
M,42.90,1.54,1.44
M,42.9,0.3,0.3
M,42.9,0.2,0.2
M,42.89,0.82,0.79
M,42.88,0.61,0.60
M,42.88,1.53,1.43
M,42.87,0.70,0.68
M,42.87,0.38,0.38
M,42.86,3.91,3.31
M,42.84,0.75,0.73
Z,42.84,0.97,0.97
M,42.8,0.9,0.9
M,42.84,1.07,1.02
M,42.83,0.34,0.34
M,42.83,0.5,0.5
M,42.82,4.43,3.67
M,42.82,0.98,0.98
M,42.82,0.48,0.47
M,42.82,2.21,2.01
M,42.81,0.28,0.28
M,42.80,0.35,0.35
M,42.79,0.96,0.92
M,42.79,0.50,0.50
M,42.78,0.82,0.82
M,42.78,0.30,0.30
M,42.8,3.4,2.9
M,42.77,0.64,0.63
M,42.77,0.93,0.89
M,42.76,1.26,1.19
M,42.76,1.05,1.00
M,42.75,3.90,3.30
X,42.8,1.1,1.1
M,42.74,0.66,0.66
M,42.7,1.6,1.6
M,42.74,0.91,0.87
M,42.7,2.2,2.2
M,42.73,2.70,2.39
M,42.72,0.18,0.18
M,42.72,0.39,0.39
M,42.72,5.87,4.60
M,42.72,0.21,0.21
M,42.70,0.41,0.41
M,42.69,1.00,1.00
M,42.69,1.02,0.97
M,42.7,4.0,4.0
M,42.7,5.0,5.0
M,42.69,2.46,2.46
M,42.69,8.76,6.21
M,42.69,0.48,0.48
M,42.69,1.46,1.46
M,42.7,2.2,2.2
M,42.66,0.79,0.76
M,42.66,1.15,1.09
M,42.66,0.30,0.30
M,42.66,1.21,1.15
M,42.65,1.77,1.63
M,42.65,0.98,0.98
M,42.65,0.51,0.51
M,42.65,0.32,0.32
M,42.65,0.24,0.24
M,42.65,0.68,0.66
M,42.64,0.79,0.79
M,42.63,2.35,2.35
M,42.63,0.86,0.86
M,42.62,0.25,0.25
M,42.61,0.74,0.71
Z,42.6,0.2,0.2
M,42.6,0.21,0.21
M,42.6,4.9,4.9
M,42.58,0.79,0.79
M,42.58,0.26,0.26
M,42.57,0.63,0.63
Z,42.57,0.27,0.27
M,42.57,0.72,0.70
M,42.57,1.95,1.78
M,42.56,0.90,0.86
M,42.56,2.84,2.51
M,42.6,6.8,5.1
M,42.55,0.85,0.82
M,42.55,0.89,0.86
M,42.55,1.89,1.74
M,42.55,1.32,1.24
M,42.54,1.56,1.45
Z,42.53,0.25,0.25
M,42.53,2.47,2.21
M,42.52,2.25,2.04
M,42.52,0.78,0.75
M,42.52,0.25,0.25
M,42.52,6.59,5.03
M,42.51,0.29,0.29
M,42.5,0.4,0.4
M,42.50,2.50,2.24
M,42.50,0.30,0.30
M,42.48,1.20,1.14
M,42.48,1.18,1.12
M,42.48,0.19,0.19
M,42.5,2.6,2.6
M,42.5,2.7,2.7
M,42.48,0.63,0.61
M,42.48,0.42,0.42
M,42.47,0.68,0.68
M,42.47,0.35,0.35
M,42.46,1.79,1.65
M,42.46,2.29,2.07
M,42.46,0.70,0.68
M,42.46,0.86,0.82
M,42.46,0.33,0.33
M,42.45,1.28,1.21
M,42.45,1.11,1.11
M,42.45,0.51,0.50
M,42.44,0.61,0.61
M,42.44,0.62,0.62
M,42.4,0.9,0.9
M,42.42,2.02,1.85
M,42.42,0.58,0.58
M,42.41,0.82,0.82
M,42.41,1.28,1.21
M,42.40,0.74,0.71
M,42.4,0.3,0.3
M,42.39,3.39,2.92
M,42.38,0.52,0.52
M,42.38,0.47,0.47
M,42.38,6.19,4.79
M,42.38,2.91,2.56
M,42.37,0.51,0.50
M,42.37,4.08,3.42
M,42.35,0.69,0.67
M,42.35,0.98,0.98
M,42.34,1.33,1.25
M,42.33,0.95,0.91
M,42.33,1.23,1.17
M,42.3,1.2,1.2
M,42.32,0.19,0.19
M,42.32,2.97,2.60
M,42.32,1.20,1.14
M,42.32,0.90,0.90
M,42.32,0.55,0.54
M,42.31,0.53,0.51
M,42.30,0.25,0.25
M,42.3,1.55,1.55
M,42.30,0.29,0.29
M,42.30,0.70,0.68
M,42.30,0.19,0.19
M,42.30,0.82,0.79
M,42.29,0.64,0.62
M,42.29,0.20,0.20
M,42.3,0.7,0.7
M,42.28,1.89,1.73
M,42.28,5.15,4.14
M,42.28,1.66,1.54
M,42.28,3.67,3.13
M,42.27,0.52,0.52
M,42.27,0.80,0.77
M,42.25,0.23,0.23
M,42.24,0.21,0.21
M,42.24,2.21,2.00
M,42.24,0.79,0.76
M,42.24,3.11,2.71
M,42.24,0.30,0.30
M,42.23,0.64,0.64
M,42.23,1.92,1.76
M,42.23,11.86,11.86
M,42.23,0.49,0.48
M,42.22,0.41,0.41
M,42.22,0.89,0.85
M,42.22,1.45,1.36
M,42.2,2.0,2.0
M,42.20,0.24,0.24
M,42.20,0.21,0.21
M,42.2,5.8,4.6
M,42.19,0.84,0.81
M,42.17,0.21,0.21
M,42.17,2.90,2.55
M,42.17,1.17,1.11
M,42.16,0.20,0.20
M,42.2,0.3,0.3
M,42.16,1.27,1.20
M,42.1,8.5,6.1
M,42.14,0.80,0.80
M,42.14,0.62,0.60
M,42.14,1.04,0.99
M,42.14,0.80,0.80
M,42.1,1.8,1.8
M,42.1,3.1,2.7
M,42.13,1.65,1.65
Z,42.12,1.22,1.22
M,42.10,0.70,0.67
M,42.10,0.68,0.66
M,42.1,4.8,3.9
M,42.10,1.56,1.45
M,42.07,3.74,3.17
M,42.07,0.42,0.42
M,42.07,1.21,1.21
M,42.06,1.50,1.40
M,42.04,0.95,0.95
M,42.03,2.30,2.07
M,42.0,13.4,8.2
M,42.01,0.17,0.17
M,42.0,4.3,3.6
M,42.00,1.95,1.79
M,42,0.4,0.4
M,42,0.77,0.77
M,42.00,0.29,0.29
M,42.00,0.35,0.35
M,41.99,0.11,0.11
M,41.99,1.15,1.09
M,41.99,0.25,0.25
M,41.99,0.21,0.21
M,41.99,0.21,0.21
M,41.99,6.90,5.19
M,41.98,0.29,0.29
M,41.96,0.70,0.68
M,41.96,0.78,0.75
M,41.96,2.90,2.55
M,41.96,1.10,1.05
M,41.96,0.74,0.72
M,41.95,0.49,0.49
M,41.94,0.50,0.49
M,41.93,1.09,1.04
M,41.92,0.61,0.61
M,41.9,1.2,1.2
M,41.91,0.20,0.20
M,41.90,5.22,4.18
M,41.89,2.22,2.01
M,41.89,0.47,0.47
M,41.88,4.00,3.36
M,41.88,1.47,1.37
M,41.88,0.47,0.46
M,41.88,2.52,2.25
M,41.88,0.94,0.90
M,41.87,5.21,4.17
M,41.87,1.25,1.25
M,41.86,0.96,0.96
Z,41.86,0.32,0.32
M,41.86,1.05,1.00
M,41.86,0.20,0.20
M,41.85,0.19,0.19
M,41.85,0.67,0.67
M,41.84,1.15,1.09
M,41.84,13.42,13.42
M,41.84,0.20,0.20
M,41.84,0.21,0.21
M,41.83,2.19,1.98
M,41.83,0.54,0.54
M,41.81,0.78,0.75
M,41.8,2.0,2.0
M,41.81,0.7,0.7
M,41.81,3.01,2.63
M,41.8,1.2,1.2
M,41.8,1.4,1.4
M,41.79,0.70,0.67
M,41.79,0.23,0.23
M,41.79,0.50,0.49
M,41.79,0.87,0.84
M,41.77,1.84,1.69
M,41.8,4.6,4.6
M,41.8,2.1,2.1
M,41.76,0.54,0.54
M,41.76,6.16,4.76
M,41.76,0.20,0.20
M,41.76,1.73,1.60
M,41.75,0.54,0.54
M,41.73,0.72,0.69
M,41.72,2.16,1.96
M,41.72,1.33,1.25
M,41.72,5.05,4.06
M,41.71,0.28,0.28
M,41.71,1.21,1.15
M,41.70,0.82,0.79
M,41.70,2.62,2.33
M,41.7,0.35,0.35
X,41.70,0.29,0.29
M,41.70,0.40,0.40
M,41.68,0.76,0.73
M,41.67,2.35,2.12
M,41.66,2.23,2.01
M,41.7,11.5,11.5
M,41.66,2.28,2.05
M,41.64,0.52,0.52
M,41.63,0.20,0.20
M,41.63,0.46,0.46
M,41.61,5.75,4.50
M,41.61,0.20,0.20
M,41.61,0.64,0.64
M,41.61,0.59,0.59
M,41.61,0.53,0.53
M,41.61,1.20,1.13
M,41.60,0.78,0.75
M,41.60,0.65,0.63
M,41.59,0.58,0.56
M,41.57,0.19,0.19
M,41.56,0.76,0.73
M,41.6,1.3,1.3
M,41.54,0.86,0.83
M,41.53,1.17,1.10
M,41.53,0.94,0.90
M,41.5,1.9,1.9
M,41.52,0.48,0.48
Z,41.51,0.20,0.20
M,41.51,0.29,0.29
M,41.51,0.75,0.72
M,41.5,6.5,4.9
M,41.50,0.60,0.60
M,41.50,1.94,1.78
M,41.48,1.64,1.52
M,41.47,0.77,0.74
M,41.46,0.53,0.53
M,41.44,4.28,3.55
M,41.43,0.64,0.62
M,41.41,0.53,0.52
M,41.40,2.27,2.04
M,41.40,1.38,1.30
M,41.4,0.4,0.4
M,41.39,0.44,0.44
M,41.39,0.78,0.75
M,41.39,0.25,0.25
M,41.39,1.39,1.30
M,41.39,3.28,2.83
M,41.38,0.20,0.20
M,41.38,1.75,1.61
M,41.38,0.56,0.55
M,41.35,1.34,1.25
M,41.35,1.02,0.97
M,41.4,1.6,1.6
M,41.35,0.28,0.28
M,41.34,0.24,0.24
M,41.34,1.32,1.24
M,41.34,0.13,0.13
M,41.33,2.90,2.54
M,41.33,0.96,0.96
M,41.32,0.25,0.25
M,41.32,1.22,1.15
M,41.31,0.72,0.70
Z,41.31,1.61,1.61
M,41.30,1.40,1.31
M,41.30,0.72,0.72
M,41.30,0.25,0.25
Z,41.3,1.6,1.6
M,41.30,0.86,0.86
M,41.30,6.59,5.00
M,41.29,0.19,0.19
M,41.3,1.7,1.7
M,41.28,0.26,0.26
Z,41.28,0.91,0.87
M,41.26,0.79,0.76
M,41.3,2.3,2.1
M,41.25,0.89,0.85
M,41.23,0.23,0.23
M,41.23,1.06,1.06
M,41.23,1.28,1.21
M,41.22,0.52,0.51
M,41.21,6.71,5.06
M,41.21,2.56,2.28
M,41.21,0.76,0.73
M,41.2,0.66,0.66
M,41.2,0.4,0.4
M,41.2,3.2,2.7
M,41.19,0.19,0.19
M,41.18,0.85,0.85
M,41.18,0.33,0.33
M,41.18,0.70,0.68
M,41.17,1.07,1.02
M,41.17,0.59,0.57
M,41.16,0.26,0.26
M,41.16,1.01,1.01
M,41.16,0.22,0.22
M,41.15,1.22,1.15
M,41.14,0.60,0.58
M,41.1,2.3,2.3
M,41.13,0.81,0.78
M,41.13,4.53,3.72
M,41.12,0.74,0.71
M,41.11,1.20,1.14
M,41.1,0.2,0.2
M,41.1,0.4,0.4
M,41.10,0.20,0.20
M,41.09,0.90,0.86
M,41.1,5.2,5.2
M,41.07,1.11,1.05
M,41.07,0.28,0.28
M,41.07,0.42,0.42
M,41.06,0.11,0.11
M,41.05,0.52,0.52
M,41.05,1.46,1.36
M,41.02,1.24,1.17
M,41.02,2.14,1.94
M,41.0,0.6,0.6
M,41.00,1.45,1.35
M,41.0,1.6,1.6
M,40.99,1.21,1.21
M,40.99,8.90,6.21
M,40.98,0.47,0.46
M,40.98,0.19,0.19
M,40.97,0.61,0.59
M,41.0,0.9,0.9
M,40.96,1.42,1.42
M,40.96,0.46,0.45
M,40.95,1.19,1.13
M,40.95,1.46,1.36
M,40.95,4.93,3.97
M,40.93,0.92,0.92
M,40.93,0.36,0.36
M,40.93,0.91,0.87
M,40.92,0.69,0.67
Z,40.92,0.3,0.3
M,40.92,0.61,0.59
M,40.9,0.2,0.2
M,40.9,0.2,0.2
M,40.89,1.1,1.1
M,40.88,1.62,1.50
M,40.86,0.54,0.54
M,40.86,0.54,0.54
M,40.9,0.8,0.8
M,40.85,0.19,0.19
Z,40.84,1.85,1.70
M,40.82,0.28,0.28
M,40.81,1.34,1.25
M,40.8,2.5,2.5
M,40.81,1.16,1.10
M,40.80,0.57,0.56
M,40.8,0.3,0.3
M,40.79,2.85,2.50
M,40.79,0.4,0.4
Z,40.79,0.77,0.74
M,40.77,0.19,0.19
M,40.77,1.84,1.69
M,40.74,1.22,1.15
M,40.73,1.28,1.21
X,41,1,1
M,40.72,1.05,1.00
M,40.72,0.46,0.46
M,40.71,0.68,0.68
M,40.70,0.20,0.20
M,40.70,1.62,1.50
Z,40.70,0.39,0.39
M,40.69,2.14,1.94
M,40.68,0.76,0.76
M,40.68,0.60,0.60
M,40.67,2.25,2.03
M,40.7,5.3,4.2
M,40.65,0.56,0.56
M,40.65,0.98,0.94
M,40.64,0.19,0.19
M,40.64,0.42,0.42
M,40.64,0.29,0.29
M,40.63,0.62,0.61
M,40.63,0.82,0.79
M,40.62,0.3,0.3
M,40.62,0.84,0.84
M,40.61,0.77,0.74
M,40.61,0.43,0.43
M,40.60,0.96,0.92
M,40.6,1.48,1.48
M,40.59,1.54,1.43
M,40.58,0.52,0.51
Z,40.57,0.85,0.85
M,40.56,0.20,0.20
M,40.56,1.74,1.60
M,40.55,1.81,1.66
U,40.55,0.43,0.43
M,40.55,0.67,0.67
M,40.55,0.59,0.59
M,40.54,4.97,3.99
M,40.53,0.26,0.26
M,40.53,0.40,0.40
M,40.53,0.70,0.68
M,40.53,0.26,0.26
M,40.53,0.7,0.7
M,40.5,0.2,0.2
M,40.49,0.88,0.84
X,40.49,1.10,1.04
M,40.48,0.28,0.28
M,40.48,0.87,0.83
M,40.47,0.19,0.19
M,40.47,0.59,0.57
M,40.47,0.75,0.73
M,40.46,0.57,0.55
M,40.45,0.20,0.20
M,40.45,0.71,0.71
Z,40.4,0.8,0.8
M,40.43,0.21,0.21
M,40.43,0.43,0.43
X,40.4,0.7,0.7
M,40.42,0.21,0.21
M,40.42,1.77,1.77
M,40.42,0.35,0.35
M,40.41,1.80,1.66
M,40.41,3.94,3.30
M,40.4,4.5,4.5
M,40.4,0.3,0.3
M,40.40,1.06,1.01
M,40.40,1.27,1.20
M,40.40,1.90,1.74
M,40.39,0.69,0.67
M,40.38,1.74,1.61
M,40.4,9.6,6.5
M,40.37,0.34,0.34
M,40.37,0.88,0.84
M,40.36,0.48,0.48
M,40.36,0.46,0.46
M,40.36,8.02,5.74
U,40.35,0.43,0.43
M,40.35,0.50,0.49
M,40.35,0.53,0.52
M,40.34,1.57,1.45
M,40.3,2.2,2.2
M,40.31,0.68,0.68
M,40.31,1.15,1.15
M,40.31,0.68,0.68
M,40.30,1.13,1.07
M,40.29,2.59,2.30
M,40.29,0.28,0.28
M,40.28,0.50,0.48
M,40.27,1.62,1.50
M,40.3,1.2,1.2
M,40.26,0.73,0.73
M,40.26,0.19,0.19
M,40.25,3.15,2.72
M,40.24,1.97,1.79
M,40.24,0.74,0.71
M,40.24,1.22,1.15
M,40.24,1.62,1.50
M,40.23,2.88,2.52
M,40.22,8.36,5.90
M,40.22,3.51,2.99
M,40.2,3.3,3.3
Z,40.2,0.4,0.4
M,40.19,0.70,0.70
M,40.19,3.54,3.54
M,40.19,1.42,1.33
M,40.18,1.35,1.26
M,40.17,1.97,1.79
M,40.16,0.20,0.20
M,40.15,0.77,0.77
M,40.13,3.73,3.15
M,40.13,1.21,1.14
M,40.13,0.19,0.19
M,40.13,0.47,0.47
M,40.13,2.45,2.18
M,40.13,3.98,3.32
M,40.12,1.22,1.15
M,40.12,1.28,1.20
M,40.11,0.61,0.61
M,40.10,1.49,1.39
M,40.10,1.28,1.20
M,40.1,0.22,0.22
M,40.07,1.06,1.00
M,40.07,0.23,0.23
M,40.06,0.21,0.21
M,40.1,0.9,0.9
M,40.04,0.98,0.93
M,40.04,0.77,0.74
M,40.04,5.36,4.23
M,40.03,0.35,0.35
M,40.0,0.2,0.2
M,39.99,0.57,0.57
M,39.99,1.71,1.57
M,39.97,1.71,1.57
M,39.97,0.55,0.55
Z,39.97,0.22,0.22
M,39.96,0.68,0.66
M,39.94,0.45,0.45
M,39.94,0.44,0.43
M,39.94,9.94,6.64
M,39.93,0.91,0.87
M,39.93,1.23,1.16
M,39.92,1.06,1.00
M,39.92,1.38,1.29
M,39.9,2.1,1.9
M,39.91,0.75,0.75
M,39.91,0.85,0.81
M,39.91,0.08,0.08
M,39.90,2.10,1.90
M,39.89,0.57,0.55
M,39.88,0.19,0.19
M,39.88,0.79,0.76
M,39.88,0.20,0.20
M,39.87,0.66,0.64
M,39.87,0.28,0.28
M,39.9,5.1,5.1
M,39.86,0.19,0.19
M,39.86,1,1
M,39.85,0.94,0.89
M,39.8,10.2,10.2
M,39.83,0.20,0.20
M,39.8,2.4,2.1
M,39.83,0.75,0.75
M,39.82,0.87,0.87
M,39.82,1.26,1.19
M,39.81,1.00,0.96
M,39.81,0.56,0.56
M,39.81,0.74,0.74
M,39.81,0.54,0.54
M,39.8,0.8,0.8
M,39.81,1.17,1.11
M,39.80,1.76,1.62
M,39.79,0.67,0.65
M,39.78,1.48,1.38
M,39.78,0.41,0.41
M,39.78,2.07,1.87
M,39.77,7.52,5.45
M,39.76,0.17,0.17
M,39.7,19.3,9.8
M,39.73,1.02,0.97
M,39.72,0.27,0.27
M,39.71,0.54,0.53
M,39.70,0.21,0.21
M,39.7,0.3,0.3
M,39.7,0.3,0.3
M,39.7,0.3,0.3
M,39.69,3.54,3.01
M,39.68,0.21,0.21
M,39.68,0.91,0.91
M,39.68,1.43,1.33
M,39.67,0.7,0.7
M,39.67,10.45,6.84
M,39.66,0.41,0.41
M,39.66,1.38,1.38
M,39.66,2.10,1.90
M,39.65,5.28,4.17
Z,39.63,0.23,0.23
M,39.63,0.17,0.17
M,39.61,2.06,1.87
M,39.61,2.37,2.12
M,39.61,1.50,1.39
M,39.6,0.5,0.5
M,39.59,0.41,0.41
M,39.58,0.89,0.85
