Type,d(29Si/28Si),d(30Si/28Si)
Z,-7,41
M,35,41
M,39,41
M,40,41
M,45,41
M,46,41
M,46,41
M,47,41
M,36,41
M,43,41
M,25,41
M,54,41
M,20,41
M,48,41
M,44.09,41.41
M,48.1,41.4
M,32,41
M,27,41
M,36,41
M,56,41
M,36,41
M,-3,41
M,63,41
M,55,41
M,10,41
M,20,41
M,54,41
M,74,41
AB,-6,42
M,25,42
M,36,42
M,38,42
M,6,42
M,50,42
M,30,42
M,6,42
M,10,42
M,47,42
M,41,42
M,46,42
M,42,42
M,44,42
M,51,42
AB,82,42
M,6,42
Z,-41,42
M,42,42
M,27,42
M,39,42
M,18,42
M,33.0,41.7
M,23.89,41.70
M,18,42
M,41,42
M,27.4,41.7
M,28,42
M,34,42
M,25,42
M,20,42
M,38,42
Y,-42,42
M,72,42
M,32,42
M,-13,42
M,34,42
Y,5,42
M,50,42
M,19,42
M,35.0,41.8
Z,-32,42
Y,-22,42
M,19,42
M,30,42
M,89,42
Y,-20,42
Y,0.3,41.8
M,51,42
M,26,42
M,43,42
M,14,42
M,43,42
M,5,42
M,65,42
M,57,42
M,77.7,41.9
M,29,42
M,38,42
M,37,42
M,38,42
M,42,42
M,48,42
M,59,42
M,45,42
M,64,42
M,38,42
M,-49,42
Z,-19,42
M,84,42
M,48,42
M,23,42
M,26,42
M,31,42
M,80,42
M,28,42
M,-27,42
Z,-22,42
M,-16,42
M,-1,42
M,2,42
M,5,42
AB,7,42
Y,10,42
M,12,42
M,13,42
M,17,42
AB,23,42
M,34,42
M,36,42
M,37,42
M,40,42
M,40,42
M,40,42
M,46,42
M,47,42
M,48,42
M,48,42
M,51.5,42.0
M,61,42
M,82,42
M,100,42
M,7,42
M,18,42
M,-20,42
M,32,42
M,57,42
M,31,42
M,76,42
M,22,42
Y,7,42
M,17,42
M,47,42
M,51,42
M,64.8,42.1
M,29,42
AB,53,42
M,62,42
M,40,42
M,30,42
M,63,42
M,26,42
M,8,42
M,2,42
M,40,42
M,-14,42
M,11,42
M,21,42
M,25,42
M,35,42
M,27,42
M,51,42
M,42,42
M,46,42
M,77,42
M,53,42
M,43,42
M,14,42
M,36,42
M,20,42
AB,24,42
M,41,42
M,36.2,42.3
M,22,42
M,41,42
M,23,42
M,26,42
M,76,42
M,40,42
M,-31,42
M,15,42
M,-2,42
M,0,42
M,27,42
M,40,42
M,51,42
M,56,42
M,64,42
M,64,42
M,70,42
M,23,42
M,28,42
M,45,42
M,51,42
M,34,42
AB,32,42
M,30,42
M,81,42
M,37,42
M,43,42
M,13,42
M,12,43
M,35,43
M,42,43
M,53,43
M,59,43
M,64,43
M,29,43
M,26,43
M,26,43
M,34,43
M,60,43
Z,-23,43
M,7,43
M,55,43
M,40,43
M,53,43
M,9,43
M,54,43
M,46.9,42.6
M,2,43
M,32,43
M,32,43
M,30.7,42.6
M,52,43
M,54,43
M,65,43
M,68,43
M,40,43
M,48,43
AB,68,43
M,19,43
AB,-27,43
M,-3,43
M,43,43
M,47,43
M,58,43
M,7,43
M,41,43
M,33.9,42.7
M,39,43
M,27,43
M,2,43
AB,58,43
M,71,43
M,13,43
M,43,43
M,44,43
M,16,43
M,14,43
M,37,43
M,23,43
M,37,43
M,40,43
M,58,43
M,61,43
M,64,43
M,59,43
M,9.7,42.8
M,40,43
M,72,43
M,40,43
M,44,43
M,37,43
Z,-47,43
M,5.8,42.9
Z,-32,43
M,57,43
M,13,43
M,44,43
AB,46,43
M,-11,43
M,1,43
M,22,43
M,23,43
M,27,43
M,36,43
M,43,43
M,47,43
M,60,43
M,19,43
M,40,43
Z,-14,43
M,-8,43
M,-4,43
Z,2,43
M,5,43
M,12,43
M,13,43
M,15,43
M,18,43
M,22,43
M,22,43
M,24,43
M,29.8,43.0
M,31,43
M,32,43
M,34,43
M,34,43
M,35,43
M,35,43
M,39.5,43.0
AB,43,43
M,43,43
M,45,43
M,46,43
M,50,43
M,52,43
M,57,43
M,58,43
M,63,43
Z,-24,43
M,24,43
M,32,43
M,37,43
M,42,43
M,35,43
M,33,43
M,72,43
M,-7,43
M,14,43
M,69,43
M,20,43
M,23,43
M,24,43
M,51,43
M,51,43
M,61,43
M,24,43
M,46,43
M,16.8,43.1
M,35.9,43.1
M,47,43
M,12,43
M,-13,43
M,-46,43
M,40,43
M,8,43
M,23,43
M,46,43
AB,29,43
M,31,43
M,17,43
M,34.75,43.17
M,9,43
M,-16,43
M,42,43
M,39,43
M,17,43
M,24,43
M,57,43
M,77,43
M,93,43
M,38,43
M,32,43
M,2,43
M,51,43
Y,-26.4,43.3
M,15.0,43.3
M,25,43
M,31,43
M,23,43
M,36,43
M,13,43
M,25,43
M,74,43
AB,-1,43
Z,1,43
M,34,43
M,35,43
M,40,43
M,41,43
M,42,43
M,44,43
M,54,43
M,-4,43
M,66,43
M,-3,43
M,19,43
M,51,43
M,47,43
Y,-4,43
M,36,43
M,39,43
M,29,43
M,33,43
M,46,43
Z,-14,43
M,80,43
M,-19.2,43.5
M,19,44
M,48.7,43.5
M,31,44
M,38,44
M,3,44
M,15.3,43.5
M,33.1,43.5
M,30,44
M,26,44
M,6,44
M,48,44
M,23,44
M,34,44
M,19,44
M,20,44
M,28,44
M,36,44
M,41,44
M,48,44
M,38,44
M,66,44
M,10,44
M,3,44
M,142,44
M,11,44
AB,20,44
M,29,44
M,33,44
M,41,44
M,48,44
M,51,44
M,54,44
M,38.7,43.7
AB,66,44
M,48,44
M,80,44
M,30,44
M,51,44
M,29,44
M,31,44
M,42,44
M,30,44
M,39,44
M,46.9,43.8
M,29,44
M,20,44
M,55,44
M,27,44
M,52,44
M,9,44
M,12,44
M,25,44
M,25,44
M,39,44
M,39,44
M,50,44
M,57,44
M,66,44
M,3,44
M,20,44
M,28,44
M,41,44
M,60,44
M,27.9,43.9
M,80.7,43.9
M,-8,44
M,29,44
M,41,44
M,23,44
M,60,44
M,54,44
M,9,44
M,22,44
M,24,44
M,29,44
M,48,44
M,59,44
M,13,44
Y,-12,44
M,-11,44
M,6,44
M,14,44
M,16,44
M,18,44
M,23,44
M,25,44
M,29,44
M,34,44
M,35,44
M,36,44
M,37,44
AB,39,44
AB,46,44
M,47,44
M,53,44
M,57,44
M,59,44
M,97,44
M,71,44
M,40,44
M,26,44
M,-13,44
M,67,44
M,28,44
M,44,44
M,45,44
M,37,44
M,31,44
M,19,44
M,24,44
M,60,44
M,69,44
M,1.8,44.1
M,17.5,44.1
M,48.3,44.1
M,6,44
M,38,44
M,40,44
M,41,44
M,48,44
M,54,44
M,46,44
M,41,44
M,41,44
M,13,44
M,46,44
M,66,44
M,48,44
M,73,44
M,10,44
Z,-58,44
M,42,44
M,52,44
M,39,44
M,8,44
M,23,44
M,10,44
M,9,44
M,43.3,44.3
M,60.4,44.3
M,69.8,44.3
M,32,44
M,63,44
AB,44,44
M,74,44
M,27,44
M,42,44
M,30,44
M,41,44
M,44,44
M,63,44
M,49.7,44.4
M,43,44
M,2,44
M,-6,44
M,36,44
M,4,44
Y,-12,44
Z,-57,44
Z,-39,44
M,49,44
M,54,44
M,1,44
M,58,44
M,6,44
M,42.4,44.5
M,59,45
M,37,45
M,26,45
M,18,45
M,37,45
M,62,45
M,67,45
M,26,45
M,-23,45
M,30,45
M,40,45
M,9,45
M,24,45
M,55,45
M,51,45
M,47,45
M,37,45
M,38,45
M,62,45
M,54,45
M,25,45
M,43.7,44.7
M,44,45
M,59.6,44.7
M,37,45
Z,-24,45
M,112,45
M,42,45
M,54,45
M,70,45
M,-14,45
M,32,45
M,38,45
M,42,45
M,53,45
M,55,45
M,56,45
M,67,45
M,55,45
M,37,45
M,40,45
M,23,45
M,43,45
M,34,45
M,19,45
M,57,45
M,46,45
M,31,45
M,65.4,44.8
M,39,45
M,28,45
M,74,45
M,37,45
M,38,45
M,41,45
M,51,45
M,33,45
M,52,45
M,63.6,44.9
M,27,45
M,51,45
M,37.8,44.9
M,55.90,44.94
M,28,45
M,58,45
M,34,45
M,34,45
M,34,45
M,32,45
M,-5,45
AB,5,45
M,13,45
M,25,45
M,26,45
AB,26,45
M,27,45
M,27,45
M,28,45
M,28,45
M,29,45
M,31,45
M,33,45
M,35,45
M,38.6,45.0
M,39,45
M,39,45
M,39,45
M,40,45
M,40,45
M,41,45
M,43,45
M,44,45
M,46,45
M,46,45
M,46,45
M,49,45
M,53,45
M,54,45
M,55,45
M,56,45
M,58,45
M,38,45
M,28,45
M,23,45
M,29,45
M,40,45
AB,-5,45
Y,-7,45
M,9,45
M,18,45
M,25,45
M,25,45
M,47,45
M,62,45
M,63,45
M,112,45
M,36,45
Z,-101,45
M,25,45
M,23,45
Z,-10,45
M,34,45
M,30,45
M,46,45
M,59,45
M,20,45
M,25,45
M,37,45
M,40,45
M,44,45
M,48,45
M,62,45
M,70,45
M,68,45
M,26,45
M,48,45
M,66,45
M,42,45
M,65,45
M,35,45
M,43,45
M,40,45
M,29,45
M,22,45
M,43,45
AB,-4,45
M,-3,45
M,36,45
M,17,45
M,59,45
M,32,45
M,27,45
M,28,45
M,33,45
AB,37,45
M,3,45
M,24,45
M,45,45
M,25.4,45.4
M,9,45
M,21,45
M,7,45
M,17,45
M,47,45
M,50,45
M,54,45
M,66,45
M,48,45
M,5,45
M,39,45
M,-17,45
M,12,45
M,32,45
M,45,45
M,18,45
M,47.2,45.5
M,28,46
M,40,46
M,21,46
M,7,46
M,36,46
M,40,46
M,55,46
M,26,46
M,27,46
M,28,46
AB,51,46
M,-7,46
M,34,46
M,39,46
AB,42,46
M,14,46
M,40,46
M,18,46
M,45,46
M,35,46
M,28,46
M,-18,46
M,1,46
AB,4,46
M,16,46
M,23,46
M,43,46
M,43,46
M,43,46
M,47,46
M,52,46
M,53,46
M,58,46
M,39,46
M,48,46
M,62,46
M,17,46
Y,-2.0,45.7
Y,6,46
M,36,46
M,50,46
M,14,46
M,24,46
M,41,46
M,46,46
M,28,46
M,34,46
M,63,46
M,36.2,45.8
M,44.0,45.8
M,10,46
M,27,46
M,53,46
M,58,46
M,37,46
M,49,46
M,-38,46
M,25,46
M,32.9,45.9
M,50.1,45.9
M,44.0,45.9
M,52,46
M,61,46
M,0,46
M,27,46
M,30,46
M,49,46
M,50,46
M,58,46
M,69,46
M,85,46
AB,95,46
M,19,46
M,49,46
M,35,46
M,26,46
M,30,46
M,35,46
Z,-47,46
M,-14,46
Z,-8,46
AB,-3,46
M,1,46
M,3,46
AB,7,46
M,8,46
AB,18,46
M,19,46
M,24,46
M,25,46
M,26,46
M,28,46
M,29,46
M,31,46
M,31,46
M,31,46
M,35,46
M,37,46
M,38,46
M,42,46
M,46,46
M,48,46
M,50,46
M,52,46
M,55,46
M,55,46
M,56,46
AB,58,46
AB,58,46
M,58,46
M,60,46
AB,62,46
M,65,46
M,67.8,46.0
M,68,46
M,72,46
M,55,46
M,63,46
M,38,46
M,32,46
M,39,46
M,40,46
M,46,46
M,48,46
M,40,46
M,51,46
M,22,46
M,67.6,46.1
M,61,46
M,31,46
M,45,46
M,63,46
M,45,46
M,61,46
M,37,46
M,54,46
M,54,46
M,0,46
M,41,46
M,53,46
M,9,46
M,26,46
M,25,46
M,12.8,46.2
M,24,46
M,24.4,46.2
M,30.3,46.2
M,33,46
M,-4,46
M,26,46
M,48,46
M,52,46
M,60,46
M,76,46
M,83,46
M,38,46
Z,-49,46
M,60.9,46.3
M,44,46
M,63,46
M,77,46
M,14,46
M,-2,46
M,52,46
M,36.9,46.3
M,40,46
M,15,46
M,41,46
AB,36,46
M,32,46
M,59,46
M,16,46
M,53,46
M,40,46
M,42,46
M,35,46
M,29,46
M,3,46
AB,68,46
M,64,46
Y,-28,47
M,30.0,46.5
M,40,47
M,45,47
M,64,47
M,55,47
M,12,47
M,23,47
M,8,47
M,11,47
AB,21,47
M,24,47
M,34,47
M,76,47
M,4,47
M,43,47
M,53,47
M,32,47
M,27,47
M,-1,47
M,51,47
M,63,47
M,63,47
M,29,47
M,52,47
M,39,47
M,43,47
M,32.9,46.6
M,64,47
M,47,47
M,36,47
M,31,47
AB,38,47
M,51,47
M,76,47
M,20,47
M,39.7,46.8
M,24,47
M,20,47
M,67,47
M,52,47
M,32,47
M,38,47
M,16,47
M,37,47
M,40,47
M,59.0,46.8
Y,-5,47
Y,1,47
M,12,47
M,48.7,46.8
M,39,47
M,34,47
M,29,47
M,40,47
M,43,47
M,56,47
M,33,47
M,43,47
M,39,47
M,21,47
M,48,47
M,56,47
M,52.8,46.9
M,49,47
M,36,47
M,44,47
M,54,47
M,19,47
M,25,47
M,39,47
M,44,47
Z,-57,47
Z,-30,47
Z,-21,47
Z,-17,47
M,-11,47
M,-10,47
Z,-4,47
AB,-1,47
M,4,47
M,9,47
M,16,47
M,20,47
M,20,47
M,24,47
M,26,47
M,34,47
M,36,47
M,37,47
AB,39,47
M,39,47
M,39,47
M,41,47
M,41.7,47.0
M,43.4,47.0
M,44,47
AB,45,47
M,47,47
M,57,47
AB,58,47
M,60,47
M,60,47
M,84,47
M,52.09,47.00
M,53.99,47.00
M,28,47
M,24,47
M,38,47
M,17,47
M,33,47
M,28,47
M,33,47
M,-9,47
M,20.0,47.1
M,38.0,47.1
AB,20,47
M,26,47
M,30,47
M,33,47
M,33,47
M,48,47
M,50,47
M,51,47
M,56,47
M,67,47
M,38,47
M,87,47
M,10,47
M,44,47
M,63,47
M,56,47
M,37,47
Z,-44,47
Y,0,47
Y,3,47
M,30,47
M,49,47
M,-8,47
M,49.04,47.29
M,92.9,47.3
M,15,47
M,33,47
M,7,47
M,17,47
M,50,47
Z,-132,47
M,-34,47
M,29,47
M,45,47
M,46,47
M,38,47
M,66.8,47.4
M,14,47
M,-18,47
M,31,47
M,35,47
M,35,47
M,54,47
M,57,47
M,61,47
M,62,47
M,70,47
AB,37,47
M,55,47
M,18,47
M,22,47
M,39,47
M,49,47
M,51,47
M,5,47
M,52,47
M,47,47
M,27,47
M,47,48
Y,10,48
M,17,48
M,17,48
Z,-91,48
M,79,48
M,30,48
M,22,48
M,50,48
M,6,48
M,44,48
M,9,48
M,31,48
M,30,48
M,32,48
M,27,48
M,41,48
M,70,48
M,38,48
M,24,48
M,1,48
M,60.5,47.7
M,46,48
M,7,48
M,14,48
M,52,48
M,68,48
Z,-21,48
M,36,48
M,-1,48
M,22,48
M,62,48
M,46,48
M,42,48
M,16.5,47.8
M,50.6,47.8
M,55.3,47.8
M,47,48
M,28,48
M,24,48
M,17,48
M,16,48
M,61,48
M,35,48
M,6,48
M,29.1,47.9
M,31.0,47.9
M,54.0,47.9
M,50,48
M,35,48
M,31,48
M,30,48
M,45,48
Z,-59,48
M,47,48
M,49,48
M,43.6,48.0
M,62.0,48.0
M,15,48
M,42,48
Z,-93,48
Z,-46,48
M,-12,48
Z,-11,48
M,-5,48
M,3,48
M,8,48
Y,9,48
M,12,48
M,15,48
M,27,48
AB,30,48
M,30,48
AB,33,48
AB,37,48
M,45,48
M,45,48
M,46,48
M,46,48
M,48,48
M,51,48
M,54,48
AB,58,48
M,60,48
M,63,48
M,65,48
M,69,48
M,71,48
M,71,48
M,84,48
M,84,48
M,35,48
M,41,48
M,21,48
AB,24,48
M,30,48
AB,46,48
M,48,48
M,32,48
M,29,48
M,46,48
M,35,48
Y,-36,48
M,32,48
Y,-22,48
M,34,48
M,51,48
M,30,48
M,46,48
M,32,48
M,50,48
Y,-89,48
M,-13,48
M,60,48
M,40,48
M,62,48
M,33,48
M,37,48
M,-12,48
M,48,48
M,42.6,48.2
M,40,48
M,35,48
M,3,48
M,-13,48
M,58,48
M,66,48
M,45.42,48.18
Z,-27,48
M,49,48
M,48,48
M,6.2,48.2
M,53,48
M,30,48
M,40,48
M,53,48
M,44,48
Y,-17,48
M,65,48
M,0,48
M,73,48
M,47.7,48.3
M,37,48
Y,-1,48
M,22,48
M,24,48
M,28,48
M,33,48
M,35,48
AB,48,48
M,50,48
M,57,48
M,57,48
M,69,48
M,74,48
Y,18,48
AB,-7,48
Y,1,48
M,42,48
M,52,48
M,76,48
M,35,48
M,30,48
M,45,48
M,70,48
M,38,48
M,40,48
M,47.5,48.4
M,60.1,48.4
M,58,48
M,27,48
M,0,48
M,37,48
M,14,48
M,43,48
M,23,48
Y,9,48
AB,31,48
M,37,48
M,31,48
M,46,48
M,37,48
M,28,48
M,53,49
M,59,49
M,17,49
M,35,49
Y,-8,49
M,22,49
M,30,49
Y,-17,49
M,63,49
M,14,49
M,13,49
M,66.5,48.6
M,-20,49
M,16,49
M,7,49
M,19.8,48.6
M,33,49
M,51.3,48.6
Y,11,49
Y,10,49
M,21,49
M,35,49
M,59,49
M,32,49
M,-4,49
M,40,49
M,47,49
M,26,49
M,98,49
M,38,49
M,28,49
M,64.5,48.7
M,49,49
M,57,49
M,27,49
M,47,49
M,39,49
M,28,49
M,50,49
M,75,49
M,79,49
M,51.71,48.77
M,47,49
M,36,49
Z,-58.7,48.8
M,51.7,48.8
Y,13,49
M,12,49
M,49,49
M,43,49
M,34,49
M,50,49
M,49,49
M,47,49
M,15,49
Y,13,49
M,15,49
M,14,49
M,31.4,48.9
M,41,49
M,59,49
M,78.0,48.9
Z,-114,49
M,19,49
M,55,49
M,60,49
M,66,49
M,12,49
M,40,49
M,50,49
M,52,49
M,27,49
M,31,49
M,0,49
M,10,49
M,14,49
Y,15,49
M,18,49
M,21,49
M,24,49
M,30,49
M,33,49
AB,38,49
M,38,49
M,40,49
M,43,49
M,44,49
M,44,49
M,48,49
M,48,49
M,51,49
M,53,49
M,53,49
M,55,49
M,55,49
M,56,49
M,57,49
M,65,49
M,66,49
M,73,49
M,73,49
M,80,49
M,42,49
M,45,49
M,36,49
M,54.76,49.06
M,86,49
M,42,49
M,30,49
M,33.7,49.1
M,38.5,49.1
M,-11,49
M,27,49
M,52,49
AB,45,49
M,20,49
M,52,49
AB,66,49
M,49,49
M,47.3,49.2
M,51.3,49.2
M,-5,49
M,30,49
M,35,49
M,48,49
M,59,49
Z,-65,49
M,9,49
M,53.0,49.2
M,53,49
M,58,49
Z,-2,49
AB,60,49
M,32,49
M,55,49
M,59,49
M,40,49
M,65,49
M,-81,49
M,47,49
M,-21,49
M,58.3,49.3
M,55,49
M,51,49
M,49,49
M,-1,49
M,62,49
M,36.85,49.35
M,30,49
M,46.1,49.4
M,17,49
M,54,49
AB,9,49
AB,-44.3,49.4
M,20.1,49.4
Y,-27,49
M,41,49
Y,-7,49
M,48,49
M,41,49
M,49,49
M,53,49
M,19,49
M,20,49
M,24,49
M,28,49
M,31,49
M,40,49
M,62,49
M,88,49
Z,-26,50
M,21,50
M,21.8,49.5
M,31.5,49.5
M,48,50
M,58,50
M,69,50
M,-5,50
M,77,50
M,36,50
M,-19,50
M,50,50
M,46,50
M,32,50
M,36,50
M,1,50
M,78,50
M,36,50
M,77,50
M,43,50
M,41,50
M,6,50
M,38,50
Y,-22,50
M,48,50
M,41,50
Z,-20,50
M,58,50
M,30,50
M,44,50
M,-13,50
M,28,50
Z,-43,50
M,1,50
M,40,50
M,40,50
M,49,50
AB,80,50
M,89,50
M,27,50
M,34,50
M,41.9,49.8
M,42,50
M,32,50
M,37,50
Y,6,50
M,32,50
M,44,50
M,50,50
M,54,50
M,56,50
M,67,50
M,76,50
M,35,50
M,57,50
M,20,50
M,49,50
Y,34,50
M,-4,50
M,28,50
M,44,50
M,32,50
M,21,50
M,22,50
M,39,50
M,33,50
M,17,50
M,26,50
M,83,50
M,103,50
M,34,50
M,18,50
M,-20,50
M,-1,50
M,18,50
M,30,50
M,38,50
M,38.1,50.0
M,41,50
M,43,50
M,44.8,50.0
M,45,50
M,45,50
M,45,50
M,47,50
M,47,50
M,48,50
M,48,50
M,52,50
M,61,50
M,61.5,50.0
M,63,50
M,65,50
M,67,50
M,67,50
M,71,50
M,71,50
M,81,50
M,85,50
M,200,50
M,33,50
M,19,50
M,4,50
M,-13,50
M,19,50
M,48,50
M,40,50
M,33,50
M,80,50
M,30.6,50.1
M,48.1,50.1
Z,-85,50
AB,-20,50
M,-10,50
M,5,50
M,33,50
M,37,50
M,41,50
M,44,50
M,46,50
M,52,50
M,54,50
M,55,50
M,55,50
M,78,50
M,52,50
M,32,50
M,59,50
M,57,50
AB,61,50
M,51,50
M,48,50
M,55,50
M,37,50
M,60,50
M,58,50
M,36,50
AB,64,50
M,35,50
M,23,50
M,35,50
M,35,50
M,87,50
M,32,50
M,26.1,50.2
M,47,50
M,32,50
M,25,50
M,52,50
M,42,50
M,27,50
Y,-1.3,50.3
M,81.4,50.3
M,30,50
M,32,50
M,56,50
M,29,50
M,71,50
M,55,50
M,5,50
Y,11,50
M,17,50
M,36,50
M,38,50
M,46,50
M,52,50
M,71,50
M,89,50
M,101,50
M,65,50
M,51,50
Y,-7,50
M,18,50
M,30,50
Y,30.7,50.4
M,46,50
M,53,50
M,67,50
M,52,50
M,19,50
M,18,50
AB,38,50
M,28,50
M,-1,50
M,-8,50
M,18,50
M,55.3,50.5
M,51,51
M,46,51
M,69,51
M,42,51
M,43,51
Y,-31,51
M,71,51
M,34,51
M,38,51
M,43,51
Y,3,51
M,28,51
M,10,51
M,20,51
M,21,51
M,56,51
Z,-43,51
M,35,51
M,43,51
M,53,51
M,34,51
M,56,51
M,41,51
M,58,51
M,65,51
AB,52,51
M,25,51
M,72,51
M,36,51
M,32,51
M,18,51
AB,14,51
M,64,51
M,76,51
M,40.5,50.8
M,42.9,50.8
M,58,51
M,60,51
M,37.0,50.8
M,31,51
M,22,51
M,57,51
M,54,51
M,41,51
Y,-7.2,50.9
M,44,51
M,55.2,50.9
M,55.5,50.9
M,37,51
M,49,51
M,40,51
M,41,51
M,74,51
M,25,51
M,31,51
M,38,51
M,45,51
M,58,51
M,63,51
M,77,51
M,47.9,51.0
M,30,51
M,58,51
M,59,51
M,35,51
M,-13,51
M,16,51
M,-26,51
M,-3,51
M,17,51
M,23,51
M,26,51
M,28,51
M,30,51
M,35,51
M,36,51
M,36,51
M,40,51
M,43,51
M,44,51
M,48,51
M,50,51
M,51,51
AB,52,51
M,60,51
AB,63,51
M,68,51
M,70,51
M,72.0,51.0
M,80,51
M,81,51
M,43,51
M,20,51
M,44,51
M,49,51
M,45,51
M,-2,51
M,38,51
M,43,51
M,59,51
M,44,51
M,50,51
M,7,51
M,22,51
M,80,51
M,42,51
M,-47,51
M,-24.5,51.2
M,53.5,51.2
M,88,51
M,70,51
M,30,51
M,-1,51
M,56,51
Y,-8,51
M,32,51
M,37,51
M,64,51
M,68,51
M,28,51
M,46.0,51.3
M,64.5,51.3
AB,28,51
M,43,51
M,44,51
M,48,51
M,33,51
M,91,51
M,48,51
M,70.2,51.3
M,57,51
M,74,51
M,13,51
M,38,51
M,47,51
M,49,51
M,54,51
M,38.4,51.4
M,54,51
M,-4.4,51.4
M,42,51
M,71,51
M,-1,52
M,47.7,51.5
M,50.8,51.5
M,73.3,51.5
AB,54,52
M,-9,52
M,28,52
M,68,52
M,37,52
M,37,52
M,43,52
M,53,52
M,54,52
M,62,52
M,99,52
M,48,52
M,51,52
M,54,52
M,61,52
M,66,52
AB,82,52
AB,70.6,51.6
M,48,52
M,37,52
M,28.3,51.6
M,41,52
Y,-3,52
M,73,52
M,-15,52
M,24,52
M,59,52
M,-1,52
M,50,52
M,35.3,51.7
M,52.1,51.7
M,57,52
M,22,52
M,32,52
M,15.7,51.8
M,42,52
M,-6,52
M,48,52
M,30,52
Y,-11,52
M,10,52
M,37,52
M,47,52
M,48,52
M,65,52
M,36,52
M,49,52
AB,52,52
M,55,52
M,80,52
M,47.7,51.9
M,35.2,51.9
M,59.0,51.9
M,72.0,51.9
M,94,52
M,53,52
M,24,52
M,57,52
M,40,52
M,40,52
M,37,52
M,47,52
M,-24,52
M,-16,52
Y,2.3,52
Y,3,52
M,4,52
M,7,52
M,9,52
Z,9,52
M,17,52
M,24,52
Y,31,52
M,31,52
M,38,52
M,38,52
M,38,52
M,42,52
M,42,52
M,43,52
M,43,52
AB,45,52
M,48,52
M,49,52
M,51,52
M,52,52
M,52,52
M,56,52
M,56,52
M,66,52
AB,72,52
M,72,52
M,83,52
M,115,52
M,-34,52
M,60,52
M,20,52
M,67,52
M,48,52
M,33,52
M,59,52
M,28,52
M,57,52
M,52,52
M,-5,52
AB,4,52
M,49.9,52.1
M,44,52
M,56,52
M,7,52
M,73,52
M,42,52
Y,-8,52
M,33,52
M,47,52
M,64,52
AB,69,52
M,-17,52
Y,-4,52
M,6,52
M,33,52
M,37,52
M,38,52
M,36,52
M,41,52
M,110.0,52.2
Z,-85,52
M,15,52
M,44,52
M,33,52
Z,-25,52
M,60,52
M,18,52
M,44,52
M,31,52
M,44.2,52.3
M,51,52
M,29,52
M,48,52
M,91,52
M,40,52
M,31,52
M,36,52
M,23.6,52.4
M,63,52
Z,-25,52
M,25,52
M,36,52
M,31,52
M,45,52
M,62,52
M,72,52
Z,-74,52
M,13,52
M,21,52
M,36,52
M,43,52
M,50,52
M,50,52
M,56,52
M,57,52
M,66,52
Z,-11,52
M,-33,52
M,74,53
M,39,53
M,49,53
M,30.37,52.59
M,56,53
M,29,53
M,36,53
M,83,53
M,25,53
M,45.1,52.7
M,54.5,52.7
M,96.8,52.7
M,36,53
M,42,53
M,55,53
M,55,53
M,55,53
M,57,53
AB,76,53
M,8,53
M,25,53
AB,51,53
M,55,53
M,72,53
M,18,53
M,42,53
M,24,53
M,54,53
M,63,53
M,71,53
M,36,53
AB,67,53
AB,75,53
Y,-1.2,52.8
M,70,53
M,72,53
M,57,53
M,-36,53
M,29,53
M,48,53
M,50,53
M,51,53
M,52,53
M,21,53
M,45.42,52.89
M,47.32,52.89
M,39,53
M,25,53
M,42.8,52.9
AB,32,53
M,49,53
M,26,53
M,14,53
M,29,53
M,44,53
M,75,53
M,49,53
M,35,53
M,67,53
M,31.3,53.0
M,112,53
M,20.3,53.0
Z,-56,53
M,6,53
AB,6,53
M,9,53
M,27,53
AB,29,53
M,30,53
M,31,53
M,33,53
M,34,53
M,38,53
M,42,53
M,43,53
M,43,53
M,44.5,53.0
AB,45,53
M,45,53
M,45,53
M,46,53
M,46,53
M,49,53
M,49,53
M,50,53
M,51,53
M,54,53
M,54,53
M,56,53
M,57,53
M,57,53
M,58,53
AB,59,53
M,61,53
M,62,53
M,64,53
M,64,53
M,67,53
M,68,53
AB,69,53
M,70,53
M,75,53
M,77,53
M,105.8,53.0
M,54,53
M,57,53
M,69,53
AB,79,53
M,46,53
M,31,53
Y,-8,53
Z,8,53
M,39,53
M,46,53
M,58,53
M,58,53
M,69,53
M,80,53
M,56,53
M,48,53
M,77,53
M,62,53
M,61.2,53.1
M,105,53
AB,52,53
M,58,53
AB,71,53
M,-2,53
M,37,53
M,31,53
M,37,53
M,66,53
M,44,53
M,52.85,53.18
M,96,53
M,43,53
M,42.0,53.2
M,54,53
M,42,53
M,31,53
M,37,53
M,19,53
M,28,53
M,12,53
Z,16,53
M,48,53
M,50,53
M,50,53
M,54,53
M,61,53
M,73,53
M,24,53
M,-7,53
M,49,53
M,50,53
M,52,53
M,37,53
M,44,53
M,57.9,53.4
M,1,53
M,28,53
M,81,53
M,46,53
M,64,53
M,61.61,53.47
M,24,53
M,61,54
M,50,54
M,45,54
M,47,54
M,1,54
M,44,54
M,55,54
M,53,54
M,45,54
M,26,54
M,66.3,53.6
M,65,54
M,47,54
M,25,54
M,61,54
M,67,54
M,31,54
M,47,54
M,31,54
M,43,54
M,45,54
M,65,54
M,46,54
M,52.1,53.7
M,52,54
M,50,54
M,47,54
M,19,54
Y,42,54
M,59,54
M,47,54
M,100,54
M,10,54
M,39,54
M,48.6,53.8
M,49,54
M,66.3,53.8
M,17,54
AB,51,54
M,77,54
M,18,54
M,39,54
M,75.9,53.9
Y,24,54
M,54,54
M,55,54
M,56,54
