PGD Type,Type,Grain Label,Meteorite,12C/13C,err+[12C/13C],err-[12C/13C]
M,M,Muri11B-308-8,Murchison,18.29,0.32,0.31
M,M,M33-83-8,Murchison,18.28,3.72,2.64
M,M,WF_6#20.5,Murchison ,18.24,0.19,0.19
M,M,KJB2-15-6-2,Murchison,18.22,0.12,0.12
M,M,MB-111rt,ALHA77307,18.2,0.5,0.5
M,M,KJB2-14-19-5,Murchison,18.19,0.07,0.07
M,M,KJB2-4-1-10,Murchison,18.16,0.21,0.21
M,M,M33c-297-1,Murchison,18.15,2.21,1.78
X,X,KJE478,Murchison,18.2,0.4,0.4
M,M,KJC111,Murchison,18.1,1.3,1.1
M,M,KJB2-13-3-16,Murchison,18.08,0.1,0.1
M,M,M7b@3_34_1_mg_7,Murchison ,18.06,0.13,0.13
M,M,M42-86-2,Murchison,18.01,0.26,0.25
M,M,KJE536,Murchison,18.0,0.4,0.4
M,M,I42,Inman,18.0,1.6,1.6
M,M,M26a-116-4,Murchison,17.99,2.94,2.22
M,M,KJA1-5-1-4,Murchison,17.98,0.16,0.16
M,M,KJA1-7-1-20,Murchison,17.97,0.19,0.19
M,M,KJB2-3-8-3,Murchison,17.93,0.22,0.22
M,M,M33b-219-5,Murchison,17.93,2.72,2.08
M,M,M33b-256-2,Murchison,17.89,0.55,0.52
M,M,KJA1-3-7-7,Murchison,17.88,0.20,0.20
M,M,WF_5#10.9,Murchison ,17.86,0.15,0.15
M,M,M26a-141-6,Murchison,17.85,1.77,1.48
M,M,WF_3#2.13,Murchison ,17.84,0.13,0.13
X,X,KJGL1-345-3,Murchison,17.8,0.2,0.2
M,M,M33b-148-3,Murchison,17.80,1.79,1.49
M,M,region3p2_15_1_8,Indarch,17.8,0.1,0.1
M,M,M7@14_4_1_mg_11,Murchison ,17.76,0.15,0.15
M,M,Muri11B-295-7,Murchison,17.71,0.25,0.24
M,M,Org-316,Orgueil,17.7,0.1,0.1
M,M,KJB2-N-1,Murchison,17.7,0.4,0.4
M,M,Muri11B-337-1,Murchison,17.68,0.36,0.35
M,M,KJB2-2-3-8,Murchison,17.68,0.3,0.3
M,M,M33b-240-4,Murchison,17.67,0.78,0.72
M,M,KJC085,Murchison,17.6,1.7,1.4
M,M,M26a-392-1,Murchison,17.64,3.10,2.29
M,M,KJB2-3-15-12,Murchison,17.64,0.31,0.31
M,M,region2_24_1_2,Indarch,17.6,0.1,0.1
M,M,KJE-a2-64-2,Murchison,17.59,0.09,0.09
M,M,KJA1-7-16-2,Murchison,17.56,0.25,0.25
M,M,M7@8_36_1_mg_8,Murchison ,17.54,0.20,0.20
M,M,Muri11B-310-2,Murchison,17.49,1.72,1.44
M,M,M42-7-5,Murchison,17.45,0.48,0.46
M,M,KJA1-2-19-1,Murchison,17.43,0.37,0.37
M,M,M26a-331-1,Murchison,17.39,0.92,0.83
M,M,KJA1-2-11-1,Murchison,17.39,0.32,0.32
M,M,M33-103-5,Murchison,17.38,0.96,0.87
M,M,M33b-239-3,Murchison,17.38,2.01,1.63
M,M,M26a-81-12,Murchison,17.37,0.73,0.67
M,M,M7b@2_21_1_mg_4,Murchison ,17.36,0.16,0.16
M,M,KJE-a2-15-5,Murchison,17.35,0.09,0.09
M,M,M26a-154-16,Murchison,17.34,3.03,2.25
M,M,M7b@2_49_1_mg_6,Murchison ,17.34,0.05,0.05
M,M,KJB2-13-23-1,Murchison,17.32,0.04,0.04
M,M,SiC268,Murray,17.3,0.2,0.2
M,M,KJB2-2-8-1,Murchison,17.3,0.16,0.16
M,M,3g-20-c1,Adelaide,17.3,0.4,0.4
M,M,KJA1-8-13-1,Murchison,17.30,0.24,0.24
M,M,KJE-a1-15-16,Murchison,17.23,0.08,0.08
Z,Z,KJA1-7-19-1,Murchison,17.21,0.19,0.19
M,M,M8-83-9,Murchison,17.21,0.22,0.21
M,M,KJB2-8-5-6,Murchison,17.2,0.07,0.07
M,M,M26a-131-16,Murchison,17.20,1.05,0.94
M,M,KJB2-O-1,Murchison,17.19,1.03,1.03
M,M,KJC081,Murchison,17.2,0.9,0.8
M,M,KJC053,Murchison,17.2,1.0,0.9
M,M,M33-79-22,Murchison,17.17,0.74,0.68
M,M,KJE-a1-41-1,Murchison,17.15,0.08,0.08
M,M,KJA1-1-14-6,Murchison,17.13,0.17,0.17
Z,Z,M42-163-9,Murchison,17.13,0.22,0.22
M,M,KJB2-13-9-4,Murchison,17.1,0.1,0.1
M,M,M26a-166-8,Murchison,17.09,0.92,0.83
M,M,KJA1-8-18-6,Murchison,17.09,0.38,0.38
M,M,Muri11B-385-1,Murchison,17.06,0.49,0.47
M,M,KJE355,Murchison,17.1,0.6,0.6
M,M,M26a-57-16,Murchison,17.05,2.68,2.04
M,M,M33c-299-4,Murchison,17.05,0.25,0.24
M,M,M8-5-5,Murchison,17.05,0.78,0.72
M,M,M26a-460-1,Murchison,17.04,1.79,1.48
M,M,M7@14_17_1_mg_2,Murchison ,17.04,0.24,0.24
M,M,KJB2-MgAl_12_mg_4,Murchison,17.03,0.3,0.3
M,M,KJB2-3-2-2,Murchison,17,0.4,0.4
M,M,M26a-130-28,Murchison,17.00,0.76,0.69
M,M,KJE762,Murchison,16.9,0.3,0.3
M,M,KJB2-MgAl_10_mg_7,Murchison,16.93,0.27,0.27
M,M,KJA1-7-2-7,Murchison,16.91,0.12,0.12
M,M,Muri11B-350-10,Murchison,16.90,0.38,0.36
Z,Z,region5p1_14_1_11,Indarch,16.9,0.1,0.1
M,M,M33-99-4,Murchison,16.89,4.42,2.90
M,M,M26a-224-4,Murchison,16.87,0.49,0.47
M,M,M26a-128-1,Murchison,16.85,0.75,0.69
M,M,KJB2-16-11-1,Murchison,16.84,0.17,0.17
M,M,WF_2#1.3,Murchison ,16.84,0.11,0.11
M,M,M42-82-1,Murchison,16.83,1.39,1.19
M,M,KJE202,Murchison,16.8,0.3,0.3
M,M,M7@8_21_1_mg_2,Murchison ,16.81,0.14,0.14
M,M,KJA1-7-2-2,Murchison,16.77,0.16,0.16
M,M,KJB2-3-23-4,Murchison,16.77,0.36,0.36
M,M,Org-82,Orgueil,16.7,0.2,0.2
M,M,KJE-a1-7-11,Murchison,16.69,0.08,0.08
Z,Z,M7b@3_72_1_mg_3,Murchison ,16.67,0.08,0.08
M,M,KJC129,Murchison,16.7,1.0,0.9
M,M,KJE-a2-33-10,Murchison,16.64,0.09,0.09
M,M,KJE-a1-22-2,Murchison,16.63,0.08,0.08
M,M,M7b@3_26_1_mg_1,Murchison ,16.63,0.10,0.10
M,M,KJE116,Murchison,16.6,0.3,0.3
M,M,KJE327,Murchison,16.6,0.2,0.2
M,M,M26a-435-3,Murchison,16.56,1.62,1.35
M,M,M7b@3_45_1_mg_8,Murchison ,16.55,0.11,0.11
M,M,M42-123-4,Murchison,16.54,0.86,0.78
M,M,KJA1-1-15-6,Murchison,16.48,0.13,0.13
M,M,M33b-210-2,Murchison,16.44,0.23,0.22
M,M,M7@11_14_1_mg_4,Murchison ,16.43,0.15,0.15
M,M,KJE-a2-15-8,Murchison,16.38,0.08,0.08
M,M,M33b-117-3,Murchison,16.33,2.37,1.84
M,M,KJB2-13-20-8,Murchison,16.31,0.06,0.06
M,M,KJE692,Murchison,16.3,0.5,0.5
M,M,KJB2-8-2-8,Murchison,16.26,0.11,0.11
M,M,Muri11B-174-3,Murchison,16.26,0.23,0.22
M,M,KJA1-2-10-5,Murchison,16.26,0.39,0.39
M,M,M26a-81-4,Murchison,16.25,0.90,0.81
M,M,KJE739,Murchison,16.2,0.2,0.2
M,M,M33b-148-2,Murchison,16.20,0.55,0.52
M,M,M42-10-1,Murchison,16.16,1.79,1.46
M,M,M33b-122-7,Murchison,16.16,0.84,0.76
M,M,WF_6#2.7,Murchison ,16.16,0.10,0.10
M,M,M7b@3_45_1_mg_4,Murchison ,16.15,0.13,0.13
M,M,M33b-224-2,Murchison,16.08,1.81,1.48
M,M,M42-133-1,Murchison,16.07,0.61,0.57
M,M,M33b-199-1,Murchison,16.02,0.61,0.56
M,M,M7@14_72_1_mg_5,Murchison ,16.02,0.07,0.07
M,M,M33c-307-5,Murchison,16.00,0.35,0.33
M,M,KJB2-2-7-12,Murchison,15.99,0.2,0.2
M,M,KJE-a1-33-3,Murchison,15.98,0.07,0.07
M,M,WF_2#13.20,Murchison ,15.98,0.11,0.11
M,M,KJA1-4-16-4,Murchison,15.91,0.19,0.19
M,M,KJB2-3-24-5,Murchison,15.87,0.22,0.22
M,M,M7@15_49_1_mg_2,Murchison ,15.78,0.06,0.06
M,M,M26a-113-21,Murchison,15.76,0.53,0.50
M,M,M7@14_17_1_mg_4,Murchison ,15.74,0.11,0.11
M,M,KJA1-1-3-14,Murchison,15.72,0.20,0.20
M,M,KJB2-13-27-3,Murchison,15.72,0.04,0.04
M,M,M26a-57-8,Murchison,15.65,2.11,1.66
M,M,M42-189-1,Murchison,15.65,0.34,0.33
M,M,KJE-a2-9-15,Murchison,15.61,0.07,0.07
M,M,KJB2-13-20-13,Murchison,15.61,0.07,0.07
M,M,M33b-121-1,Murchison,15.60,1.32,1.13
X,X,Muri11B-180-7,Murchison,15.60,0.10,0.10
M,M,Muri11B-345-3,Murchison,15.58,0.36,0.34
M,M,M42-166-1,Murchison,15.58,3.31,2.32
M,M,M8-11-1,Murchison,15.54,0.22,0.22
M,M,KJB2-10-2-3,Murchison,15.53,0.1,0.1
M,M,M26a-60-5,Murchison,15.52,0.47,0.45
M,M,M7b@3_31_1_mg_13,Murchison ,15.50,0.14,0.14
M,M,M26a-291-12,Murchison,15.50,1.31,1.12
M,M,KJA1-1-6-6,Murchison,15.50,0.24,0.24
M,M,M42-5-14,Murchison,15.47,2.28,1.76
M,M,M42-165-10,Murchison,15.42,0.32,0.30
Z,Z,WF_1#1.14,Murchison ,15.38,0.08,0.08
M,M,Muri11B-34-5,Murchison,15.38,0.34,0.33
M,M,KJC175,Murchison,15.4,15.6,5.2
M,M,KJA1-2-12-7,Murchison,15.30,0.53,0.53
M,M,KJB2-2-6-1,Murchison,15.3,0.08,0.08
M,M,KJC047,Murchison,15.2,2.0,1.6
M,M,B31,Bishunpur,15.2,0.3,0.3
M,M,M7b@3_41_1_mg_7,Murchison ,15.22,0.19,0.19
M,M,M42-101-2,Murchison,15.19,0.76,0.69
M,M,KJB2-2-7-2,Murchison,15.18,0.16,0.16
M,M,KJA1-4-23-3,Murchison,15.16,0.18,0.18
M,M,KJB2-3-5-6,Murchison,15.15,0.18,0.18
M,M,M33-70-5,Murchison,15.10,1.38,1.17
M,M,KJC096,Murchison,15.1,1.1,1.0
M,M,M26a-180-4,Murchison,15.07,1.03,0.91
M,M,M26a-115-3,Murchison,15.02,0.37,0.35
Z,Z,KJA1-1-11-2,Murchison,15.01,0.14,0.14
M,M,M26a-230-11,Murchison,14.99,1.31,1.11
M,M,KJA1-7-1-13,Murchison,14.98,0.62,0.62
Z,Z,M26a-107-1,Murchison,14.96,1.11,0.97
M,M,KJB2-13-33-1,Murchison,14.96,0.04,0.04
M,M,KJB2-I-test2,Murchison,14.96,0.23,0.23
M,M,KJA1-5-1-3,Murchison,14.92,0.17,0.17
M,M,M33-87-1,Murchison,14.85,2.19,1.69
M,M,M42-226-1,Murchison,14.81,0.26,0.25
M,M,KJB2-10-4-8,Murchison,14.81,0.1,0.1
M,M,KJE831,Murchison,14.8,0.5,0.5
M,M,M42-68-2,Murchison,14.79,5.65,3.20
M,M,M26a-136-4,Murchison,14.78,2.04,1.60
M,M,WF_6#15.12,Murchison ,14.77,0.09,0.09
Z,Z,M42-243-1,Murchison,14.75,0.56,0.52
M,M,M42-162-1,Murchison,14.71,0.44,0.41
X,X,WF_4#6.12,Murchison ,14.71,0.14,0.14
M,M,region2_6_1_12,Indarch,14.7,0.1,0.1
M,M,KJE-a2-34-8,Murchison,14.69,0.07,0.07
M,M,KJB2-8-9-7,Murchison,14.68,0.07,0.07
M,M,M7b@3_26_1_mg_9,Murchison ,14.65,0.08,0.08
M,M,KJB2-3-21-16,Murchison,14.65,0.25,0.25
M,M,WF_6#10.13,Murchison ,14.65,0.09,0.09
M,M,M33b-89-8,Murchison,14.64,0.42,0.40
M,M,KJGN10-45-5,Murchison,14.61,0.10,0.10
M,M,KJB2-2-9-7,Murchison,14.6,0.24,0.24
M,M,KJB2-13-2-19,Murchison,14.59,0.05,0.05
M,M,KJB2-3-7-10,Murchison,14.58,0.18,0.18
M,M,KJB2-2-7-10,Murchison,14.55,0.21,0.21
M,M,M26a-85-4,Murchison,14.55,1.64,1.34
X,X,M8-82-13,Murchison,14.54,0.67,0.62
M,M,KJB2-3-23-8,Murchison,14.52,0.16,0.16
M,M,KJB2-F-1,Murchison,14.52,0.23,0.23
M,M,KJA1-1-4-10,Murchison,14.50,0.20,0.20
M,M,KJC131,Murchison,14.5,0.5,0.4
M,M,M26a-277-15,Murchison,14.49,1.79,1.44
M,M,M42-142-2,Murchison,14.49,0.27,0.26
M,M,M33b-135-11,Murchison,14.47,0.24,0.23
M,M,KJA1-2-12-8,Murchison,14.41,0.38,0.38
M,M,KJB2-2-4-7,Murchison,14.36,0.2,0.2
M,M,KJB2-3-14-16,Murchison,14.31,0.22,0.22
M,M,M7b@3_55_1_mg_1,Murchison ,14.28,0.06,0.06
M,M,KJA1-3-1-3,Murchison,14.26,0.12,0.12
M,M,M7@15_13_1_mg_2,Murchison ,14.24,0.09,0.09
M,M,KJB2-13-28-5,Murchison,14.23,0.06,0.06
M,M,Org-366,Orgueil,14.190,0.095,0.095
M,M,KJB2-2-5-8,Murchison,14.19,0.23,0.23
M,M,KJH3-221,Murchison,14.17,0.08,0.08
M,M,M7b@3_3_1_mg_1,Murchison ,14.17,0.06,0.06
M,M,Muri11B-121-1,Murchison,14.17,0.18,0.18
M,M,WF_4#1.1,Murchison ,14.11,0.06,0.06
M,M,KJB2-13-34-6,Murchison,14.11,0.07,0.07
M,M,M7@15_2_1_mg_6,Murchison ,14.09,0.11,0.11
M,M,M33b-110-4,Murchison,14.09,0.33,0.31
M,M,Muri11B-318-3,Murchison,14.06,0.31,0.29
M,M,M8-83-8,Murchison,14.05,0.69,0.63
M,M,KJG2-151,Murchison,14.01,0.11,0.11
M,M,KJE-a2-1-6,Murchison,14.01,0.07,0.07
M,M,KJE-a1-6-3,Murchison,14.00,0.08,0.08
AB,M,M42-7-7,Murchison,13.98,1.97,1.53
AB,M,M33b-156-3,Murchison,13.98,0.96,0.84
AB,M,M7@7_6_1_mg_2,Murchison ,13.96,0.06,0.06
AB,M,KJB2-3-16-18,Murchison,13.95,0.24,0.24
AB,M,M33b-14-7,Murchison,13.93,0.82,0.73
AB,M,KJB2-16-3-9,Murchison,13.91,0.15,0.15
AB,M,Muri11B-489-13,Murchison,13.90,0.78,0.70
AB,M,M7@8_26_1_mg_6,Murchison ,13.86,0.13,0.13
AB,M,WF_3#5.12,Murchison ,13.84,0.10,0.10
AB,M,KJB2-11-15-5,Murchison,13.78,0.06,0.06
AB,M,M7@15_38_1_mg_3,Murchison ,13.78,0.11,0.11
AB,M,M7@14_2_1_mg_5,Murchison ,13.76,0.04,0.04
AB,M,WF_4#10.6,Murchison ,13.75,0.13,0.13
Z,Z,KJB2-14-31-6,Murchison,13.73,0.12,0.12
AB,AB,SiC213,Murray,13.7,0.1,0.1
AB,M,Muri11B-395-7,Murchison,13.70,0.23,0.22
AB,M,KJB2-2-9-8,Murchison,13.66,0.22,0.22
AB,M,M7@15_33_1_mg_7,Murchison ,13.54,0.11,0.11
U,U,KJA1-8-18-2,Murchison,13.52,0.36,0.36
AB,M,MB-53-9,ALHA77307,13.5,0.5,0.5
AB,M,M26a-302-10,Murchison,13.50,0.86,0.76
X,X,M26a-83-23,Murchison,13.46,0.81,0.72
AB,M,KJB2-16-6-9,Murchison,13.39,0.06,0.06
M,M,KJE018,Murchison,13.4,0.3,0.3
AB,M,WF_5#11.1,Murchison ,13.37,0.06,0.06
AB,M,M7@14_52_1_mg_7,Murchison ,13.30,0.12,0.12
AB,M,M8-79-7,Murchison,13.26,0.21,0.20
AB,M,KJE-a1-43-2,Murchison,13.26,0.06,0.06
U,U,WF_3#24.9,Murchison ,13.26,0.08,0.08
AB,M,Muri11B-254-3,Murchison,13.24,0.25,0.24
AB,M,KJB2-11-4-6,Murchison,13.24,0.07,0.07
AB,M,WF_2#15.2,Murchison ,13.20,0.07,0.07
AB,M,M7b@2_39_1_mg_8,Murchison ,13.18,0.20,0.20
Z,Z,Org-367,Orgueil,13.18,0.08,0.08
AB,M,KJB2-2-3-11,Murchison,13.18,0.18,0.18
Z,Z,KJB2-1-2-11,Murchison,13.14,0.18,0.18
AB,M,KJB2-7-2-3,Murchison,13.14,0.05,0.05
AB,M,KJB2-16-11-9,Murchison,13.14,0.12,0.12
AB,M,M7b@1_10_1_mg_29,Murchison ,13.13,0.03,0.03
AB,M,KJE-a1-23-2,Murchison,13.13,0.06,0.06
AB,M,KJB2-13-18-5,Murchison,13.12,0.06,0.06
AB,M,KJA1-7-1-8,Murchison,13.11,0.13,0.13
AB,M,M7@14_58_1_mg_2,Murchison ,13.06,0.09,0.09
AB,M,WF_6#1.19,Murchison ,13.03,0.11,0.11
AB,M,M26a-34-2,Murchison,13.01,2.32,1.71
AB,M,region3_24_1_1,Indarch,13,0.1,0.1
AB,M,KJA1-1-7-4,Murchison,12.99,0.25,0.25
AB,M,M7b@3_34_1_mg_5,Murchison ,12.98,0.07,0.07
AB,M,WF_2#2.2,Murchison ,12.97,0.08,0.08
AB,M,M26a-408-1,Murchison,12.96,0.50,0.47
AB,M,KJE-a1-23-7,Murchison,12.95,0.06,0.06
AB,M,M26a-145-8,Murchison,12.90,0.21,0.21
AB,M,M8-90-4,Murchison,12.90,0.80,0.71
AB,M,KJB2-3-7-17,Murchison,12.86,0.23,0.23
AB,M,KJE646,Murchison,12.9,0.3,0.3
AB,M,M26a-2-3,Murchison,12.84,2.27,1.68
AB,M,KJB2-H-4,Murchison,12.84,0.29,0.29
AB,M,M26a-38-12,Murchison,12.77,1.45,1.18
Z,Z,M7@11_12_1_mg_3,Murchison ,12.75,0.07,0.07
AB,M,Muri11B-314-7,Murchison,12.74,0.39,0.37
AB,M,Muri11B-89-2,Murchison,12.72,0.63,0.57
AB,M,M42-67-1,Murchison,12.70,0.93,0.81
AB,M,Muri11B-402-1,Murchison,12.69,0.18,0.17
AB,M,M26a-110-23,Murchison,12.67,1.27,1.06
AB,M,M7b@3_25_1_mg_5,Murchison ,12.66,0.10,0.10
AB,M,M7@14_15_1_mg_6,Murchison ,12.64,0.07,0.07
AB,M,KJA1-8-14-3,Murchison,12.61,0.35,0.35
Z,Z,M26a-55-14,Murchison,12.61,0.54,0.50
AB,M,M26a-49-30,Murchison,12.60,0.31,0.30
AB,M,KJE440,Murchison,12.6,0.2,0.2
AB,M,KJB2-3-20-5,Murchison,12.54,0.17,0.17
AB,M,M33-91-3,Murchison,12.49,1.60,1.27
AB,M,KJE-a1-10-4,Murchison,12.48,0.06,0.06
AB,M,KJA1-7-20-8,Murchison,12.48,0.15,0.15
AB,M,Muri11B-478-5,Murchison,12.45,0.52,0.48
X,X,KJB2-13-21-1,Murchison,12.44,0.08,0.08
AB,M,M7b@1_10_1_mg_9,Murchison ,12.42,0.05,0.05
AB,M,Muri11B-98-2,Murchison,12.41,0.19,0.19
AB,M,KJB2-3-23-13,Murchison,12.39,0.14,0.14
AB,M,M7@15_12_1_mg_2,Murchison ,12.37,0.06,0.06
AB,M,M26a-457-1,Murchison,12.36,0.61,0.56
AB,M,M7b@3_39_1_mg_4,Murchison ,12.36,0.11,0.11
M,M,KJC209,Murchison,12.3,1.3,1.1
AB,M,M26a-136-3,Murchison,12.23,1.88,1.44
AB,M,KJA1-3-7-5,Murchison,12.19,0.15,0.15
AB,M,WF_3#5.20,Murchison ,12.13,0.07,0.07
AB,M,M7b@3_70_1_mg_8,Murchison ,12.10,0.06,0.06
AB,M,KJE688,Murchison,12.1,0.2,0.2
AB,M,M8-12-11,Murchison,12.06,0.60,0.54
AB,M,KJB2-9-6-7,Murchison,12.05,0.11,0.11
AB,M,M26a-119-2,Murchison,12.03,0.96,0.83
AB,M,M26a-154-18,Murchison,12.01,0.73,0.65
AB,M,M7@14_24_1_mg_8,Murchison ,11.99,0.08,0.08
AB,M,WF_3#8.12,Murchison ,11.99,0.07,0.07
AB,M,M7@15_49_1_mg_5,Murchison ,11.98,0.05,0.05
AB,AB,LS+LU-L2-25,Murchison,11.95,0.05,0.05
AB,M,M26a-269-1,Murchison,11.94,0.40,0.38
AB,M,M42-142-1,Murchison,11.92,0.47,0.44
AB,M,KJB2-10-3-8,Murchison,11.9,0.05,0.05
AB,M,M7@8_15_1_mg_7,Murchison ,11.81,0.02,0.02
AB,M,Muri11B-146-1,Murchison,11.80,0.28,0.26
AB,M,M7b@1_4_1_mg_3,Murchison ,11.78,0.03,0.03
AB,M,Muri11B-490-1,Murchison,11.77,0.23,0.22
AB,M,M26a-123-3,Murchison,11.76,0.82,0.72
AB,M,KJE224,Murchison,11.7,0.1,0.1
AB,M,WF_6#6.9,Murchison ,11.63,0.04,0.04
Z,Z,KJE690,Murchison,11.6,0.2,0.2
AB,M,MB-136,ALHA77307,11.6,0.2,0.2
Z,Z,region3p2_22_1_10,Indarch,11.6,0.1,0.1
AB,M,M7@7_5_1_mg_1,Murchison ,11.60,0.02,0.02
AB,M,KJB2-3-11-19,Murchison,11.57,0.11,0.11
AB,M,M33c-287-1,Murchison,11.52,1.62,1.27
AB,M,M26a-20-11,Murchison,11.51,0.38,0.36
AB,M,reg4p2_8_1_7,Indarch,11.5,0.1,0.1
AB,M,reg4p2_21_1_8,Indarch,11.5,0.1,0.1
AB,M,M26a-66-8,Murchison,11.42,0.38,0.36
AB,M,Muri11B-181-2,Murchison,11.40,0.21,0.21
AB,AB,SiC004,Murchison,11.4,0.1,0.1
AB,M,KJE-a2-11-8,Murchison,11.38,0.06,0.06
AB,M,KJB2-10-4-15,Murchison,11.37,0.05,0.05
AB,M,Muri11B-151-3,Murchison,11.33,0.73,0.65
AB,M,M26a-113-15,Murchison,11.32,0.38,0.36
AB,M,Muri11B-28-3,Murchison,11.28,0.28,0.27
AB,AB,C5-01,Murchison,11.27,0.12,0.12
AB,M,WF_6#3.2,Murchison ,11.25,0.05,0.05
AB,M,KJE-a1-2-4,Murchison,11.23,0.05,0.05
Z,Z,KJE-a2-50-5,Murchison,11.16,0.05,0.05
AB,M,WF_5#3.4,Murchison ,11.14,0.06,0.06
AB,M,KJC094,Murchison,11.1,0.8,0.7
Z,Z,KJB2-11-10-10,Murchison,11.13,0.11,0.11
AB,M,KJB2-B-1,Murchison,11.12,0.37,0.37
AB,M,M26a-56-9,Murchison,11.12,0.43,0.40
AB,M,KJA1-4-12-5,Murchison,11.12,0.08,0.08
AB,M,Muri11B-296-1,Murchison,11.11,0.21,0.21
AB,M,KJE412,Murchison,11.1,0.1,0.1
AB,AB,SiC019,Murchison,11.1,0.1,0.1
AB,M,Muri11B-449-6,Murchison,11.06,0.23,0.22
AB,M,KJB2-17-4-4,Murchison,11.04,0.05,0.05
AB,M,Muri11B-352-3,Murchison,11.01,0.28,0.27
AB,Z,KJE4-271-4,Murchison,11,1,1
AB,M,M33b-97-5,Murchison,10.98,0.65,0.58
AB,M,Muri11B-275-5,Murchison,10.96,0.33,0.31
AB,M,WF_5#10.5,Murchison ,10.96,0.10,0.10
AB,M,KJB2-3-20-11,Murchison,10.9,0.13,0.13
AB,M,KJB2-3-20-14,Murchison,10.9,0.17,0.17
AB,AB,region3_7_1_16,Indarch,10.9,0.1,0.1
AB,M,KJE260,Murchison,10.9,0.3,0.3
AB,M,KJA1-8-6-1,Murchison,10.89,0.10,0.10
AB,M,M33-33-5,Murchison,10.89,0.40,0.37
AB,M,WF_6#6.7,Murchison ,10.87,0.04,0.04
AB,M,M7@3_2_1_mg_4,Murchison ,10.85,0.02,0.02
AB,M,WF_6#16.5,Murchison ,10.84,0.06,0.06
AB,M,M33-115-2,Murchison,10.83,0.89,0.77
Z,Z,M7@14_22_1_mg_5,Murchison ,10.82,0.09,0.09
AB,M,WF_3#10.19,Murchison ,10.80,0.04,0.04
AB,M,Kkm3_15,Murchison or Murray,10.8,0.2,0.2
AB,AB,region5p1_28_1_1,Indarch,10.8,0,0
AB,M,M26a-57-12,Murchison,10.78,1.23,1.00
AB,M,M26a-332-3,Murchison,10.78,0.81,0.70
AB,M,Muri11B-384-10,Murchison,10.75,0.27,0.26
AB,M,M7@8_12_1_mg_5,Murchison ,10.73,0.05,0.05
AB,M,KJB2-3-17-13,Murchison,10.72,0.11,0.11
AB,M,M10B-2-6,Murchison,10.71,0.12,0.12
AB,M,IH6-6-1,Indarch,10.7,0.1,0.1
AB,M,M26a-118-5,Murchison,10.70,0.52,0.48
AB,M,M26a-65-18,Murchison,10.69,3.47,2.10
AB,M,WF_3#19.4,Murchison ,10.67,0.04,0.04
Z,Z,KJB2-11-23-6,Murchison,10.64,0.06,0.06
AB,M,KJB2-3-15-17,Murchison,10.6,0.13,0.13
AB,M,KJB2-13-19-6,Murchison,10.6,0.03,0.03
AB,M,Muri11B-443-2,Murchison,10.60,0.21,0.20
AB,M,KJB2-11-12-8,Murchison,10.59,0.06,0.06
AB,M,M33c-291-7,Murchison,10.57,1.15,0.95
AB,AB,M42-66-2,Murchison,10.52,0.49,0.45
AB,M,M26a-87-13,Murchison,10.52,0.79,0.69
AB,M,M7b@2_1_1_mg_10,Murchison ,10.52,0.16,0.16
AB,M,WF_6#7.3,Murchison ,10.48,0.07,0.07
AB,M,WF_6#6.10,Murchison ,10.46,0.04,0.04
AB,M,WF_4#1.2,Murchison ,10.46,0.04,0.04
AB,M,M7@8_21_1_mg_1,Murchison ,10.46,0.04,0.04
AB,M,M26a-381-10,Murchison,10.45,1.09,0.90
AB,AB,M42-57-3,Murchison,10.44,0.24,0.23
AB,M,M33b-5-2,Murchison,10.44,0.50,0.46
AB,M,M26a-145-15,Murchison,10.41,1.16,0.95
AB,M,KJE-a1-37-12,Murchison,10.38,0.05,0.05
AB,M,Muri11B-127-3,Murchison,10.34,0.14,0.14
AB,M,M33b-203-1,Murchison,10.33,0.25,0.24
AB,M,M33b-135-9,Murchison,10.32,0.70,0.62
AB,AB,KJC150,Murchison,10.3,0.5,0.4
AB,M,Muri11B-152-1,Murchison,10.29,0.20,0.20
AB,AB,KJA1-1-1-1,Murchison,10.28,0.05,0.05
AB,AB,KJC199,Murchison,10.2,0.3,0.3
X,X,Oct-17-2-5,Indarch,10.2,0,0
AB,M,KJB2-8-2-9,Murchison,10.2,0.06,0.06
AB,M,M7b@1_10_1_mg_10,Murchison ,10.18,0.04,0.04
AB,AB,KJC174,Murchison,10.2,0.8,0.7
AB,M,KJG2-333,Murchison,10.12,0.08,0.08
Z,Z,M7@4_5_1_mg_2,Murchison ,10.08,0.02,0.02
AB,AB,M42-58-5,Murchison,10.07,0.16,0.15
AB,M,M7b@3_7_1_mg_11,Murchison ,10.05,0.06,0.06
AB,M,M33b-75-1,Murchison,10.04,0.54,0.49
AB,M,M26a-231-3,Murchison,10.02,0.76,0.66
AB,M,Muri11B-395-3,Murchison,10.02,0.23,0.22
AB,M,M7b@2_48_1_mg_7,Murchison ,9.99,0.11,0.11
AB,M,M7b@3_41_1_mg_5,Murchison ,9.97,0.05,0.05
AB,AB,M26a-268-13,Murchison,9.94,0.59,0.53
AB,AB,KJC054,Murchison,9.9,1.1,0.9
AB,AB,KJB2-9-5-8,Murchison,9.91,0.05,0.05
AB,U/C,M7b@2_8_1_mg_5,Murchison ,9.90,0.06,0.06
AB,AB,B7,Bishunpur,9.9,1.1,1.1
AB,AB,SiC136,Murchison,9.9,0.1,0.1
