Type,12C/13C,errplus12C13C,errminus12C13C
2,45.44,0.24,0.24
2,45.42,0.61,0.61
2,45.42,0.22,0.22
2,45.42,2.66,2.38
2,45.4,16.4,16.4
2,45.42,1.35,1.28
2,45.41,1.68,1.56
2,45.4,1.2,1.2
2,45.4,0.33,0.33
2,45.4,1.33,1.26
2,45.4,1.2,1.2
2,45.39,0.26,0.26
2,45.39,0.93,0.89
2,45.38,0.12,0.12
6,45.38,0.51,0.51
2,45.38,0.95,0.95
2,45.37,0.64,0.62
2,45.36,0.77,0.74
2,45.36,2.01,1.85
2,45.36,0.81,0.81
2,45.35,0.26,0.26
2,45.34,0.79,0.77
2,45.34,1.82,1.69
2,45.3,2.8,2.8
2,45.34,0.9,0.86
2,45.33,0.67,0.67
2,45.33,0.88,0.85
2,45.32,0.98,0.94
2,45.32,1.47,1.38
2,45.31,0.98,0.94
2,45.3,8.64,6.25
2,45.3,0.99,0.95
2,45.3,1.7,1.7
2,45.3,0.4,0.4
4,45.3,0.3,0.3
2,45.3,0.4,0.4
2,45.3,0.4,0.4
2,45.3,2,2
2,45.3,0.75,0.73
2,45.29,0.29,0.29
2,45.29,0.47,0.47
6,45.29,0.42,0.42
2,45.28,0.23,0.23
2,45.27,0.59,0.59
2,45.26,0.22,0.22
2,45.26,2.08,1.9
2,45.26,3.35,2.92
2,45.3,2.5,2.5
2,45.25,0.73,0.73
2,45.25,1.66,1.55
2,45.2,0.8,0.8
2,45.24,0.4,0.4
2,45.24,0.22,0.22
2,45.23,1.46,1.37
2,45.22,0.92,0.88
2,45.21,1.92,1.92
2,45.21,1.82,1.82
2,45.2,0.46,0.46
2,45.2,0.68,0.68
2,45.2,0.76,0.74
2,45.19,0.22,0.22
2,45.2,1,1
2,45.19,0.84,0.81
2,45.18,0.34,0.34
2,45.17,1.7,1.58
2,45.17,1.58,1.48
2,45.16,0.25,0.25
6,45.16,0.77,0.77
2,45.16,0.78,0.75
2,45.16,4.56,3.8
2,45.15,1.12,1.12
6,45.15,0.23,0.23
2,45.15,0.64,0.64
2,45.15,1.06,1.01
2,45.14,0.21,0.21
2,45.14,0.51,0.51
2,45.13,0.89,0.86
2,45.1,0.7,0.7
2,45.12,0.28,0.28
2,45.1,1.67,1.56
2,45.1,0.35,0.35
2,45.1,8.06,8.06
2,45.1,0.3,0.3
2,45.1,0.3,0.3
2,45.1,6.25,4.89
2,45.09,0.8,0.77
2,45.09,0.4,0.4
4,45.1,3.4,3.4
2,45.07,0.5,0.5
2,45.1,2.2,2.2
2,45.07,2.72,2.43
2,45,0.9,0.9
2,45.04,0.8,0.77
2,45.04,1.03,1.03
2,45.03,0.47,0.47
2,45.03,0.57,0.57
2,45.03,1.03,0.99
2,45,0.7,0.7
2,45.02,0.99,0.95
2,45.02,1.67,1.55
2,45.01,0.76,0.76
2,45.01,0.25,0.25
2,45,2.93,2.59
2,45,1.5,1.5
6,45,0.2,0.2
2,45,0.3,0.3
2,45,2.25,2.05
2,45,2.37,2.15
2,44.99,0.23,0.23
2,44.99,0.65,0.65
2,44.99,1.57,1.57
2,44.98,0.23,0.23
2,44.97,0.8,0.77
6,44.97,0.28,0.28
2,44.97,1.19,1.13
2,44.97,0.85,0.82
2,45,1.2,1.2
2,44.96,0.29,0.29
2,44.95,0.66,0.66
2,44.95,7.74,5.76
2,44.94,1.79,1.65
2,44.92,0.74,0.72
2,44.92,0.2,0.2
2,44.92,1.04,0.99
2,44.91,5.53,4.44
2,44.9,0.9,0.9
2,44.91,0.76,0.73
2,44.91,3.17,2.78
2,44.91,4.35,3.65
2,44.9,0.25,0.25
6,44.9,0.2,0.2
2,44.9,4.24,3.57
2,44.9,3.52,3.04
2,44.89,0.73,0.71
6,44.89,0.36,0.36
2,44.89,0.88,0.85
2,44.89,0.62,0.6
6,44.89,0.85,0.85
2,44.88,1.2,1.14
2,44.88,0.46,0.46
2,44.88,1.86,1.86
2,44.9,1.4,1.4
2,44.9,0.8,0.8
2,44.86,0.23,0.23
2,44.86,0.72,0.72
2,44.86,0.66,0.64
2,44.86,1.35,1.27
2,44.85,0.28,0.28
2,44.85,0.22,0.22
2,44.85,0.88,0.85
2,44.85,1.44,1.36
2,44.85,3.82,3.27
2,44.85,0.67,0.67
2,44.84,0.41,0.41
2,44.84,0.49,0.48
2,44.84,1.76,1.63
2,44.84,0.23,0.23
2,44.8,2.1,1.9
2,44.84,1.09,1.04
2,44.83,0.24,0.24
2,44.83,0.78,0.75
2,44.83,0.84,0.84
2,44.83,0.6,0.6
2,44.82,1.45,1.45
2,44.82,0.29,0.29
2,44.82,0.29,0.29
2,44.8,0.74,0.74
2,44.79,0.24,0.24
2,44.79,1.76,1.63
2,44.78,0.57,0.57
2,44.78,0.2,0.2
2,44.78,0.61,0.59
2,44.77,0.74,0.72
2,44.77,0.86,0.86
2,44.76,0.55,0.55
2,44.76,0.26,0.26
2,44.76,1.08,1.03
2,44.76,0.86,0.83
2,44.75,0.7,0.68
2,44.8,2.9,2.9
2,44.74,0.29,0.29
2,44.74,0.57,0.57
2,44.74,0.57,0.57
2,44.74,1.48,1.39
2,44.74,1.57,1.46
2,44.73,2.83,2.51
2,44.73,0.84,0.84
2,44.73,2.44,2.44
2,44.73,0.53,0.53
2,44.73,0.21,0.21
2,44.73,0.32,0.32
2,44.72,2.04,1.87
6,44.72,0.43,0.43
2,44.72,0.66,0.66
2,44.72,0.56,0.55
2,44.72,0.55,0.53
2,44.71,0.72,0.72
2,44.71,0.34,0.34
2,44.71,3.35,2.91
2,44.7,0.31,0.31
2,44.7,0.97,0.93
6,44.69,1.07,1.02
2,44.69,1.05,1
2,44.69,0.46,0.46
2,44.68,0.81,0.81
2,44.68,2.45,2.21
2,44.66,1.47,1.38
2,44.66,0.97,0.93
2,44.66,0.73,0.71
2,44.65,0.48,0.47
2,44.7,3,3
2,44.63,0.56,0.55
2,44.63,0.46,0.46
2,44.63,1.25,1.25
2,44.63,0.79,0.76
2,44.62,1.44,1.44
2,44.61,0.99,0.95
2,44.61,1.71,1.59
2,44.6,0.3,0.3
2,44.6,0.4,0.4
2,44.6,1.36,1.28
2,44.59,0.71,0.69
2,44.59,2.32,2.1
2,44.59,0.62,0.62
2,44.59,0.23,0.23
2,44.59,0.55,0.54
2,44.58,1.17,1.11
2,44.58,0.25,0.25
2,44.58,1.48,1.38
6,44.58,0.22,0.22
2,44.57,0.82,0.79
2,44.57,0.33,0.33
2,44.56,0.98,0.94
2,44.56,0.49,0.49
2,44.56,1.01,1.01
2,44.56,1.4,1.32
2,44.55,0.51,0.51
2,44.55,0.23,0.23
2,44.55,4.35,3.64
2,44.54,0.88,0.85
2,44.54,1.37,1.29
2,44.53,4.09,3.46
2,44.52,0.67,0.67
2,44.52,2.88,2.55
2,44.51,0.76,0.76
2,44.5,0.45,0.45
2,44.5,0.4,0.4
2,44.5,2.99,2.64
2,44.49,0.68,0.68
2,44.48,2.37,2.14
2,44.48,1.15,1.1
2,44.5,0.9,0.9
2,44.47,0.25,0.25
2,44.46,1.31,1.24
2,44.5,18.4,18.4
2,44.5,0.3,0.3
2,44.45,0.54,0.53
2,44.44,1.17,1.11
2,44.4,1,1
2,44.43,0.2,0.2
2,44.43,1.94,1.78
2,44.4,1.7,1.7
2,44.4,5.5,5.5
2,44.42,1.25,1.19
2,44.42,0.76,0.74
2,44.41,0.3,0.3
2,44.41,0.45,0.45
2,44.41,1.01,1.01
2,44.41,0.37,0.37
2,44.4,3.7,3.2
2,44.4,7.5,7.5
2,44.4,0.78,0.76
2,44.4,0.83,0.8
6,44.4,0.9,0.9
2,44.4,0.3,0.3
2,44.4,0.2,0.2
2,44.4,1.2,1.2
2,44.4,1.19,1.13
2,44.4,3.05,2.68
2,44.39,3.58,3.08
2,44.39,4.39,3.67
2,44.39,2.33,2.11
2,44.38,1.08,1.03
2,44.37,0.56,0.56
2,44.37,0.42,0.42
2,44.37,1.32,1.24
2,44.35,0.77,0.77
2,44.4,1.4,1.4
2,44.35,1.28,1.21
2,44.34,5.96,4.7
2,44.34,2.92,2.92
2,44.33,0.22,0.22
2,44.33,0.28,0.28
2,44.33,0.86,0.86
2,44.32,4.8,3.95
2,44.31,4.11,3.47
2,44.31,0.54,0.54
2,44.3,0.82,0.79
6,44.3,0.3,0.3
2,44.3,2.89,2.89
2,44.29,2.09,1.91
2,44.28,1.05,1
2,44.28,1.12,1.06
2,44.27,0.23,0.23
2,44.27,4.15,3.49
2,44.26,0.39,0.39
2,44.26,0.74,0.71
2,44.26,2.42,2.18
2,44.25,2.11,1.93
2,44.24,0.93,0.89
2,44.24,0.24,0.24
2,44.2,1,1
2,44.23,1.14,1.08
2,44.23,2.55,2.28
2,44.22,2.08,1.9
2,44.22,1.09,1.04
2,44.22,5.17,4.19
2,44.22,0.91,0.87
2,44.21,0.68,0.66
2,44.2,0.82,0.82
2,44.2,1.1,1.1
2,44.2,0.85,0.85
2,44.2,0.3,0.3
6,44.19,0.84,0.81
2,44.2,0.3,0.3
2,44.18,0.8,0.8
2,44.18,1.52,1.43
2,44.17,1.2,1.14
2,44.17,1.09,1.04
2,44.2,5.1,4.2
2,44.16,0.87,0.84
2,44.2,4.8,4.8
2,44.16,0.41,0.41
2,44.15,0.21,0.21
2,44.15,0.25,0.25
2,44.14,0.52,0.52
2,44.14,1.22,1.16
2,44.14,0.21,0.21
2,44.14,2.46,2.21
2,44.13,1.63,1.52
2,44.12,0.76,0.74
2,44.12,0.54,0.54
2,44.12,0.57,0.55
2,44.12,3.16,2.77
2,44.1,1.35,1.28
2,44.1,5.9,5.9
2,44.1,1,1
2,44.1,4.2,3.5
2,44.1,0.62,0.62
2,44.1,1.17,1.11
2,44.09,0.98,0.94
2,44.09,0.55,0.55
2,44.09,0.4,0.4
2,44.09,0.74,0.72
2,44.08,0.23,0.23
2,44.08,3.29,2.86
2,44.07,1.41,1.33
2,44.07,0.2,0.2
2,44.06,0.84,0.81
2,44.06,1.19,1.13
2,44.05,1.16,1.1
2,44.05,0.61,0.61
2,44.04,2.3,2.09
2,44.04,0.91,0.91
2,44,4.2,3.5
2,44.03,6.38,4.95
2,44.02,0.22,0.22
2,44.02,1,1
2,44.02,7.13,5.39
2,44.01,1.2,1.14
2,44.01,0.86,0.86
2,44,5.32,4.28
2,44,0.25,0.25
2,44,0.38,0.38
2,44,0.74,0.74
2,44,0.41,0.41
2,44,0.5,0.5
2,43.99,0.24,0.24
2,43.99,1.34,1.26
2,43.99,1.86,1.72
2,43.98,2.97,2.62
2,43.97,0.9,0.87
2,43.97,0.91,0.87
2,43.97,3.94,3.34
2,43.96,0.26,0.26
2,43.96,0.69,0.69
6,43.96,0.36,0.36
2,43.96,0.48,0.48
2,43.96,0.84,0.84
2,43.95,3.09,2.71
2,43.94,0.41,0.41
2,43.94,0.7,0.7
2,43.94,1.35,1.27
2,43.93,0.2,0.2
2,43.93,1.1,1.04
2,43.93,0.25,0.25
2,43.9,5.8,5.8
6,43.92,1.63,1.52
6,43.9,1.4,1.4
2,43.92,6.56,5.05
2,43.92,1.48,1.39
2,43.91,0.65,0.63
2,43.91,0.68,0.68
2,43.91,1.66,1.54
4,43.9,0.3,0.3
2,43.9,0.3,0.3
2,43.9,0.4,0.4
2,43.89,2.59,2.32
2,43.89,1.32,1.32
2,43.89,2.51,2.25
2,43.88,0.64,0.63
2,43.88,0.11,0.11
2,43.88,0.43,0.43
2,43.87,3.31,2.88
2,43.87,1.63,1.52
2,43.86,0.88,0.85
4,43.9,1,0.9
2,43.86,0.76,0.76
2,43.86,4.57,4.57
2,43.86,1.3,1.23
2,43.85,0.44,0.44
2,43.85,0.51,0.5
2,43.84,2.18,1.98
2,43.8,0.7,0.7
2,43.84,0.96,0.92
2,43.83,1.54,1.44
2,43.83,0.24,0.24
2,43.82,0.7,0.68
2,43.82,0.37,0.37
2,43.82,1.19,1.19
2,43.81,1.32,1.25
2,43.81,4.74,3.9
2,43.8,3,2.7
2,43.8,8.45,6.1
2,43.8,5.3,5.3
2,43.8,0.3,0.3
2,43.8,0.2,0.2
2,43.8,4.7,4.7
2,43.8,0.32,0.32
2,43.79,0.39,0.39
2,43.78,3.47,2.99
4,43.78,1.48,1.39
2,43.77,0.21,0.21
2,43.76,0.46,0.46
2,43.76,2.16,1.97
2,43.74,0.37,0.37
2,43.73,1.53,1.43
2,43.7,1.5,1.5
2,43.73,0.95,0.91
2,43.73,0.66,0.64
2,43.72,6.73,5.15
2,43.72,0.95,0.95
2,43.72,0.61,0.59
2,43.71,0.6,0.58
2,43.7,0.55,0.53
2,43.7,1.67,1.55
2,43.7,0.4,0.4
2,43.7,1.71,1.71
2,43.7,0.85,0.82
2,43.69,2.28,2.06
2,43.69,0.34,0.34
2,43.69,0.89,0.89
6,43.68,0.17,0.17
2,43.7,4.1,4.1
2,43.67,0.9,0.86
2,43.66,0.8,0.77
2,43.66,0.34,0.34
2,43.66,0.87,0.84
2,43.65,0.73,0.71
2,43.65,0.75,0.73
2,43.65,2.85,2.52
2,43.65,2.97,2.62
2,43.63,2.06,1.88
2,43.63,0.78,0.76
2,43.63,0.6,0.59
2,43.63,2.03,1.86
2,43.62,0.9,0.86
2,43.62,0.14,0.14
2,43.62,2.44,2.19
2,43.6,6.8,6.8
2,43.6,2.86,2.53
2,43.6,1.69,1.57
2,43.6,0.5,0.5
2,43.6,0.6,0.6
2,43.6,0.52,0.52
2,43.6,0.23,0.23
2,43.58,0.23,0.23
2,43.57,0.41,0.41
2,43.57,0.22,0.22
2,43.56,1.95,1.79
2,43.54,0.69,0.69
2,43.54,0.62,0.62
2,43.54,1.24,1.24
2,43.53,1.27,1.2
2,43.53,4.19,3.51
2,43.53,0.22,0.22
2,43.52,1.01,0.97
2,43.52,1.07,1.07
2,43.52,0.62,0.6
2,43.51,1.38,1.29
2,43.51,0.27,0.27
2,43.5,0.44,0.44
2,43.5,0.94,0.94
2,43.5,0.75,0.73
2,43.5,1.01,0.96
2,43.5,0.58,0.56
2,43.5,0.63,0.63
2,43.49,1.31,1.24
2,43.5,2.9,2.6
2,43.49,1.53,1.43
2,43.48,0.27,0.27
2,43.48,2.85,2.52
2,43.48,2.45,2.2
2,43.47,3.89,3.3
2,43.47,2.44,2.19
2,43.5,0.7,0.7
2,43.5,0.7,0.7
2,43.47,1.19,1.13
2,43.46,0.47,0.47
2,43.46,2.5,2.24
2,43.5,0.8,0.8
2,43.46,1.37,1.29
2,43.45,1.2,1.2
2,43.44,0.38,0.38
2,43.4,1.7,1.7
2,43.44,1.23,1.17
2,43.4,6.5,5
2,43.43,1.2,1.13
2,43.42,0.57,0.57
2,43.41,0.9,0.87
4,43,2,2
2,43.39,3.33,2.89
2,43.38,0.56,0.56
2,43.38,7.88,5.78
2,43.37,0.61,0.61
6,43.36,0.23,0.23
2,43.35,3.46,2.98
2,43.34,1.94,1.78
2,43.34,0.21,0.21
2,43.34,3.26,2.83
2,43.34,0.51,0.5
2,43.33,1.64,1.53
2,43.32,0.49,0.49
2,43.32,2.68,2.39
2,43.31,0.22,0.22
2,43.31,0.69,0.69
2,43.3,1.07,1.07
2,43.3,0.4,0.4
2,43.3,0.24,0.24
2,43.3,0.95,0.95
2,43.29,0.75,0.72
2,43.29,0.47,0.47
2,43.29,1.45,1.36
2,43.28,0.24,0.24
2,43.27,1.55,1.45
2,43.26,0.23,0.23
2,43.26,0.56,0.55
2,43.24,0.75,0.73
2,43.24,1.73,1.6
2,43.23,0.67,0.67
2,43.23,1.26,1.26
2,43.23,0.34,0.34
2,43.21,4.61,4.61
6,43.2,0.9,0.9
2,43.2,0.45,0.45
2,43.2,0.8,0.8
2,43.2,0.8,0.8
2,43.19,1.05,1
2,43.19,0.64,0.64
2,43.19,0.2,0.2
2,43.19,1.42,1.33
2,43.19,0.83,0.83
2,43.19,0.6,0.58
2,43.19,2.33,2.1
2,43.19,0.32,0.32
2,43.18,1.73,1.6
2,43.18,0.64,0.63
2,43.17,0.72,0.7
2,43.15,0.47,0.47
6,43.15,0.54,0.54
2,43.1,3,2.6
2,43.15,0.58,0.58
2,43.14,0.63,0.61
2,43.1,9.2,6.5
2,43.12,1.13,1.13
2,43.11,0.26,0.26
2,43.11,0.6,0.6
2,43.11,0.3,0.3
2,43.11,1.69,1.57
2,43.1,6.7,5.11
2,43.1,1.34,1.26
2,43.1,0.3,0.3
2,43.09,2.81,2.48
2,43.09,1.26,1.26
2,43.09,1.11,1.06
2,43.08,0.98,0.94
2,43.06,0.85,0.81
2,43.06,1.18,1.12
2,43.1,0.3,0.3
2,43.1,4.6,3.8
2,43.06,3.32,2.88
2,43.06,0.64,0.64
2,43.05,0.32,0.32
2,43.03,0.51,0.51
2,43,1.5,1.5
2,43.02,0.84,0.84
6,43,0.31,0.31
2,43,1.54,1.43
2,43,4,4
2,42.99,0.4,0.4
2,42.98,0.66,0.66
2,42.97,0.49,0.49
2,43,2,2
2,42.97,1.01,1.01
2,42.97,0.27,0.27
2,42.96,1.09,1.04
2,42.96,0.75,0.72
2,42.96,0.26,0.26
2,42.95,1.17,1.17
2,42.94,7.79,5.71
2,42.94,1.07,1.02
2,42.93,2.84,2.5
2,42.92,1.31,1.24
2,42.92,2.54,2.27
2,42.91,0.23,0.23
2,42.91,1.07,1.02
2,42.91,3.69,3.15
2,42.91,1.47,1.37
2,42.9,0.81,0.79
2,42.9,1.54,1.44
2,42.9,0.3,0.3
2,42.9,0.2,0.2
2,42.89,0.82,0.79
2,42.88,0.61,0.6
2,42.88,1.53,1.43
2,42.87,0.7,0.68
2,42.87,0.38,0.38
2,42.86,3.91,3.31
2,42.84,0.75,0.73
6,42.84,0.97,0.97
2,42.8,0.9,0.9
2,42.84,1.07,1.02
2,42.83,0.34,0.34
2,42.83,0.5,0.5
2,42.82,4.43,3.67
2,42.82,0.98,0.98
2,42.82,0.48,0.47
2,42.82,2.21,2.01
2,42.81,0.28,0.28
2,42.8,0.35,0.35
2,42.79,0.96,0.92
2,42.79,0.5,0.5
2,42.78,0.82,0.82
2,42.78,0.3,0.3
2,42.8,3.4,2.9
2,42.77,0.64,0.63
2,42.77,0.93,0.89
2,42.76,1.26,1.19
2,42.76,1.05,1
2,42.75,3.9,3.3
4,42.8,1.1,1.1
2,42.74,0.66,0.66
2,42.7,1.6,1.6
2,42.74,0.91,0.87
2,42.7,2.2,2.2
2,42.73,2.7,2.39
2,42.72,0.18,0.18
2,42.72,0.39,0.39
2,42.72,5.87,4.6
2,42.72,0.21,0.21
2,42.7,0.41,0.41
2,42.69,1,1
2,42.69,1.02,0.97
2,42.7,4,4
2,42.7,5,5
2,42.69,2.46,2.46
2,42.69,8.76,6.21
2,42.69,0.48,0.48
2,42.69,1.46,1.46
2,42.7,2.2,2.2
2,42.66,0.79,0.76
2,42.66,1.15,1.09
2,42.66,0.3,0.3
2,42.66,1.21,1.15
2,42.65,1.77,1.63
2,42.65,0.98,0.98
2,42.65,0.51,0.51
2,42.65,0.32,0.32
2,42.65,0.24,0.24
2,42.65,0.68,0.66
2,42.64,0.79,0.79
2,42.63,2.35,2.35
2,42.63,0.86,0.86
2,42.62,0.25,0.25
2,42.61,0.74,0.71
6,42.6,0.2,0.2
2,42.6,0.21,0.21
2,42.6,4.9,4.9
2,42.58,0.79,0.79
2,42.58,0.26,0.26
2,42.57,0.63,0.63
6,42.57,0.27,0.27
2,42.57,0.72,0.7
2,42.57,1.95,1.78
2,42.56,0.9,0.86
2,42.56,2.84,2.51
2,42.6,6.8,5.1
2,42.55,0.85,0.82
2,42.55,0.89,0.86
2,42.55,1.89,1.74
2,42.55,1.32,1.24
2,42.54,1.56,1.45
6,42.53,0.25,0.25
2,42.53,2.47,2.21
2,42.52,2.25,2.04
2,42.52,0.78,0.75
2,42.52,0.25,0.25
2,42.52,6.59,5.03
2,42.51,0.29,0.29
2,42.5,0.4,0.4
2,42.5,2.5,2.24
2,42.5,0.3,0.3
2,42.48,1.2,1.14
2,42.48,1.18,1.12
2,42.48,0.19,0.19
2,42.5,2.6,2.6
2,42.5,2.7,2.7
2,42.48,0.63,0.61
2,42.48,0.42,0.42
2,42.47,0.68,0.68
2,42.47,0.35,0.35
2,42.46,1.79,1.65
2,42.46,2.29,2.07
2,42.46,0.7,0.68
2,42.46,0.86,0.82
2,42.46,0.33,0.33
2,42.45,1.28,1.21
2,42.45,1.11,1.11
2,42.45,0.51,0.5
2,42.44,0.61,0.61
2,42.44,0.62,0.62
2,42.4,0.9,0.9
2,42.42,2.02,1.85
2,42.42,0.58,0.58
2,42.41,0.82,0.82
2,42.41,1.28,1.21
2,42.4,0.74,0.71
2,42.4,0.3,0.3
2,42.39,3.39,2.92
2,42.38,0.52,0.52
2,42.38,0.47,0.47
2,42.38,6.19,4.79
2,42.38,2.91,2.56
2,42.37,0.51,0.5
2,42.37,4.08,3.42
2,42.35,0.69,0.67
2,42.35,0.98,0.98
2,42.34,1.33,1.25
2,42.33,0.95,0.91
2,42.33,1.23,1.17
2,42.3,1.2,1.2
2,42.32,0.19,0.19
2,42.32,2.97,2.6
2,42.32,1.2,1.14
2,42.32,0.9,0.9
2,42.32,0.55,0.54
2,42.31,0.53,0.51
2,42.3,0.25,0.25
2,42.3,1.55,1.55
2,42.3,0.29,0.29
2,42.3,0.7,0.68
2,42.3,0.19,0.19
2,42.3,0.82,0.79
2,42.29,0.64,0.62
2,42.29,0.2,0.2
2,42.3,0.7,0.7
2,42.28,1.89,1.73
2,42.28,5.15,4.14
2,42.28,1.66,1.54
2,42.28,3.67,3.13
2,42.27,0.52,0.52
2,42.27,0.8,0.77
2,42.25,0.23,0.23
2,42.24,0.21,0.21
2,42.24,2.21,2
2,42.24,0.79,0.76
2,42.24,3.11,2.71
2,42.24,0.3,0.3
2,42.23,0.64,0.64
2,42.23,1.92,1.76
2,42.23,11.86,11.86
2,42.23,0.49,0.48
2,42.22,0.41,0.41
2,42.22,0.89,0.85
2,42.22,1.45,1.36
2,42.2,2,2
2,42.2,0.24,0.24
2,42.2,0.21,0.21
2,42.2,5.8,4.6
2,42.19,0.84,0.81
2,42.17,0.21,0.21
2,42.17,2.9,2.55
2,42.17,1.17,1.11
2,42.16,0.2,0.2
2,42.2,0.3,0.3
2,42.16,1.27,1.2
2,42.1,8.5,6.1
2,42.14,0.8,0.8
2,42.14,0.62,0.6
2,42.14,1.04,0.99
2,42.14,0.8,0.8
2,42.1,1.8,1.8
2,42.1,3.1,2.7
2,42.13,1.65,1.65
6,42.12,1.22,1.22
2,42.1,0.7,0.67
2,42.1,0.68,0.66
2,42.1,4.8,3.9
2,42.1,1.56,1.45
2,42.07,3.74,3.17
2,42.07,0.42,0.42
2,42.07,1.21,1.21
2,42.06,1.5,1.4
2,42.04,0.95,0.95
2,42.03,2.3,2.07
2,42,13.4,8.2
2,42.01,0.17,0.17
2,42,4.3,3.6
2,42,1.95,1.79
2,42,0.4,0.4
2,42,0.77,0.77
2,42,0.29,0.29
2,42,0.35,0.35
2,41.99,0.11,0.11
2,41.99,1.15,1.09
2,41.99,0.25,0.25
2,41.99,0.21,0.21
2,41.99,0.21,0.21
2,41.99,6.9,5.19
2,41.98,0.29,0.29
2,41.96,0.7,0.68
2,41.96,0.78,0.75
2,41.96,2.9,2.55
2,41.96,1.1,1.05
2,41.96,0.74,0.72
2,41.95,0.49,0.49
2,41.94,0.5,0.49
2,41.93,1.09,1.04
2,41.92,0.61,0.61
2,41.9,1.2,1.2
2,41.91,0.2,0.2
2,41.9,5.22,4.18
2,41.89,2.22,2.01
2,41.89,0.47,0.47
2,41.88,4,3.36
2,41.88,1.47,1.37
2,41.88,0.47,0.46
2,41.88,2.52,2.25
2,41.88,0.94,0.9
2,41.87,5.21,4.17
2,41.87,1.25,1.25
2,41.86,0.96,0.96
6,41.86,0.32,0.32
2,41.86,1.05,1
2,41.86,0.2,0.2
2,41.85,0.19,0.19
2,41.85,0.67,0.67
2,41.84,1.15,1.09
2,41.84,13.42,13.42
2,41.84,0.2,0.2
2,41.84,0.21,0.21
2,41.83,2.19,1.98
2,41.83,0.54,0.54
2,41.81,0.78,0.75
2,41.8,2,2
2,41.81,0.7,0.7
2,41.81,3.01,2.63
2,41.8,1.2,1.2
2,41.8,1.4,1.4
2,41.79,0.7,0.67
2,41.79,0.23,0.23
2,41.79,0.5,0.49
2,41.79,0.87,0.84
2,41.77,1.84,1.69
2,41.8,4.6,4.6
2,41.8,2.1,2.1
2,41.76,0.54,0.54
2,41.76,6.16,4.76
2,41.76,0.2,0.2
2,41.76,1.73,1.6
2,41.75,0.54,0.54
2,41.73,0.72,0.69
2,41.72,2.16,1.96
2,41.72,1.33,1.25
2,41.72,5.05,4.06
2,41.71,0.28,0.28
2,41.71,1.21,1.15
2,41.7,0.82,0.79
2,41.7,2.62,2.33
2,41.7,0.35,0.35
4,41.7,0.29,0.29
2,41.7,0.4,0.4
2,41.68,0.76,0.73
2,41.67,2.35,2.12
2,41.66,2.23,2.01
2,41.7,11.5,11.5
2,41.66,2.28,2.05
2,41.64,0.52,0.52
2,41.63,0.2,0.2
2,41.63,0.46,0.46
2,41.61,5.75,4.5
2,41.61,0.2,0.2
2,41.61,0.64,0.64
2,41.61,0.59,0.59
2,41.61,0.53,0.53
2,41.61,1.2,1.13
2,41.6,0.78,0.75
2,41.6,0.65,0.63
2,41.59,0.58,0.56
2,41.57,0.19,0.19
2,41.56,0.76,0.73
2,41.6,1.3,1.3
2,41.54,0.86,0.83
2,41.53,1.17,1.1
2,41.53,0.94,0.9
2,41.5,1.9,1.9
2,41.52,0.48,0.48
6,41.51,0.2,0.2
2,41.51,0.29,0.29
2,41.51,0.75,0.72
2,41.5,6.5,4.9
2,41.5,0.6,0.6
2,41.5,1.94,1.78
2,41.48,1.64,1.52
2,41.47,0.77,0.74
2,41.46,0.53,0.53
2,41.44,4.28,3.55
2,41.43,0.64,0.62
2,41.41,0.53,0.52
2,41.4,2.27,2.04
2,41.4,1.38,1.3
2,41.4,0.4,0.4
2,41.39,0.44,0.44
2,41.39,0.78,0.75
2,41.39,0.25,0.25
2,41.39,1.39,1.3
2,41.39,3.28,2.83
2,41.38,0.2,0.2
2,41.38,1.75,1.61
2,41.38,0.56,0.55
2,41.35,1.34,1.25
2,41.35,1.02,0.97
2,41.4,1.6,1.6
2,41.35,0.28,0.28
2,41.34,0.24,0.24
2,41.34,1.32,1.24
2,41.34,0.13,0.13
2,41.33,2.9,2.54
2,41.33,0.96,0.96
2,41.32,0.25,0.25
2,41.32,1.22,1.15
2,41.31,0.72,0.7
6,41.31,1.61,1.61
2,41.3,1.4,1.31
2,41.3,0.72,0.72
2,41.3,0.25,0.25
6,41.3,1.6,1.6
2,41.3,0.86,0.86
2,41.3,6.59,5
2,41.29,0.19,0.19
2,41.3,1.7,1.7
2,41.28,0.26,0.26
6,41.28,0.91,0.87
2,41.26,0.79,0.76
2,41.3,2.3,2.1
2,41.25,0.89,0.85
2,41.23,0.23,0.23
2,41.23,1.06,1.06
2,41.23,1.28,1.21
2,41.22,0.52,0.51
2,41.21,6.71,5.06
2,41.21,2.56,2.28
2,41.21,0.76,0.73
2,41.2,0.66,0.66
2,41.2,0.4,0.4
2,41.2,3.2,2.7
2,41.19,0.19,0.19
2,41.18,0.85,0.85
2,41.18,0.33,0.33
2,41.18,0.7,0.68
2,41.17,1.07,1.02
2,41.17,0.59,0.57
2,41.16,0.26,0.26
2,41.16,1.01,1.01
2,41.16,0.22,0.22
2,41.15,1.22,1.15
2,41.14,0.6,0.58
2,41.1,2.3,2.3
2,41.13,0.81,0.78
2,41.13,4.53,3.72
2,41.12,0.74,0.71
2,41.11,1.2,1.14
2,41.1,0.2,0.2
2,41.1,0.4,0.4
2,41.1,0.2,0.2
2,41.09,0.9,0.86
2,41.1,5.2,5.2
2,41.07,1.11,1.05
