Type,12C/13C,errplus12C13C,errminus12C13C
6,94.69,0.6,0.6
2,94.64,0.68,0.68
2,94.64,1.04,1.04
2,94.61,16.08,16.08
2,94.61,2.22,2.12
2,94.6,0.75,0.75
2,94.49,2.99,2.81
2,94.47,1.44,1.44
2,94.47,1.91,1.91
6,94.44,0.56,0.56
2,94.44,3.55,3.55
2,94.41,3.08,3.08
2,94.4,3.9,3.9
4,94.4,2.7,2.5
2,94.41,2.44,2.32
2,94.4,0.6,0.6
2,94.36,1.5,1.5
2,94.33,7.21,6.26
2,94.31,3.28,3.28
2,94.28,3.82,3.53
2,94.2,28.3,17.7
2,94.15,1.19,1.19
2,94.12,0.49,0.49
2,94.11,0.84,0.84
2,94.1,2.6,2.6
2,94.08,1.89,1.89
2,94.05,0.89,0.89
2,94.01,1.52,1.52
2,94,1,1
2,94,0.5,0.5
4,93.99,6.28,5.54
2,94,0.8,0.8
2,93.96,1.74,1.74
2,93.93,1.3,1.3
6,93.9,4.36,4.36
2,93.9,0.6,0.6
2,93.85,1.52,1.47
6,93.8,0.7,0.7
2,93.78,1.62,1.62
2,93.77,3.7,3.43
2,93.75,1.24,1.24
6,93.73,1.96,1.96
2,93.7,1.5,1.5
2,93.7,8.2,8.2
2,93.67,4.41,4.41
2,93.65,0.55,0.55
2,93.64,2.24,2.24
2,93.64,1.58,1.58
2,93.63,6.84,5.97
2,93.56,0.49,0.49
2,93.55,2.15,2.15
2,93.55,1.66,1.66
2,93.55,2.24,2.24
2,93.5,4,4
2,93.5,0.75,0.75
6,93.5,0.6,0.6
2,93.49,1.49,1.49
2,93.48,0.58,0.58
2,93.47,1.12,1.12
2,93.46,0.59,0.59
2,93.46,0.63,0.63
2,93.45,4.02,4.02
2,93.45,5.92,5.26
4,93,12,9
2,93.4,11.7,9.4
2,93.4,1.1,1.1
2,93.37,0.39,0.39
2,93.37,1.11,1.11
2,93.37,1.65,1.65
2,93.37,3.89,3.89
2,93.34,1.11,1.08
2,93.33,1.38,1.38
2,93.32,1.61,1.55
2,93.28,1.22,1.22
2,93.27,0.49,0.49
2,93.22,0.54,0.54
2,93.21,1.3,1.26
2,93.2,0.9,0.9
2,93.2,1.5,1.5
2,93.2,0.7,0.7
2,93.18,2.16,2.16
2,93.17,0.58,0.58
2,93.17,0.49,0.49
2,93.16,2.98,2.98
2,93.13,2.04,2.04
2,93.1,3.5,3.5
2,93.1,0.6,0.6
2,93.09,1.88,1.88
2,93.04,1.03,1.01
2,93.03,0.55,0.55
2,93,6.3,6.3
2,93.01,1,1
2,93,1,1
6,93,0.6,0.6
2,92.98,0.58,0.58
2,92.98,0.39,0.39
2,92.91,6.74,6.74
2,92.91,4.25,4.25
2,92.88,0.39,0.39
2,92.88,0.58,0.58
2,92.88,3.82,3.53
2,92.83,1.08,1.08
6,92.82,4.08,4.08
2,92.82,0.98,0.98
2,92.8,0.6,0.6
2,92.78,0.52,0.52
2,92.73,19.03,19.03
2,92.73,0.25,0.25
2,92.73,1.19,1.19
2,92.73,2.71,2.71
2,92.7,0.7,0.7
2,92.64,1.06,1.06
2,92.64,3.27,3.27
2,92.63,12.23,12.23
6,92.6,5.5,5.5
2,92.6,1.6,1.6
2,92.6,0.7,0.7
2,92.59,0.48,0.48
2,92.57,1.35,1.35
2,92.55,1.08,1.08
2,92.55,1.22,1.22
2,92.55,1.44,1.44
2,92.51,1.15,1.15
2,92.51,1.29,1.29
2,92.49,1.79,1.73
2,92.47,1.8,1.8
2,92.46,2.25,2.25
2,92.46,1.49,1.49
2,92.46,2.53,2.53
2,92.45,2.41,2.41
2,92.45,1.63,1.63
4,92.4,1.1,1.1
2,92.41,1.74,1.74
2,92.41,0.5,0.5
2,92.4,0.48,0.48
2,92.4,1.9,1.9
2,92.4,0.8,0.8
2,92.37,2.12,2.12
2,92.37,1.34,1.34
2,92.4,10,10
2,92.33,1.16,1.16
2,92.32,20.37,20.37
2,92.3,0.7,0.7
2,92.27,0.95,0.95
2,92.25,2.39,2.39
2,92.22,1.44,1.4
2,92.2,0.8,0.8
2,92.2,1.11,1.11
2,92.2,2.83,2.83
2,92.2,1.18,1.18
2,92.16,1.18,1.18
2,92.11,2.33,2.33
2,92.11,2.26,2.26
2,92.1,1.4,1.4
2,92.08,0.52,0.52
2,92.02,0.95,0.95
2,91.97,0.53,0.53
2,91.9,0.6,0.6
2,91.93,1.23,1.23
2,91.92,3.7,3.7
2,91.89,2.48,2.35
2,91.84,1.97,1.97
2,91.8,0.5,0.5
2,91.83,0.47,0.47
2,91.83,0.47,0.47
2,91.8,4.4,4.4
2,91.8,0.6,0.6
2,91.79,2.62,2.48
2,91.76,3.33,3.1
2,91.76,0.54,0.54
2,91.74,1.51,1.51
2,91.72,4.84,4.38
2,91.7,4.9,4.9
2,91.7,1.2,1.2
2,91.7,0.6,0.6
2,91.69,2.6,2.6
2,91.69,3.46,3.22
4,91.6,6.4,6.4
2,91.62,4.4,4.4
2,91.6,6.5,6.5
2,91.61,2.55,2.42
2,91.6,5.8,5.8
2,91.6,0.6,0.6
2,91.6,0.7,0.7
2,91.6,1,1
2,91.58,2.45,2.45
2,91.58,1.04,1.04
2,91.6,7.6,7.6
2,91.55,0.56,0.56
2,91.5,19.7,13.8
2,91.51,9.79,8.06
2,91.5,1.6,1.6
2,91.5,4,4
2,91.48,1.06,1.03
2,91.46,1.39,1.35
4,91.46,9.03,7.54
2,91.42,0.47,0.47
2,91.41,15.32,15.32
2,91.4,1.14,1.14
4,91.38,3.85,3.55
2,91.38,5.02,5.02
2,91.36,21.07,21.07
2,91.32,1.15,1.15
2,91.3,5.5,5.5
6,91.3,14,14
2,91.28,3.57,3.57
2,91.25,1.64,1.64
2,91.24,5.63,5.63
2,91.24,6.08,6.08
2,91.23,0.33,0.33
2,91.23,0.81,0.81
2,91.23,0.73,0.73
2,91.23,1.1,1.1
4,91.22,0.56,0.56
2,91.22,0.96,0.96
2,91.21,2.74,2.74
2,91.2,0.49,0.49
2,91.18,2.89,2.71
2,91.18,0.64,0.64
2,91.1,0.6,0.6
2,91.14,5.74,5.74
2,91.14,1.45,1.41
2,91.1,22.2,22.2
2,91.1,1.5,1.5
2,91.1,0.7,0.7
6,91.1,0.6,0.6
2,91.08,0.45,0.45
6,91.06,0.95,0.95
2,91.06,2.31,2.31
2,91.05,10.47,8.51
2,91.04,1.11,1.11
2,91.03,1.1,1.1
2,91.03,13.06,13.06
2,91,0.6,0.6
2,90.99,1.5,1.5
2,91,11.5,9.2
2,90.97,1.84,1.84
2,90.96,2.34,2.34
2,90.95,2.08,2.08
2,90.9,0.6,0.6
2,90.9,1,1
2,90.88,0.82,0.82
2,90.87,13.8,13.8
2,90.85,6.55,5.73
2,90.8,0.7,0.7
2,90.8,0.8,0.8
2,90.8,0.93,0.93
2,90.8,1.24,1.24
2,90.8,0.6,0.6
2,90.77,3.36,3.36
2,90.75,2.06,1.97
2,90.75,4.27,3.9
2,90.72,1.44,1.4
2,90.7,1.1,1.1
2,90.7,0.8,0.8
2,90.7,1.6,1.6
2,90.68,12.12,12.12
2,90.67,1.75,1.75
2,90.7,0.7,0.7
2,90.61,1.5,1.46
2,90.6,2.14,2.04
2,90.6,1.61,1.56
2,90.6,1.3,1.3
2,90.6,1,1
2,90.57,2.23,2.23
2,90.54,0.39,0.39
2,90.54,1.42,1.42
2,90.54,1.16,1.16
2,90.52,1.04,1.04
2,90.52,0.65,0.65
2,90.5,3,3
2,90.5,0.6,0.6
2,90.5,1,1
2,90.5,8.1,6.9
2,90.45,2.78,2.78
2,90.45,1.56,1.56
2,90.44,0.55,0.55
2,90.44,4.6,4.6
2,90.42,7.65,6.54
2,90.4,0.6,0.6
2,90.4,0.7,0.7
2,90.4,1,1
2,90.4,0.65,0.65
2,90.39,3.36,3.36
2,90.36,0.44,0.44
2,90.35,1.54,1.54
2,90.3,1.8,1.8
2,90.3,1,1
2,90.3,0.6,0.6
2,90.3,1.47,1.47
2,90.29,9.55,9.55
2,90.28,0.74,0.74
2,90.28,0.62,0.62
4,90,8,7
2,90.2,1,1
2,90.23,2.4,2.28
2,90.22,1.55,1.55
2,90.21,2.49,2.49
2,90.2,0.5,0.5
2,90.2,1,1
2,90.2,0.6,0.6
2,90.2,0.82,0.82
2,90.17,2.07,2.07
2,90.14,0.64,0.64
2,90.11,1.65,1.65
2,90.1,3.2,3.2
2,90.07,4.83,4.83
2,90.06,2.41,2.28
2,90,0.5,0.5
2,90.03,1,1
2,90.03,1.09,1.09
2,90.03,1.38,1.38
6,90,0.57,0.57
2,90,0.4,0.4
2,90,1.5,1.5
2,90,0.7,0.7
2,89.97,2.11,2.11
2,89.96,1.76,1.7
2,89.94,3.19,3.19
2,89.94,0.91,0.91
2,89.94,0.68,0.68
2,89.91,15.74,15.74
2,89.9,1.1,1.1
2,89.9,0.7,0.7
2,89.9,0.8,0.8
2,89.9,1,1
2,89.9,0.8,0.8
2,89.9,0.6,0.6
2,89.9,1.3,1.3
2,89.86,1.05,1.05
2,89.84,0.42,0.42
2,89.84,1.53,1.53
2,89.83,0.64,0.64
2,89.82,0.64,0.64
2,89.81,3.68,3.4
2,89.8,0.8,0.8
2,89.78,34.12,34.12
2,89.77,1.54,1.54
2,89.76,1.27,1.27
2,89.7,0.6,0.6
6,89.72,0.52,0.52
2,89.7,1,1
2,89.7,1,1
2,89.69,0.63,0.63
2,89.67,1.78,1.78
2,89.66,7.54,7.54
2,89.66,0.63,0.63
2,89.65,0.64,0.64
2,89.61,3.48,3.48
2,89.61,1.06,1.06
6,89.6,1.2,1.2
2,89.6,0.6,0.6
2,89.6,0.9,0.9
2,89.6,0.8,0.8
2,89.6,0.74,0.74
2,89.59,15.4,11.46
2,89.53,9.54,9.54
6,89.52,2.5,2.5
2,89.5,1.1,1.1
2,89.5,1.3,1.3
2,89.5,0.6,0.6
2,89.5,1.3,1.3
2,89.44,1.02,1.02
2,89.44,2.66,2.66
2,89.44,3.22,3.22
2,89.44,3.84,3.84
2,89.4,0.7,0.7
2,89.39,2.29,2.18
2,89.36,2.77,2.77
4,89.35,3.61,3.34
2,89.31,4.2,4.2
2,89.3,1,1
2,89.3,0.6,0.6
2,89.3,0.6,0.6
2,89.3,1,1
2,89.3,1,1
2,89.2,19,13.3
2,89.2,0.8,0.8
2,89.2,0.8,0.8
2,89.2,1.1,1.1
2,89.19,7.81,7.81
2,89.19,2.18,2.18
2,89.15,1.03,1.03
2,89.1,1.3,1.3
2,89.1,0.9,0.9
2,89.1,1.1,1.1
2,89.1,1.2,1.2
2,89.1,0.7,0.7
2,89.1,1.1,1.1
2,89.1,1,1
4,89.08,2.38,2.38
2,89,5.1,5.1
2,89.03,0.85,0.85
2,89.03,0.78,0.78
2,89,0.7,0.7
2,89,1,1
2,89,0.7,0.7
2,89,0.7,0.7
2,89,0.8,0.8
2,89,0.6,0.6
2,89,1,1
2,89,0.9,0.9
2,88.95,2.77,2.77
2,88.94,0.72,0.72
2,88.94,1.03,1.03
2,88.94,2.33,2.33
2,88.93,1.25,1.25
2,88.91,4.36,3.97
6,88.9,1.5,1.5
4,88.9,5,5
2,88.9,1.8,1.8
4,88.9,1.2,1.2
2,88.9,0.8,0.8
2,88.9,0.7,0.7
2,88.9,0.9,0.9
2,88.9,1.1,1.1
2,88.89,0.47,0.47
2,88.88,2.16,2.16
2,88.87,0.63,0.63
2,88.87,0.59,0.59
2,88.86,0.7,0.7
2,88.86,1.97,1.89
2,88.83,0.86,0.86
2,88.8,0.7,0.7
2,88.8,0.7,0.7
2,88.8,0.5,0.5
2,88.78,0.64,0.64
2,88.8,8.4,8.4
2,88.7,0.9,0.9
2,88.7,1.2,1.2
2,88.7,1,1
2,88.7,0.6,0.6
2,88.7,0.6,0.6
2,88.7,0.5,0.5
2,88.7,0.7,0.7
2,88.7,0.9,0.9
2,88.65,1.61,1.61
2,88.6,0.7,0.7
2,88.6,0.9,0.9
2,88.6,0.6,0.6
2,88.59,1.61,1.55
2,88.53,1.28,1.24
2,88.53,0.59,0.59
2,88.53,2.35,2.35
6,88.53,0.82,0.82
2,88.53,1.38,1.38
2,88.5,0.8,0.8
2,88.5,0.4,0.4
6,88.47,0.51,0.51
2,88.45,0.87,0.87
2,88.44,1.79,1.72
2,88.4,0.8,0.8
2,88.4,0.9,0.9
2,88.4,0.7,0.7
2,88.4,0.7,0.7
2,88.39,0.68,0.68
2,88.38,0.96,0.96
2,88.4,15.4,15.4
2,88.37,1.33,1.33
2,88.36,2.44,2.31
2,88.3,1,1
2,88.3,0.6,0.6
2,88.3,0.7,0.7
2,88.3,1.2,1.2
2,88.3,0.8,0.8
2,88.3,0.6,0.6
2,88.3,0.5,0.5
6,88.3,0.5,0.5
2,88.3,0.7,0.7
2,88.3,10.8,8.7
4,88.3,1.9,1.8
2,88.26,1.13,1.13
2,88.25,1.23,1.23
2,88.25,3.17,2.95
2,88.25,18.92,18.92
2,88.23,1.68,1.68
2,88.2,1.7,1.7
2,88.21,3.02,3.02
2,88.2,0.6,0.6
2,88.2,0.6,0.6
2,88.2,0.5,0.5
2,88.2,1.63,1.63
2,88.19,5.59,5.59
2,88.14,7,7
2,88.1,1,1
2,88.1,0.6,0.6
2,88.1,0.7,0.7
2,88.1,0.8,0.8
2,88.1,2.34,2.22
2,88.1,3.7,3.7
2,88.06,3.14,2.93
2,88.05,1.44,1.44
2,88.04,1.53,1.53
2,88.01,1.27,1.27
2,88,0.9,0.9
2,88,0.9,0.9
2,88,0.8,0.8
2,88,1,1
2,88,0.8,0.8
6,88,0.7,0.7
2,88,1,1
2,88,0.7,0.7
2,88,0.5,0.5
4,88,1.04,1.04
2,88,1.38,1.38
2,87.96,0.59,0.59
2,87.9,1.6,1.6
2,87.9,0.6,0.6
2,87.9,0.8,0.8
2,87.9,1.2,1.2
2,87.9,1.16,1.16
2,87.9,7.2,7.2
2,87.88,1.2,1.2
2,87.88,1.95,1.95
2,87.88,4.17,4.17
2,87.86,0.49,0.49
2,87.85,1.41,1.36
2,87.83,3.55,3.28
2,87.8,1.1,1.1
2,87.8,0.6,0.6
6,87.8,1.79,1.79
2,87.76,2.11,2.11
4,87.75,6.45,5.63
2,87.7,1,1
2,87.7,1.3,1.3
2,87.7,0.7,0.7
2,87.7,0.7,0.7
2,87.7,0.6,0.6
2,87.7,0.6,0.6
6,87.64,1.08,1.08
2,87.64,1.45,1.45
2,87.63,0.5,0.5
2,87.6,10.2,10.2
2,87.61,3.24,3.02
2,87.6,0.9,0.9
2,87.6,1.1,1.1
2,87.6,0.6,0.6
2,87.6,2,2
2,87.58,1.21,1.21
2,87.54,1.05,1.05
2,87.5,1,1
2,87.5,0.8,0.8
2,87.5,0.9,0.9
2,87.5,0.6,0.6
2,87.5,0.6,0.6
2,87.5,1.2,1.2
2,87.5,0.5,0.5
4,87.47,2.29,2.18
2,87.47,1.39,1.35
2,87.4,22.6,14.9
2,87.4,1,1
2,87.4,0.9,0.9
2,87.38,1.19,1.16
2,87.35,0.62,0.62
2,87.35,5.66,5.01
2,87.34,4.51,4.09
2,87.32,1.38,1.38
2,87.32,1.25,1.25
2,87.3,1.4,1.4
2,87.3,0.6,0.6
2,87.3,0.6,0.6
2,87.3,0.7,0.7
2,87.3,0.6,0.6
2,87.3,0.7,0.7
2,87.3,1,1
6,87.3,0.46,0.46
2,87.2,1,1
2,87.24,1.28,1.28
2,87.22,0.48,0.48
6,87.21,0.52,0.52
4,87,4,3
2,87.18,6.46,5.63
2,87.15,2.36,2.36
2,87.11,3.47,3.47
2,87.11,16.59,12.01
2,87.1,0.8,0.8
2,87.1,0.8,0.8
2,87.1,0.5,0.5
2,87.08,1.28,1.28
2,87.08,1.13,1.13
2,87.08,0.75,0.75
2,87.07,4.79,4.79
2,87.06,4.5,4.08
2,87.06,0.45,0.45
2,87.03,1.06,1.06
2,87.02,6.22,6.22
2,87,3.72,3.72
2,87,1.68,1.68
2,87,0.9,0.9
2,87,0.6,0.6
2,86.98,0.41,0.41
2,86.97,0.51,0.51
2,86.94,3.8,3.8
2,86.92,0.32,0.32
2,86.92,0.77,0.77
2,86.92,2.19,2.19
2,86.92,1.81,1.81
6,86.92,1.27,1.27
2,86.92,1.74,1.74
2,86.9,1,1
2,86.9,1.3,1.3
2,86.9,0.7,0.7
2,86.89,2.64,2.64
2,86.87,1.03,1.03
2,86.86,0.51,0.51
2,86.84,3.3,3.3
2,86.8,1.2,1.2
2,86.8,1.2,1.2
2,86.77,0.62,0.62
2,86.76,1.65,1.65
2,86.76,1.4,1.4
2,86.74,2.09,2.09
2,86.74,2.93,2.93
2,86.74,1.3,1.3
2,86.73,5.58,5.58
2,86.7,0.7,0.7
2,86.7,0.9,0.9
2,86.7,0.9,0.9
2,86.7,0.5,0.5
2,86.68,1.36,1.36
2,86.67,0.49,0.49
2,86.7,4.1,4.1
2,86.6,6.5,6.5
2,86.64,0.91,0.91
2,86.6,1.8,1.8
2,86.63,3.32,3.09
2,86.62,1.58,1.58
2,86.62,26.62,16.49
6,86.61,2.24,2.24
2,86.61,1.59,1.59
2,86.59,1.69,1.69
2,86.58,1.08,1.06
2,86.51,1.48,1.48
2,86.5,1.2,1.2
7,86.49,1.16,1.16
2,86.49,0.89,0.89
2,86.45,2.04,1.95
2,86.45,2.33,2.33
6,86.45,0.7,0.7
2,86.41,5.86,5.16
2,86.4,0.9,0.9
2,86.4,0.4,0.4
2,86.4,0.6,0.6
2,86.37,2.54,2.54
2,86.36,0.61,0.61
2,86.35,1.58,1.58
2,86.32,1.91,1.91
2,86.32,4.08,4.08
2,86.3,1.75,1.75
2,86.3,1.1,1.1
2,86.3,0.9,0.9
2,86.3,1.2,1.2
2,86.3,0.7,0.7
2,86.3,0.8,0.8
2,86.27,0.43,0.43
6,86.22,1.47,1.47
2,86.22,1.02,1.02
2,86.22,2.57,2.57
2,86.22,5.06,5.06
2,86.17,0.8,0.8
2,86.15,1.72,1.65
2,86.15,1.25,1.21
2,86.1,1,1
2,86.1,1.1,1.1
2,86.1,0.7,0.7
2,86.06,8.92,8.92
2,86.05,2.21,2.1
2,86.05,1.14,1.14
2,86.04,0.94,0.94
2,86.03,10.27,10.27
2,86,1.5,1.5
2,86,1.6,1.6
2,86,0.6,0.6
2,85.99,1.28,1.28
2,85.95,3.16,3.16
2,85.95,0.62,0.62
2,85.91,3.09,3.09
2,85.91,3.17,2.95
2,85.9,1.2,1.2
4,85.9,6.5,6.5
2,85.9,0.5,0.5
2,85.9,0.6,0.6
2,85.89,4.45,4.04
2,85.85,1.43,1.43
2,85.83,2.57,2.57
2,85.8,0.6,0.6
2,85.8,0.7,0.7
2,85.8,0.5,0.5
2,85.76,2.99,2.8
2,85.75,1.03,1.03
2,85.74,2.09,2.09
2,85.74,3.9,3.58
2,85.71,1.88,1.88
2,85.71,1.29,1.29
2,85.69,2.78,2.61
2,85.68,0.53,0.53
2,85.68,1.79,1.79
2,85.6,0.55,0.55
6,85.6,0.84,0.84
2,85.6,0.7,0.7
2,85.6,0.7,0.7
2,85.6,0.6,0.6
2,85.6,0.9,0.9
2,85.6,2.08,2.08
2,85.6,1.41,1.41
6,85.6,3.3,3.3
2,85.48,5.93,5.93
2,85.48,1.06,1.06
2,85.46,1,1
6,85.45,0.28,0.28
2,85.42,5.15,4.59
2,85.4,1.9,1.9
2,85.4,0.5,0.5
2,85.4,0.5,0.5
2,85.4,2.1,2.1
2,85.3,0.41,0.41
6,85.29,0.49,0.49
2,85.29,2.66,2.66
2,85.27,0.4,0.4
6,85.27,0.53,0.53
2,85.26,9.35,7.67
2,85.26,3.52,3.52
2,85.24,13.07,13.07
2,85.24,5.05,4.52
2,85.24,3.25,3.25
2,85.23,0.92,0.92
2,85.22,1.07,1.07
6,85.2,1.3,1.3
2,85.2,1.2,1.2
2,85.2,0.7,0.7
2,85.2,0.4,0.4
2,85.2,2.44,2.44
2,85.2,2.6,2.6
2,85.15,0.54,0.54
2,85.14,1.21,1.21
2,85.14,1.06,1.06
2,85.11,11.67,11.67
2,85.1,0.6,0.6
2,85.07,0.53,0.53
2,85.02,0.45,0.45
4,85,1.21,1.21
2,85,0.8,0.8
2,85,0.8,0.8
2,85,0.5,0.5
2,85,7,6
2,84.99,0.86,0.86
2,84.99,0.85,0.85
2,84.94,1.34,1.34
2,84.9,11.3,11.3
2,84.92,3.69,3.69
2,84.91,1.49,1.44
2,84.9,2.32,2.2
2,84.9,1.4,1.4
2,84.9,0.9,0.9
2,84.86,1.96,1.96
2,84.85,1.76,1.69
2,84.84,0.6,0.6
2,84.82,1.82,1.75
2,84.74,1.02,0.99
2,84.7,0.73,0.73
2,84.7,1.8,1.8
2,84.7,0.5,0.5
2,84.68,0.54,0.54
2,84.68,0.6,0.6
2,84.62,0.56,0.56
2,84.62,2.53,2.53
2,84.57,2.42,2.42
2,84.57,3.83,3.51
4,84.56,0.92,0.92
2,84.5,1.5,1.5
2,84.47,2.71,2.71
2,84.47,0.49,0.49
2,84.44,1.62,1.62
2,84.42,0.4,0.4
2,84.4,1.8,1.8
4,84.4,6.8,5.9
2,84.4,0.98,0.98
2,84.4,0.7,0.7
2,84.39,0.98,0.98
2,84.33,7.51,6.38
2,84.33,1.12,1.12
2,84.32,1.03,1.03
2,84.32,1.28,1.28
2,84.32,0.84,0.84
2,84.31,0.99,0.99
2,84.3,0.6,0.6
4,84.3,0.9,0.9
2,84.25,1.73,1.73
2,84.24,1.27,1.27
2,84.2,0.6,0.6
2,84.2,0.8,0.8
2,84.2,0.9,0.9
2,84.17,1.03,1.03
6,84.17,1.29,1.29
2,84.16,3.37,3.37
2,84.2,2.6,2.6
2,84.1,0.5,0.5
2,84.1,1.6,1.6
2,84.1,0.7,0.7
2,84.06,1.21,1.21
2,84.05,1,1
2,84.02,0.74,0.74
2,84.02,0.84,0.84
2,84.02,2.15,2.15
2,84,1.39,1.39
2,84,0.56,0.56
2,83.98,1.14,1.14
2,83.95,1.99,1.9
2,83.95,2.14,2.14
2,83.91,1.24,1.24
2,83.89,1.64,1.64
2,83.89,2.01,2.01
2,83.84,3.5,3.5
2,83.8,0.83,0.83
2,83.8,3.14,3.14
2,83.8,0.8,0.8
2,83.75,2.51,2.51
2,83.73,1.27,1.27
2,83.73,3.04,3.04
6,83.7,2.25,2.25
2,83.68,0.59,0.59
2,83.65,0.83,0.83
2,83.65,3.22,3.22
2,83.6,1.54,1.54
2,83.6,0.6,0.6
2,83.6,1.1,1.1
2,83.6,4.22,4.22
2,83.58,1.79,1.79
4,83.56,2.48,2.48
2,83.5,29.4,17.3
2,83.5,10.9,10.9
2,83.51,0.48,0.48
2,83.5,1.69,1.69
2,83.5,0.6,0.6
2,83.5,0.6,0.6
6,83.5,0.61,0.61
4,83.49,0.88,0.88
2,83.45,1.72,1.72
2,83.44,3.09,2.88
2,83.44,4.71,4.71
2,83.42,0.45,0.45
2,83.4,3.5,3.5
2,83.38,1.45,1.4
2,83.38,1.72,1.72
2,83.37,2.27,2.16
2,83.37,0.42,0.42
2,83.36,2.94,2.94
2,83.36,3.79,3.79
2,83.36,1.62,1.62
2,83.36,0.81,0.81
6,83.35,1.04,1.04
2,83.34,4.01,3.66
2,83.33,0.81,0.81
2,83.33,1.05,1.05
2,83.3,2.4,2.4
2,83.31,4.35,4.35
2,83.3,1.67,1.61
6,83.3,0.98,0.98
2,83.3,1.4,1.4
2,83.3,0.5,0.5
2,83.29,1.73,1.73
2,83.29,2.3,2.18
2,83.3,3.6,3.6
2,83.26,12.44,12.44
2,83.3,2.4,2.4
2,83.22,0.58,0.58
2,83.22,1.48,1.48
2,83.22,1.03,1.03
6,83.22,2.47,2.47
2,83.22,2.86,2.86
2,83.2,2.5,2.5
2,83.2,0.6,0.6
6,83.2,1,1
2,83.2,0.58,0.58
2,83.19,0.87,0.87
2,83.18,1.39,1.39
2,83.18,1.69,1.63
2,83.2,2.4,2.4
2,83.14,2.27,2.15
2,83.13,1.72,1.66
2,83.13,1.41,1.41
2,83.11,2.27,2.15
2,83.11,2.35,2.23
4,83.1,1.01,1.01
2,83.1,0.8,0.8
2,83.1,1.6,1.6
2,83.08,3.27,3.03
2,83.07,1.06,1.06
2,83.07,1.58,1.58
2,83.07,1.38,1.38
2,83.07,0.51,0.51
2,83.06,0.8,0.8
2,83.04,14.58,10.79
2,83,0.47,0.47
2,83,0.36,0.36
2,83,1.2,1.2
2,83,0.7,0.7
2,83,0.5,0.5
2,82.98,0.86,0.86
2,83,4.2,4.2
6,82.94,0.84,0.84
6,82.94,1.83,1.83
2,82.93,0.8,0.8
2,82.93,1.72,1.72
6,82.93,2.01,2.01
2,82.92,0.36,0.36
2,82.92,10.65,10.65
2,82.9,0.8,0.8
2,82.9,0.7,0.7
2,82.89,0.43,0.43
2,82.85,1.03,1.03
2,82.8,0.8,0.8
2,82.8,0.9,0.9
2,82.79,2.44,2.44
2,82.79,3.98,3.98
2,82.77,3.57,3.28
2,82.75,0.4,0.4
2,82.71,3.18,3.18
4,82.71,2.3,2.3
2,82.71,1.73,1.73
2,82.7,0.9,0.9
2,82.69,2.39,2.26
2,82.64,2.9,2.71
2,82.6,1.5,1.5
2,82.6,0.5,0.5
2,82.6,2.6,2.6
2,82.59,1.62,1.56
2,82.59,2.72,2.55
4,82.59,0.04,0.04
2,82.59,6.16,5.36
2,82.58,1.62,1.62
2,82.55,0.94,0.92
2,82.54,1.33,1.33
2,82.5,2.9,2.9
2,82.5,1.48,1.48
2,82.5,6.31,6.31
2,82.5,3.4,3.4
2,82.49,0.5,0.5
2,82.47,4.32,4.32
2,82.46,6.26,6.26
2,82.44,7.26,6.17
2,82.43,2.36,2.36
2,82.42,0.45,0.45
2,82.41,0.96,0.96
2,82.37,0.86,0.86
2,82.36,1.68,1.62
2,82.36,1.15,1.15
2,82.36,0.54,0.54
2,82.36,1.13,1.13
7,82.34,1.08,1.08
2,82.33,0.95,0.93
2,82.31,0.38,0.38
2,82.31,0.89,0.87
2,82.29,1.08,1.08
2,82.26,1.39,1.39
4,82.2,0.7,0.7
6,82.22,1.51,1.51
2,82.22,4.37,4.37
2,82.22,3.04,3.04
2,82.22,1.2,1.2
2,82.21,0.64,0.64
2,82.2,0.8,0.8
2,82.15,1.37,1.37
2,82.12,1.54,1.54
2,82.12,1.36,1.36
2,82.11,0.58,0.58
2,82.11,0.9,0.9
2,82.1,0.5,0.5
2,82.1,0.97,0.95
2,82.08,3.1,2.88
2,82.04,2.81,2.63
2,82,2.6,2.6
2,82.02,0.43,0.43
2,82,5.1,5.1
2,82,8.3,8.3
2,82.01,1.66,1.66
6,82,1,1
2,82,1.3,1.3
2,82,0.7,0.7
6,82,1,1
2,82,2,2
2,82,1.01,1.01
2,81.98,0.42,0.42
2,81.96,2.82,2.64
2,81.95,0.92,0.9
2,81.95,0.75,0.75
2,81.93,2.79,2.79
2,81.9,0.9,0.9
2,81.86,1.18,1.18
2,81.85,0.49,0.49
4,81.84,41.24,41.24
6,81.83,0.94,0.94
2,81.83,1.28,1.24
2,81.82,0.58,0.58
2,81.8,1.1,1.1
2,81.8,0.6,0.6
2,81.75,0.49,0.49
2,81.7,3.3,3.05
2,81.7,4.29,4.29
2,81.69,1.44,1.44
2,81.67,0.41,0.41
2,81.65,1.34,1.34
2,81.62,0.71,0.71
2,81.61,1.22,1.22
2,81.61,0.67,0.67
2,81.59,0.84,0.84
2,81.57,8.4,6.96
2,81.56,0.58,0.58
2,81.52,0.81,0.81
2,81.52,0.47,0.47
2,81.52,2.12,2.12
2,81.51,1.33,1.33
2,81.5,3.88,3.88
2,81.5,1.2,1.2
2,81.5,0.71,0.71
2,81.5,2.99,2.79
2,81.49,0.97,0.97
6,81.47,1,1
2,81.45,3.61,3.61
2,81.44,3.44,3.17
2,81.43,0.91,0.91
2,81.42,0.64,0.64
