Type,carbon_isotopes,silicon_isotopes
M,48.65,66
M,48.65,83
M,48.65,1
M,48.65,4
M,48.65,34
M,48.65,68
M,48.66,23
M,48.66,28
Z,48.66,-83
M,48.66,33
M,48.66,57
M,48.68,-38
M,48.68,122
M,48.68,68
M,48.68,62
M,48.7,32.9
M,48.68,58
M,48.68,23
M,48.68,-34
M,48.69,50
M,48.69,63
M,48.7,124.2
M,48.69,76
M,48.69,43.3
M,48.70,25
M,48.70,104
M,48.7,-12
M,48.70,-27
M,48.70,53
M,48.7,33.4
M,48.71,24
M,48.72,39.5
M,48.72,-44
M,48.73,-5
M,48.73,80
M,48.73,77
M,48.74,26
M,48.74,101
M,48.74,52
M,48.74,-62
M,48.74,51
M,48.74,80
M,48.74,44
M,48.74,-8
M,48.74,63
M,48.75,41
M,48.75,63
M,48.8,17.3
M,48.75,-5
M,48.75,43
M,48.77,43
M,48.77,7
M,48.77,45
M,48.8,47.2
M,48.79,88.10
M,48.79,112
M,48.8,3
M,48.8,32
M,48.8,97
M,48.80,121
M,48.81,18
M,48.8,97.4
M,48.82,1
M,48.82,35
M,48.8,48.6
M,48.82,10
M,48.8,119.0
M,48.82,43.4
M,48.82,39
M,48.83,77
M,48.83,17
M,48.84,2
M,48.84,27
M,48.84,52
M,48.84,22
M,48.85,38.6
M,48.85,22
Z,48.85,34
M,48.85,31
M,48.86,40
M,48.86,32
M,48.87,4
M,48.87,20
M,48.9,69.8
M,48.87,40
M,48.87,6
M,48.88,100
M,48.88,42
M,48.88,-14
M,48.88,66
M,48.88,71
M,48.88,72
M,48.89,5
M,48.89,5
M,48.89,19
M,48.90,4
M,48.9,28
M,48.9,62
M,48.9,65
M,48.9,65
M,48.90,95.0
M,48.90,-53
M,48.90,27
M,48.90,37.8
M,48.91,67
M,48.91,25
M,48.91,45
M,48.91,86
M,48.91,12
M,48.92,118
M,48.92,86
M,48.92,55
M,48.93,-7
M,48.93,34
M,48.93,106
M,48.93,53
M,48.93,-19
M,48.93,-4
M,48.94,25
M,48.95,22
M,48.95,162
M,48.95,32
M,48.95,32
M,48.95,86
M,48.95,94
M,48.95,26
M,48.96,23
M,48.96,89
M,48.97,112
M,48.97,49
M,48.97,64
M,48.98,28
M,48.98,12
M,48.98,-42
X,49.0,-235
M,48.98,40.7
M,48.98,42.0
M,49.00,34
Z,49,-99
X,49,-3.2
M,49,30
M,49,117
M,49.00,-27
M,49.00,-7
U,49.00,17
M,49.01,120
M,49.01,42.4
M,49.01,4
M,49.02,25
M,49.02,73
M,49.02,19
M,49.02,37
M,49.03,46
M,49.03,-6
M,49.03,137
M,49.04,13
M,49.04,1
M,49.04,98
M,49.05,-10
M,49.05,77
M,49.05,6
M,49.05,14
M,49.05,130
M,49.05,-26
M,49.05,-15
M,49.05,86
M,49.05,48
M,49.06,-6
M,49.06,40
M,49.07,25
M,49.08,12
M,49.08,64
M,49.08,42
M,49.08,72
M,49.09,-4
Z,49.09,-42
M,49.09,96
M,49.09,18
X,49.1,-138
Z,49.1,-49.0
M,49.1,14
M,49.1,43
M,49.10,92
M,49.10,12
M,49.10,51
M,49.10,89
M,49.11,35
M,49.11,123
M,49.12,-13
M,49.12,19
M,49.12,-44
M,49.13,122
M,49.13,22
M,49.13,18
M,49.13,30
M,49.13,-52
Z,49.13,-71
M,49.13,41
M,49.14,82
M,49.15,10
M,49.15,-81
M,49.16,6
M,49.16,17
M,49.16,46
M,49.16,101
M,49.17,85
M,49.17,15
M,49.2,61.6
M,49.17,101
M,49.18,-2
M,49.18,70
M,49.18,106
M,49.18,87
M,49.18,1
M,49.18,98
M,49.18,38
M,49.18,-2
M,49.19,53
M,49.19,32
M,49.19,86
M,49.19,53
M,49.19,31
M,49.2,7
M,49.2,7
M,49.2,30
M,49.20,-21
M,49.20,57
M,49.21,13
M,49.21,82
M,49.21,5
M,49.21,9
M,49.21,90
M,49.21,54
M,49.2,-57.1
M,49.22,1
M,49.22,-13
M,49.23,66
M,49.23,-7
M,49.23,15
M,49.23,78
M,49.23,131
M,49.23,135
M,49.23,-27
M,49.23,108
M,49.24,18
M,49.24,24
M,49.24,61
M,49.25,34
M,49.25,49
M,49.25,74
M,49.25,17
M,49.25,72
M,49.25,39
M,49.26,12
Z,49.26,-43
M,49.26,14
M,49.27,24
M,49.3,-9.0
M,49.28,-24
M,49.28,89
M,49.28,47
M,49.28,28
M,49.28,51
M,49.29,15
M,49.29,67
M,49.30,71
X,49.3,-452
M,49.3,-22
M,49.3,7
M,49.3,25
M,49.30,139
M,49.3,101.5
M,49.30,71
M,49.30,33
M,49.30,88
M,49.31,37.9
M,49.32,27
M,49.33,30
M,49.33,27
M,49.3,32.4
M,49.34,26
M,49.34,26
Z,49.34,-106
M,49.34,29
M,49.34,-3
M,49.35,75
M,49.35,14
M,49.36,104
M,49.36,27
M,49.36,104
M,49.36,39
M,49.36,68
M,49.37,29
M,49.37,91.34
M,49.37,44
M,49.38,26
M,49.38,9
M,49.38,46
M,49.38,76
Z,49.38,-85
M,49.39,12.08
U,49.39,429
M,49.40,66.57
M,49.4,-1
M,49.4,51
M,49.4,57
M,49.40,72
M,49.40,56
M,49.41,-20
M,49.41,23
M,49.41,33
M,49.41,30
M,49.4,18.8
M,49.41,67
M,49.41,86
M,49.42,49
M,49.42,104
M,49.42,29
M,49.43,17
Z,49.43,-130
M,49.4,95.7
M,49.43,124
M,49.44,72
M,49.44,37
M,49.44,36
M,49.45,59
M,49.45,7
M,49.45,63
M,49.45,10
M,49.45,88
M,49.46,26
M,49.46,-26
M,49.46,-3
M,49.46,3
M,49.46,62
M,49.46,79
M,49.46,15
M,49.46,37
M,49.46,29
M,49.46,23.70
M,49.47,71
M,49.47,39
M,49.48,24
M,49.5,136.2
M,49.49,104
M,49.50,34.8
M,49.50,66.3
M,49.51,101
M,49.51,45
M,49.51,60
M,49.51,36
M,49.51,-10
M,49.51,51
M,49.52,112
M,49.52,90
M,49.52,58
M,49.53,35
M,49.53,32
Z,49.53,-102
M,49.53,74
M,49.54,111
M,49.54,24
M,49.5,65.0
M,49.54,91
M,49.54,86
M,49.54,15
M,49.55,0
M,49.55,-11
M,49.55,48
M,49.55,24
M,49.56,7
M,49.56,3
M,49.56,-19
M,49.6,114.0
M,49.57,49
M,49.58,33
M,49.59,63
M,49.60,36
M,49.6,53
M,49.60,44
M,49.61,-16
Z,49.61,45
M,49.61,49
M,49.61,64
M,49.61,104
M,49.61,47
M,49.6,81.9
M,49.61,15
M,49.61,-24
Z,49.6,-59.8
M,49.62,9
M,49.6,30.3
M,49.62,80
M,49.63,64
M,49.63,23
M,49.63,80
M,49.63,81
M,49.64,106
M,49.64,104
M,49.64,105
M,49.65,16
M,49.66,90
M,49.7,95.8
M,49.66,77
M,49.67,10
M,49.67,63
M,49.67,-39
M,49.67,136
M,49.68,73
M,49.68,54
Z,49.68,16
M,49.68,7
M,49.68,44
M,49.69,40
M,49.69,49
M,49.69,18
M,49.69,14
M,49.70,45
M,49.7,59
M,49.70,0
M,49.70,108
M,49.70,31
Z,49.71,-73
M,49.71,45
M,49.71,-53
M,49.72,7
M,49.72,81
M,49.74,23
M,49.74,17
M,49.74,62
M,49.74,30
M,49.74,46
M,49.74,67
M,49.74,-5
M,49.75,43
M,49.7,38.7
M,49.75,15
M,49.75,32
M,49.75,47
M,49.76,76
M,49.77,26
M,49.77,81
M,49.77,5
M,49.77,47
M,49.77,61
M,49.77,63
M,49.77,66
M,49.78,43
Z,49.79,-58
M,49.79,88
M,49.79,106
M,49.79,74
M,49.79,52
M,49.80,22
M,49.80,97
M,49.8,11.8
M,49.8,56
M,49.80,87
M,49.80,-10
M,49.80,57
M,49.81,74
M,49.82,76
M,49.82,-2
M,49.82,34
M,49.82,59
M,49.8,7
M,49.83,16
Z,49.83,-15
M,49.83,81
M,49.84,-8
M,49.84,60
M,49.84,-6
M,49.84,35
Z,49.84,-18
M,49.84,55
M,49.85,61
M,49.85,22
M,49.85,5
M,49.86,64.5
M,49.86,15
M,49.87,17
M,49.9,104.2
M,49.88,68
M,49.88,31
M,49.9,27.9
M,49.89,133
M,49.89,17
M,49.90,34
M,49.90,50
M,49.90,61
M,49.91,38
M,49.91,94
M,49.91,31
M,49.91,-36
M,49.93,40
M,49.93,73
M,49.94,0
M,49.94,13
M,49.95,11
M,49.97,1
M,49.97,19
M,49.98,42
M,49.98,64
M,49.99,44
M,49.99,83
M,49.99,41
M,49.99,29
M,50,15
M,50,87
M,50.01,-13
M,50.0,10.5
M,50.02,8
M,50.02,48
M,50.03,0
M,50.03,49
M,50.03,56
M,50.03,43
M,50.03,31
M,50.0,29.6
M,50.04,-88
M,50.04,59
M,50.04,124
M,50.05,12
M,50.0,32.3
M,50.05,54
M,50.06,9
M,50.06,-4
M,50.07,-5
M,50.07,34
M,50.07,118
M,50.07,80
M,50.07,5
M,50.1,-9.2
M,50.07,21
U,50.07,199
M,50.08,-88
M,50.08,16
M,50.08,93
M,50.09,67
M,50.09,19
M,50.09,17
M,50.1,99.2
M,50.09,26
M,50.10,40
M,50.10,76
M,50.1,-29
M,50.1,81
M,50.1,132
M,50.10,-22
M,50.10,20
M,50.11,68
M,50.11,90
M,50.11,45
M,50.11,7
M,50.11,33
M,50.12,133
M,50.12,44
M,50.12,79
M,50.13,72
M,50.13,28
M,50.13,88
M,50.13,-6
M,50.13,0
M,50.14,-4
M,50.14,9
M,50.14,-16
M,50.15,81.62
M,50.15,80
M,50.2,122.6
M,50.15,-12
M,50.15,55
M,50.16,44
M,50.16,31
M,50.16,30
M,50.16,57
M,50.19,-31
M,50.19,91
M,50.20,40
M,50.20,80
M,50.20,30
M,50.20,38
X,50.20,-360
M,50.20,105
M,50.21,3
M,50.21,16
M,50.21,21
M,50.21,59
M,50.22,40
M,50.22,46
M,50.22,21
Z,50.22,-119
M,50.22,-18
M,50.23,65
M,50.24,-12
M,50.24,32
M,50.25,52
M,50.25,63
M,50.25,34.4
M,50.25,39
M,50.25,-2
M,50.25,9
M,50.25,38
M,50.25,68
M,50.26,20
Z,50.26,-85
M,50.26,16
M,50.26,33
M,50.26,37
M,50.26,60
M,50.26,64
M,50.26,88
M,50.26,92
M,50.27,59
M,50.27,77
M,50.27,80
M,50.27,58
M,50.28,140.49
M,50.28,69
M,50.28,1
M,50.28,75
M,50.29,40
M,50.29,12
M,50.29,34
M,50.29,73
Z,50.3,-35
M,50.3,-33
M,50.3,55.6
M,50.3,81.0
M,50.30,89.6
M,50.3,144
M,50.30,23
M,50.30,80
M,50.30,25
M,50.32,125
M,50.32,129
M,50.32,92
M,50.32,56
M,50.32,144
M,50.32,19
M,50.32,34
M,50.32,47
M,50.33,95
M,50.33,-10
M,50.33,-5
M,50.33,19
M,50.34,64
M,50.35,59
M,50.35,127
M,50.36,32
M,50.36,37
M,50.36,51
M,50.36,4
M,50.37,30
M,50.37,43
M,50.37,65
M,50.38,47
M,50.38,34
M,50.4,39.8
M,50.38,41
M,50.38,49
M,50.38,83
M,50.39,44
M,50.39,18
M,50.39,40
M,50.39,58
M,50.40,37
M,50.4,-86
Z,50.4,-26
M,50.41,15
M,50.41,63
M,50.42,77
M,50.43,68
M,50.44,-34
M,50.44,20
M,50.45,36
M,50.45,74
Z,50.45,-116
M,50.45,108
M,50.45,-7
M,50.45,36
M,50.45,-38
M,50.46,-5
M,50.46,75
M,50.47,53
M,50.47,67
M,50.47,33
M,50.48,-43
M,50.48,-21
M,50.48,12
M,50.48,62
M,50.49,49
M,50.50,-7
M,50.50,19
M,50.5,76
M,50.5,88
M,50.50,19
M,50.50,50
M,50.50,91
M,50.51,49
M,50.51,48
M,50.51,53
M,50.51,26
M,50.52,48
M,50.52,10
M,50.52,41
M,50.52,16
M,50.52,48
M,50.52,37
M,50.52,20
Z,50.53,-104
M,50.53,74
M,50.53,79
M,50.54,-31
M,50.54,7
M,50.54,86
M,50.54,111
M,50.55,44
M,50.55,80
M,50.55,16
M,50.55,48
M,50.55,59
M,50.55,96
M,50.56,88
M,50.57,91
M,50.57,88
M,50.57,123
M,50.58,59
M,50.58,48
M,50.58,59
M,50.58,117
M,50.59,75
M,50.6,44.0
M,50.6,136
M,50.60,-26
M,50.60,-1
M,50.6,6.2
M,50.61,43
M,50.61,-9
M,50.61,42
M,50.61,32
M,50.62,-47
M,50.62,34
M,50.62,20
M,50.63,20
M,50.63,95
M,50.64,65
M,50.64,86
M,50.65,46
M,50.65,48
M,50.65,46
M,50.66,-8
M,50.66,124
M,50.66,26
M,50.66,37
M,50.66,43
M,50.66,66
M,50.68,64
M,50.68,87
M,50.68,109
M,50.68,57
M,50.69,40
M,50.69,133
M,50.69,-102
M,50.69,-88
M,50.69,20
Z,50.69,12
M,50.69,41
M,50.70,6
M,50.70,12
M,50.7,106
M,50.71,33
M,50.71,81
M,50.71,28
M,50.71,14
M,50.72,49
M,50.72,51
M,50.72,78
M,50.73,11
M,50.73,3
M,50.73,-9
M,50.73,1
M,50.74,50
M,50.74,82
U,50.74,5
M,50.74,73
M,50.74,77
M,50.74,36
M,50.75,37
M,50.75,39
M,50.76,14
M,50.76,72
M,50.76,47
X,50.8,-21
M,50.76,-2
M,50.8,56.1
M,50.78,6
M,50.78,5
M,50.8,76.8
M,50.79,80
M,50.8,11.0
M,50.8,64
M,50.80,99.9
M,50.80,121
M,50.81,104
M,50.81,32
M,50.82,-10
Z,50.82,-32
M,50.82,-29
M,50.82,13
M,50.8,96.1
M,50.83,-2
Z,50.83,2
M,50.83,4
M,50.83,79
M,50.84,37
M,50.84,86
M,50.8,111.9
M,50.84,-7
M,50.84,16
M,50.84,10
M,50.85,51
M,50.8,70.6
M,50.85,25
M,50.85,-7
M,50.85,65
M,50.85,84
M,50.86,-9
Z,50.86,-18
M,50.86,-66
M,50.86,39
M,50.87,55
M,50.87,26
M,50.87,62
M,50.87,-2
M,50.9,80.6
Z,50.88,-37
M,50.88,56
M,50.88,49
M,50.88,38
M,50.89,-63
M,50.89,27
M,50.90,21
M,50.90,80
M,50.90,-11
M,50.92,61
M,50.9,41.7
M,50.93,99
M,50.93,103
M,50.93,33
Z,50.93,-146
M,50.93,6
M,50.94,50
M,50.94,38
M,50.9,64.8
M,50.94,33
M,50.95,9
M,50.96,105
M,50.96,117
Z,50.96,-102
M,50.96,-55
M,50.96,-18
M,50.96,-1
M,50.96,13
M,50.96,74
M,50.96,6
M,50.96,10
M,50.97,9
M,50.97,89
M,50.98,80
M,50.99,-3
M,50.99,46
M,50.99,62
M,50.99,88
Z,51.0,51.6
M,51.00,104
Z,51,-115
Z,51,-59
Z,51,-8
M,51.00,68.7
Z,51.0,71
M,51,97
M,51.0,187
M,51.0,95.4
M,51.01,19
M,51.01,52
M,51.01,33
M,51.02,20
M,51.02,79
M,51.03,-57
M,51.04,-27
M,51.04,37
M,51.04,44
M,51.04,57
M,51.04,70
M,51.04,120
M,51.05,56
M,51.05,52
M,51.05,40
M,51.05,92
M,51.06,23
M,51.06,31
M,51.06,34
M,51.06,85
M,51.06,-40
U,51.06,95
M,51.06,-58
M,51.06,61
M,51.07,33
M,51.07,10
M,51.07,52
M,51.07,22
M,51.07,57
M,51.09,50
M,51.09,56
M,51.09,40
M,51.09,58
M,51.09,106
M,51.09,21
M,51.09,71
M,51.09,90
M,51.1,56
M,51.11,78
M,51.11,25
M,51.11,100
M,51.11,35
Z,51.11,-110
M,51.1,106.8
M,51.12,100
M,51.12,27
M,51.12,38
M,51.12,91
M,51.12,44
M,51.12,71
M,51.13,-52
M,51.15,92
M,51.15,-9
M,51.15,3
M,51.15,109
M,51.15,24
M,51.15,20
M,51.15,22
M,51.16,46
M,51.16,46
M,51.16,30
M,51.17,-40
M,51.17,27
M,51.17,56
M,51.17,55
M,51.2,76.5
M,51.18,18
M,51.18,107
M,51.18,99
M,51.18,77
M,51.19,66
M,51.2,91
M,51.2,123
M,51.20,54
M,51.20,33
M,51.20,69
M,51.20,34
M,51.21,61
M,51.21,70
M,51.21,109
M,51.21,32
M,51.22,40
M,51.23,70
M,51.23,90
M,51.23,6
M,51.23,7
M,51.23,71
M,51.23,78
M,51.23,77
M,51.24,36
M,51.24,49
M,51.24,111
M,51.26,67
M,51.26,-67
M,51.26,110
M,51.26,-47
M,51.26,37
M,51.28,1
M,51.28,47
M,51.28,75
Z,51.28,-119
M,51.29,-21
M,51.29,73
M,51.29,6
M,51.29,-21
M,51.29,52
Z,51.3,-119
M,51.3,-18
M,51.3,32.9
M,51.3,96
M,51.30,39
M,51.3,142.6
M,51.31,46
M,51.32,74
M,51.32,107
M,51.32,57
M,51.3,46.8
M,51.34,58
M,51.34,77
M,51.34,82
Z,51.34,-143
M,51.34,-102
M,51.34,48
M,51.34,66
M,51.34,87
M,51.35,37
M,51.36,14
M,51.36,41
M,51.37,116
M,51.37,109
M,51.37,78
M,51.37,36
M,51.38,41
M,51.38,36
M,51.38,55
M,51.38,-5
M,51.38,-7
M,51.38,65
M,51.39,86
M,51.39,-8
M,51.39,12
M,51.39,67
M,51.39,16
M,51.40,-13
M,51.40,53
M,51.4,21
M,51.4,127
M,51.40,-29
M,51.40,54
M,51.41,35
M,51.42,56
M,51.42,91
M,51.42,28
M,51.43,42
M,51.43,48
M,51.43,-59
M,51.43,94
M,51.44,85
M,51.45,59
M,51.45,28
M,51.46,39
M,51.46,10
M,51.46,39
M,51.46,139
M,51.46,50
M,51.46,11
M,51.47,20
M,51.48,48
M,51.48,118
M,51.48,94
M,51.48,54
M,51.48,68
M,51.49,58
M,51.49,80
M,51.49,-64
M,51.50,47
M,51.5,60
M,51.5,88
M,51.50,15
M,51.51,9
M,51.51,50
M,51.51,-55
Z,51.51,-54
M,51.52,12
M,51.52,96
M,51.52,34
M,51.53,-3
M,51.53,55
M,51.53,56
M,51.53,-29
M,51.53,-30
M,51.53,81
M,51.54,96
M,51.56,52
M,51.56,25
M,51.56,41
M,51.56,62
Z,51.57,-11
M,51.6,41.4
M,51.57,47
M,51.58,50
M,51.58,41
M,51.59,104
M,51.59,29
M,51.6,86.8
M,51.60,55
M,51.60,90
M,51.6,-64
M,51.6,47
M,51.60,81
M,51.61,11
M,51.61,65
M,51.61,84
M,51.61,51
M,51.62,87
M,51.62,-28
M,51.62,33
M,51.62,9
M,51.63,109
M,51.63,49
M,51.64,95
M,51.64,117
Z,51.65,-84
M,51.65,42
M,51.65,21
M,51.65,61
M,51.65,53
M,51.7,69.3
M,51.67,18
M,51.67,-53
M,51.67,89
Z,51.68,-54
M,51.68,80
M,51.7,73.3
M,51.68,43
M,51.68,102
M,51.68,26
M,51.70,38
M,51.70,70
M,51.70,98
M,51.70,66
M,51.7,17
Z,51.70,-48
M,51.70,68
M,51.70,18
M,51.71,-3
M,51.71,18
M,51.72,74
M,51.72,4
M,51.72,69
M,51.73,67
M,51.73,-11
M,51.73,108
M,51.73,73
M,51.74,-22
M,51.74,86
Z,51.74,-45
M,51.74,96
M,51.75,31
M,51.75,9
M,51.75,25
M,51.75,125
M,51.75,32
M,51.75,57
M,51.75,79
M,51.76,30
M,51.76,61
M,51.76,-2
M,51.77,57
M,51.8,43
M,51.77,61
M,51.77,52
M,51.78,25
M,51.78,16
M,51.78,28
M,51.79,32
M,51.79,19
M,51.79,43
M,51.80,74
M,51.8,-52
M,51.8,92.0
M,51.80,150
M,51.80,98
M,51.81,38
M,51.8,77.7
M,51.81,96
M,51.81,98
M,51.81,86
M,51.81,65
M,51.81,111
M,51.82,141
Z,51.83,-41
M,51.83,17
M,51.83,30
M,51.84,46
M,51.8,24.4
M,51.84,79
M,51.84,29
M,51.85,91
M,51.85,9
M,51.9,35.2
M,51.86,-5
M,51.86,103
M,51.86,16
M,51.86,36
Z,51.86,-39
M,51.86,-5
M,51.87,3
M,51.87,8
M,51.87,87
M,51.87,-35
M,51.87,31
M,51.87,52
M,51.89,-28
M,51.9,96.6
M,51.90,32
M,51.91,26
M,51.91,94
M,51.9,60.2
M,51.91,25
M,51.91,89
M,51.9,17.7
M,51.91,99
M,51.91,56
Z,51.92,-41
M,51.92,-17
Z,51.92,-7
M,51.92,35
M,51.92,47
M,51.93,12
M,51.93,88
M,51.94,45
M,51.94,31.1
M,51.94,1
M,51.95,34
M,51.95,41
M,51.95,68
M,51.95,56
M,51.98,14
M,51.98,22
M,51.98,48
M,51.98,64
M,51.98,11
M,51.98,27
M,51.99,74
M,51.99,46
M,52,-3
M,52,4
M,52.00,96
M,52.00,149
M,52.01,15
M,52.01,102
M,52.0,79.8
M,52.02,15
M,52.02,-40
M,52.02,98
M,52.03,59
M,52.04,19
M,52.04,87
M,52.04,24
M,52.07,23
M,52.07,35
M,52.07,96
M,52.07,18
M,52.07,24
M,52.1,48.9
M,52.09,-9
M,52.09,-2
M,52.09,39
Z,52.10,-118
M,52.10,-28
M,52.10,25
M,52.10,82
M,52.10,59
Z,52.1,-140
M,52.1,38
M,52.1,70
M,52.10,44
M,52.10,66
M,52.1,95.5
M,52.1,18.1
M,52.11,75
M,52.12,73
M,52.12,115
M,52.12,90.1
M,52.14,25
M,52.14,109
M,52.14,45
M,52.15,-33
M,52.15,16
M,52.15,43
M,52.2,128.5
M,52.15,95
M,52.15,42
M,52.15,68
M,52.15,81
M,52.15,21
M,52.16,65
M,52.16,-2
M,52.16,90
M,52.17,44
M,52.17,3
M,52.17,27
M,52.18,36
M,52.19,64
M,52.19,55
M,52.19,43
M,52.2,37
M,52.20,29
M,52.20,62
M,52.2,102.3
M,52.21,65
M,52.21,38
M,52.22,2
M,52.2,110.3
M,52.23,2
M,52.23,30
M,52.23,15
M,52.24,76
M,52.24,83
M,52.24,22
M,52.24,-55
M,52.24,41
M,52.25,-1
M,52.26,13
M,52.27,-17
M,52.27,101
M,52.27,58
M,52.27,60
M,52.28,21
M,52.28,4
M,52.29,30.37
M,52.29,22
M,52.29,-8
M,52.30,80
Z,52.3,-24
M,52.3,14
M,52.3,169
M,52.30,19.89
M,52.30,74
M,52.31,95
M,52.31,-29
M,52.31,12
M,52.31,15
M,52.31,120
M,52.31,137
M,52.31,15
M,52.31,33
M,52.31,79
M,52.32,72
M,52.32,57
Z,52.32,-34
M,52.33,-65
M,52.33,25
M,52.33,-5
M,52.3,61.3
M,52.33,111.15
M,52.34,4
M,52.34,64
M,52.34,24
M,52.34,108
M,52.3,22.4
M,52.34,15
M,52.34,31
M,52.35,61
M,52.35,93
M,52.35,72
M,52.35,27
M,52.35,34
M,52.35,28.27
M,52.36,12
M,52.36,63
M,52.37,26
M,52.38,64
M,52.38,14
M,52.38,19
M,52.4,61.5
M,52.38,94
M,52.38,30
M,52.38,29
M,52.38,88
M,52.38,101
M,52.39,45
M,52.39,95
M,52.39,-30
M,52.39,134
M,52.39,44
M,52.4,133.9
M,52.39,32
M,52.40,60
M,52.4,-27
M,52.4,47
M,52.4,47.5
M,52.40,103.4
M,52.41,-1
M,52.41,85
M,52.41,32
M,52.4,90.0
M,52.42,33
M,52.43,138
M,52.43,40
M,52.43,76
M,52.44,10
M,52.44,108
M,52.45,46
M,52.45,41
M,52.45,-1
M,52.46,35
M,52.47,21
M,52.47,24
M,52.47,67
M,52.47,26
M,52.48,-46
M,52.48,46
M,52.48,81
M,52.49,86
M,52.5,29.8
M,52.5,71.1
M,52.50,-68
M,52.50,-58
M,52.50,13
M,52.50,28
M,52.5,88
M,52.5,92.3
M,52.5,96
M,52.51,13
M,52.51,39
M,52.51,22
M,52.5,65.6
M,52.5,41.2
M,52.52,57
M,52.53,97
M,52.53,53
Z,52.53,-46
M,52.53,39
M,52.54,56
M,52.54,70
M,52.54,50
M,52.55,108
M,52.56,-10
M,52.56,38
M,52.56,97
M,52.56,61
M,52.56,57
M,52.56,21
M,52.57,61
M,52.57,34
M,52.57,3
M,52.57,37
M,52.58,4
M,52.58,37.42
M,52.60,110
M,52.60,37
M,52.60,33
M,52.6,46
M,52.6,111
M,52.60,34
M,52.61,30
M,52.61,37
M,52.61,-39
M,52.61,89
M,52.61,37
M,52.6,64.8
M,52.62,51
M,52.63,38
M,52.63,66
M,52.64,129
M,52.64,54
M,52.65,95.1
M,52.65,16
M,52.65,18
M,52.65,99
M,52.65,82
M,52.66,91
M,52.7,19.2
M,52.7,23.8
M,52.66,83
M,52.67,33
M,52.67,16
M,52.67,78
M,52.68,16
M,52.69,-6
M,52.69,90
M,52.69,87.34
M,52.70,-35
M,52.70,-23
M,52.70,-19
M,52.7,22
M,52.7,33.9
M,52.7,43
M,52.7,97
M,52.72,-45
M,52.72,12
M,52.72,47
M,52.73,3
M,52.73,-61
Z,52.73,-56
M,52.73,102
M,52.74,26
M,52.74,62
M,52.75,-21
M,52.75,86.00
M,52.75,24
M,52.75,122
M,52.75,8
M,52.76,89
M,52.76,-2
M,52.76,41
M,52.76,42
M,52.76,105
M,52.77,80
M,52.77,-9
M,52.77,20
M,52.78,-21
M,52.78,24
Z,52.79,-116
M,52.79,-33
M,52.79,71
M,52.79,-20
M,52.79,21
M,52.8,-10
M,52.80,94.7
M,52.81,65
M,52.81,58
M,52.82,30
M,52.82,77
M,52.82,16
M,52.82,58
Z,52.82,-76
M,52.84,63
M,52.84,28
M,52.84,52
Z,52.84,-143
M,52.84,93
M,52.84,8
M,52.87,26
M,52.87,66
M,52.9,80.7
Z,52.87,-65
M,52.87,96
M,52.88,46
M,52.88,-2
M,52.88,-34
M,52.88,131
X,52.89,-352
M,52.89,34
M,52.89,58
M,52.9,-8
M,52.9,27
M,52.9,68
M,52.9,87
M,52.9,116.7
M,52.90,128.5
M,52.90,39
M,52.90,20
M,52.91,26
M,52.91,44
M,52.91,0
M,52.91,22
M,52.9,88.1
M,52.9,96.2
M,52.91,36
M,52.9,16.1
M,52.93,79
Z,52.93,-115
M,52.93,9
M,52.93,43
M,52.93,79
M,52.94,43
M,52.94,34
M,52.94,61
M,52.95,-29
M,52.95,69
M,52.96,57
M,52.96,17
M,52.96,39
M,53.0,131.2
M,52.98,146
M,52.99,19
M,52.99,97
Z,52.99,-88
M,52.99,-68
M,52.99,26
M,52.99,51
M,53.0,32.9
M,53.00,113
M,53.00,51
M,53,-49
M,53,16
M,53,60
M,53.0,88.6
Z,53.00,17
M,53.00,40
M,53.01,13
M,53.02,-14
M,53.02,9
M,53.02,93
M,53.02,74
M,53.02,41
M,53.0,74
M,53.03,55
M,53.03,-8
M,53.03,-6
M,53.03,121
M,53.03,40
M,53.04,88
M,53.05,29
M,53.05,48
M,53.05,66
M,53.05,102
M,53.05,37
M,53.06,5
M,53.06,54
M,53.06,62
M,53.06,88
M,53.07,86
M,53.08,40
M,53.08,71
M,53.08,96
M,53.08,57
M,53.08,47
M,53.08,43
M,53.08,32
M,53.09,17
M,53.09,97
M,53.10,9
M,53.10,28
M,53.1,20
M,53.1,42
M,53.10,90.8
M,53.10,72
M,53.11,-10
M,53.11,27
M,53.11,105
M,53.11,76
M,53.12,-2
M,53.12,57
M,53.1,54.0
M,53.12,34
M,53.12,85
M,53.13,104
M,53.13,115
M,53.1,127.2
M,53.13,31
M,53.14,83
M,53.14,8
M,53.15,39
M,53.15,88
M,53.15,5
M,53.15,32
M,53.16,159
M,53.16,65
M,53.17,-6
M,53.17,66
M,53.17,8
M,53.17,-7
M,53.2,109.4
M,53.18,9
M,53.18,52
M,53.18,27
M,53.18,53
M,53.19,-126
M,53.19,-2
M,53.2,24
M,53.2,73
M,53.20,-23
M,53.21,120
M,53.21,-40
M,53.22,-20
M,53.22,92
M,53.22,97
M,53.22,1
M,53.22,-45
M,53.23,66
M,53.23,25
M,53.24,5
M,53.24,80
M,53.25,55
M,53.25,44
M,53.26,61
M,53.26,67
M,53.26,50
M,53.3,38.1
M,53.26,118
M,53.3,10.5
M,53.27,54
M,53.28,27
M,53.28,30
Z,53.28,-19
M,53.29,-42
M,53.29,16
M,53.29,54
